"priority";"fua_name";"app_name";"count";"ctry"
"Arrangement for software engineering";"São Paulo";"Yeb Representaã‡Ãƒo Comercial E Consultoria Empresar";1;"BR"
"Head-up displays";"Toulouse";"Continental Automotive France";1;"FR"
"Computer-aided design [CAD]";"Toulouse";"Airbus Sas";1;"FR"
"Computer-aided design [CAD]";"Toulouse";"Airbus Opã©Rations Sas";1;"FR"
"Computer-aided design [CAD]";"Toulouse";"Airbus";1;"FR"
"Computer-aided design [CAD]";"Toulouse";"Airbus Defence And Space Sas";1;"FR"
"Optical systems (general)";"Toulouse";"Pynson Joã«L";1;"FR"
"Optical systems (general)";"Toulouse";"Universitã© Paul Sabatier Toulouse Iii";1;"FR"
"Optical systems (general)";"Toulouse";"Illimitik";1;"FR"
"Optical systems (general)";"Toulouse";"Prodose";1;"FR"
"Optical systems (general)";"Toulouse";"Boukari Morou";1;"FR"
"Optical systems (general)";"Toulouse";"Innovation Contrã´Le Systã¨Me Ics";1;"FR"
"Screen displays (vehicules)";"Toulouse";"Ecole Nationale De L'aviation Civile";1;"FR"
"Optical Components";"Toulouse";"Universite Paul Sabatier Toulouse Iii";1;"FR"
"Optical Components";"Toulouse";"Airbus Defence And Space Sas";1;"FR"
"Optical Components";"Toulouse";"Universite Paul Sabatier Toulouse Iii - Upst Iii";1;"FR"
"Arrangement for software engineering";"Toulouse";"Intuilab";1;"FR"
"Arrangement for software engineering";"Toulouse";"Continental Automotive France";1;"FR"
"Arrangement for software engineering";"Toulouse";"Rubix S&I";1;"FR"
"Arrangement for software engineering";"Toulouse";"Signal-Acquisition-Mesure";1;"FR"
"Automotive ECUs";"Toulouse";"Continental Automotive France";1;"FR"
"Head-up displays";"Milton Keynes";"Silver Joshua David";1;"UK"
"Head-up displays";"Milton Keynes";"Companion Limited";1;"UK"
"Computer-aided design [CAD]";"Milton Keynes";"Cimtek Systems Limited";1;"UK"
"Optical systems (general)";"Milton Keynes";"3d-Oscopy Ltd";1;"UK"
"Optical systems (general)";"Milton Keynes";"Silver Joshua David";1;"UK"
"Optical systems (general)";"Milton Keynes";"Companion Limited";1;"UK"
"Optical systems (general)";"Milton Keynes";"Interesting Av Limited";1;"UK"
"Optical systems (general)";"Milton Keynes";"Transport Systems Catapult";1;"UK"
"Optical systems (general)";"Milton Keynes";"Kennedy Roderick Victor";1;"UK"
"Optical systems (general)";"Milton Keynes";"Sports Information Services Limited";1;"UK"
"Optical systems (general)";"Milton Keynes";"The University Of Liverpool";1;"UK"
"Optical systems (general)";"Milton Keynes";"Specialised Imaging Limited";1;"UK"
"Optical systems (general)";"Milton Keynes";"Workplace Fabric Limited";1;"UK"
"Optical Components";"Milton Keynes";"Lightpoint Medical Ltd";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"Scopemaster Limited";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"V12 Technology Limited";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"Nerudia Ltd";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"Liverpool John Moores University";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"Lstech Ltd";1;"UK"
"Arrangement for software engineering";"Milton Keynes";"Hallowes Benjamin Peter";1;"UK"
"Head-up displays";"Grand Rapids-Muskegon-Holland - Mi";"Promena Vr Corp";1;"US"
"Optical systems (general)";"Grand Rapids-Muskegon-Holland - Mi";"Micro-Lam Inc";1;"US"
"Optical systems (general)";"Grand Rapids-Muskegon-Holland - Mi";"Promena Vr Corp";1;"US"
"Optical systems (general)";"Grand Rapids-Muskegon-Holland - Mi";"Lumenflow Corp";1;"US"
"Optical systems (general)";"Grand Rapids-Muskegon-Holland - Mi";"Kellogg Company";1;"US"
"Optical systems (general)";"Grand Rapids-Muskegon-Holland - Mi";"Burke E Porter Machinery Company";1;"US"
"Screen displays (vehicules)";"Grand Rapids-Muskegon-Holland - Mi";"Ghsp Inc";1;"US"
"Screen displays (vehicules)";"Grand Rapids-Muskegon-Holland - Mi";"Magna Mirrors Of America Inc";1;"US"
"Arrangement for software engineering";"Grand Rapids-Muskegon-Holland - Mi";"Haworth Inc";1;"US"
"Arrangement for software engineering";"Grand Rapids-Muskegon-Holland - Mi";"Gentex Corporation";1;"US"
"Arrangement for software engineering";"Grand Rapids-Muskegon-Holland - Mi";"Dematic Corp";1;"US"
"Arrangement for software engineering";"Grand Rapids-Muskegon-Holland - Mi";"X-Rite Incorporated";1;"US"
"Arrangement for software engineering";"Grand Rapids-Muskegon-Holland - Mi";"Nemedi William D";1;"US"
"Automotive ECUs";"Grand Rapids-Muskegon-Holland - Mi";"Magna Mirrors Of America Inc";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"The Procter & Gamble Company";9;"US"
"Optical Components";"Calgary";"10644137 Canada Inc";7;"CA"
"Optical systems (general)";"Ulsan";"Unist (Ulsan National Institute Of Science And Technology)";5;"KR"
"Optical systems (general)";"Calgary";"Spectrum Optix Inc";5;"CA"
"Optical Components";"Ulsan";"Duksan High Metal Co Ltd";4;"KR"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Ticona Llc";4;"US"
"Optical Components";"Ulsan";"Unist (Ulsan National Institute Of Science And Technology)";3;"KR"
"Computer-aided design [CAD]";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"The Procter & Gamble Company";3;"US"
"Optical systems (general)";"Calgary";"Hifi Engineering Inc";3;"CA"
"Optical Components";"Calgary";"Lumastream Canada Ulc";3;"CA"
"Arrangement for software engineering";"Calgary";"Decisive Farming Corp";3;"CA"
"Optical systems (general)";"Ulsan";"Egovid Inc";2;"KR"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"General Cable Technologies Corporation";2;"US"
"Optical systems (general)";"Calgary";"Uti Limited Partnership";2;"CA"
"Computer-aided design [CAD]";"Ulsan";"Hanil Engineering Co Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"Kim Youn Tae";1;"KR"
"Optical systems (general)";"Ulsan";"Kmx Co Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"Iridos Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"University Of Ulsan Foundation For Industry Cooperation";1;"KR"
"Optical systems (general)";"Ulsan";"Junga Lab Inc";1;"KR"
"Optical systems (general)";"Ulsan";"Billits Co Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"Zn Technologies Co Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"Live Pictures Co Ltd";1;"KR"
"Optical systems (general)";"Ulsan";"Seadronix Corp";1;"KR"
"Optical systems (general)";"Ulsan";"Republic Of Korea (National Disaster Management Re";1;"KR"
"Holography";"Ulsan";"Unist (Ulsan National Institute Of Science And Technology)";1;"KR"
"Screen displays (vehicules)";"Ulsan";"Esp Co Ltd";1;"KR"
"Screen displays (vehicules)";"Ulsan";"Unist (Ulsan National Institute Of Science And Technology)";1;"KR"
"Screen displays (vehicules)";"Ulsan";"Zn Technologies Co Ltd";1;"KR"
"Optical Components";"Ulsan";"Ecocab Co Ltd";1;"KR"
"Optical Components";"Ulsan";"Unist(Ulsan National Institute Of Science And Tech";1;"KR"
"Arrangement for software engineering";"Ulsan";"Its Co Ltd";1;"KR"
"Arrangement for software engineering";"Ulsan";"Insighton";1;"KR"
"Arrangement for software engineering";"Ulsan";"Ace E&T";1;"KR"
"Automotive ECUs";"Ulsan";"Unist (Ulsan National Institute Of Science And Technology)";1;"KR"
"Automotive ECUs";"Ulsan";"Zn Technologies Co Ltd";1;"KR"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"University Of Cincinnati";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Multi-Color Corporation";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"L-3 Communications Cincinnati Electronics";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Sunrise R&D Holdings Llc";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Lisnr Inc";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Toyota Motor Engineering & Manufacturing North America Inc";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Smith Kevin";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Ocusell Llc";1;"US"
"Optical systems (general)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"The Procter&Gamble Company";1;"US"
"Screen displays (vehicules)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Mitsubishi Electric Automotive America Inc";1;"US"
"Screen displays (vehicules)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Toyota Motor Engineering & Manufacturing North America Inc";1;"US"
"Screen displays (vehicules)";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Smith Kevin";1;"US"
"Optical Components";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"L-3 Communications Cincinnati Electronics";1;"US"
"Optical Components";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"L3 Cincinnati Electronics Corporation";1;"US"
"Optical Components";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Sur-Seal Corporation";1;"US"
"Optical Components";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"The Procter & Gamble Company";1;"US"
"Arrangement for software engineering";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Mack Thomas";1;"US"
"Arrangement for software engineering";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"The Procter & Gamble Company";1;"US"
"Arrangement for software engineering";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Enosix Inc";1;"US"
"Arrangement for software engineering";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Genetesis Inc";1;"US"
"Automotive ECUs";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Toyota Motor Engineering & Manufacturing North America Inc";1;"US"
"Automotive ECUs";"Cincinnati-Middletown-Wilmington - Oh-Ky-In";"Smith Kevin";1;"US"
"Head-up displays";"Calgary";"Spectrum Optix Inc";1;"CA"
"Computer-aided design [CAD]";"Calgary";"10644137 Canada Inc";1;"CA"
"Computer-aided design [CAD]";"Calgary";"Dirtt Environmental Solutions Ltd";1;"CA"
"Optical systems (general)";"Calgary";"Global Analyzer Systems Limited";1;"CA"
"Optical systems (general)";"Calgary";"Sansalone Ashley";1;"CA"
"Optical systems (general)";"Calgary";"Fouani Talal";1;"CA"
"Optical systems (general)";"Calgary";"Dirtt Environmental Solutions Ltd";1;"CA"
"Optical systems (general)";"Calgary";"10644137 Canada Inc";1;"CA"
"Optical systems (general)";"Calgary";"Kent Imaging";1;"CA"
"Optical systems (general)";"Calgary";"Savvy Knowledge Corporation";1;"CA"
"Arrangement for software engineering";"Calgary";"Chen Vissie";1;"CA"
"Arrangement for software engineering";"Calgary";"Werklund Ventures Ltd";1;"CA"
"Arrangement for software engineering";"Calgary";"Crossingscloud Inc";1;"CA"
"Arrangement for software engineering";"Calgary";"Raptor Rig Inc";1;"CA"
"Arrangement for software engineering";"Calgary";"Blackline Safety Corp";1;"CA"
"Arrangement for software engineering";"Calgary";"Styro-Go Inc";1;"CA"
"Arrangement for software engineering";"Calgary";"Scorched Ice Inc";1;"CA"
"Arrangement for software engineering";"Calgary";"Growsafe Systems Ltd";1;"CA"
"Arrangement for software engineering";"Calgary";"Autocene Inc";1;"CA"
"Arrangement for software engineering";"Calgary";"Attabotics Inc";1;"CA"
"Computer-aided design [CAD]";"Shenyang";"Dalian University Of Technology";23;"CN"
"Optical systems (general)";"Basel";"Novartis Ag";13;"CH"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Purdue Research Foundation";11;"US"
"Optical systems (general)";"Basel";"Rolic Technologies Ag";11;"CH"
"Arrangement for software engineering";"Shenyang";"Northeastern University";11;"CN"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Quarkstar Llc";9;"US"
"Arrangement for software engineering";"Shenyang";"Dalian University Of Technology";9;"CN"
"Optical systems (general)";"Shenyang";"Dalian University Of Technology";5;"CN"
"Computer-aided design [CAD]";"Shenyang";"Northeastern University";4;"CN"
"Optical systems (general)";"Shenyang";"Northeastern University";4;"CN"
"Optical systems (general)";"Oslo";"Zivid As";3;"NO"
"Optical systems (general)";"Oslo";"Institutt For Energiteknikk";3;"NO"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Indiana University Research & Technology Corporation";3;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Racing Optics Inc";3;"US"
"Optical Components";"Las Vegas-Paradise-Pahrump - Nv";"Carpenter Darin M";3;"US"
"Optical systems (general)";"Basel";"F Hoffmann-La Roche Ag";3;"CH"
"Optical systems (general)";"Basel";"Psholix Ag";3;"CH"
"Arrangement for software engineering";"Basel";"F Hoffmann-La Roche Ag";3;"CH"
"Optical systems (general)";"Oslo";"Active Brands As";2;"NO"
"Optical systems (general)";"Oslo";"Yara International Asa";2;"NO"
"Optical systems (general)";"Oslo";"Nevion As";2;"NO"
"Optical systems (general)";"Oslo";"Sweet Tech As";2;"NO"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Cummins Inc";2;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Interactive Intelligence Group Inc";2;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Dynamis Solutions Llc";2;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Lalaoua Nabile";2;"US"
"Optical Components";"Las Vegas-Paradise-Pahrump - Nv";"Quarkstar Llc";2;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Printerlogic Inc";2;"US"
"Optical systems (general)";"Basel";"Universitã¤T Basel";2;"CH"
"Optical systems (general)";"Basel";"Regent Beleuchtungskã¶Rper Ag";2;"CH"
"Arrangement for software engineering";"Basel";"Endress+Hauser Process Solutions Ag";2;"CH"
"Optical systems (general)";"Shenyang";"Lazon Medical Laser Co Ltd";2;"CN"
"Optical systems (general)";"Shenyang";"Dalian Dke Lcd Co Ltd";2;"CN"
"Optical Components";"Shenyang";"Elec-Tech Photoelectric Technology (Dalian) Co L";2;"CN"
"Arrangement for software engineering";"Shenyang";"Wang Erdan";2;"CN"
"Head-up displays";"Oslo";"Zivid As";1;"NO"
"Computer-aided design [CAD]";"Oslo";"Solution Seeker As";1;"NO"
"Optical systems (general)";"Oslo";"Norsk Elektro Optikk As";1;"NO"
"Optical systems (general)";"Oslo";"Siemens Energy As";1;"NO"
"Optical systems (general)";"Oslo";"Thin Film Electronics Asa";1;"NO"
"Optical systems (general)";"Oslo";"Huddly As";1;"NO"
"Optical systems (general)";"Oslo";"Forzasys As";1;"NO"
"Optical systems (general)";"Oslo";"Bjã˜Rkmann Alexander";1;"NO"
"Optical systems (general)";"Oslo";"Wilhelmsen Jens Petter";1;"NO"
"Optical systems (general)";"Oslo";"Bang Nicolay";1;"NO"
"Optical systems (general)";"Oslo";"Next Biometrics Group Asa";1;"NO"
"Optical systems (general)";"Oslo";"No Isolation As";1;"NO"
"Optical systems (general)";"Oslo";"Travision As";1;"NO"
"Optical systems (general)";"Oslo";"Flir Unmanned Aerial Systems As";1;"NO"
"Optical systems (general)";"Oslo";"Pexip As";1;"NO"
"Arrangement for software engineering";"Oslo";"Conax As";1;"NO"
"Arrangement for software engineering";"Oslo";"Numascale As";1;"NO"
"Arrangement for software engineering";"Oslo";"Companybook As";1;"NO"
"Arrangement for software engineering";"Oslo";"Billington Process Technology As";1;"NO"
"Computer-aided design [CAD]";"Indianapolis-Anderson-Columbus - In";"Cummins Inc";1;"US"
"Computer-aided design [CAD]";"Indianapolis-Anderson-Columbus - In";"Purdue Research Foundation";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Shalaev Vladimir M";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Purdue University";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Interactive Intelligence Group Inc";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Huang Fang";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Liu Sheng";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Hoopengarner Paul";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Modernfold Inc";1;"US"
"Optical systems (general)";"Indianapolis-Anderson-Columbus - In";"Adesa Inc";1;"US"
"Optical Components";"Indianapolis-Anderson-Columbus - In";"Purdue Research Foundation";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Purdue Research Foundation";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Indiana University Research And Technology Corporation";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Cummins Emission Solutions Inc";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Allison Transmission Inc";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Soladoc Llc";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Merrill Shawn";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Klenck Timothy";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Green Cubes Technology Corporation";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Ting Calvin";1;"US"
"Arrangement for software engineering";"Indianapolis-Anderson-Columbus - In";"Alobaidi Mohammed";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Winn Ray";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Tedtech Inc";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Commercial Streaming Solutions Inc";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Baxter Garrett";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Tunego Inc";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Rollcall Llc";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Grabow Ryan";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Hurt Alisha Diane";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Mcleod Dwayne";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"King Lance M";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Resnick Blake";1;"US"
"Optical systems (general)";"Las Vegas-Paradise-Pahrump - Nv";"Praesidium Inc";1;"US"
"Optical Components";"Las Vegas-Paradise-Pahrump - Nv";"Benson Jeffrey";1;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Ags Llc";1;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Incito Trading Llc";1;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Rimini Street Inc";1;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Owned Outcomes Inc";1;"US"
"Arrangement for software engineering";"Las Vegas-Paradise-Pahrump - Nv";"Chait Mitchell";1;"US"
"Head-up displays";"Basel";"Iobbi Mario";1;"CH"
"Head-up displays";"Basel";"Novartis Ag";1;"CH"
"Computer-aided design [CAD]";"Basel";"F Hoffmann-La Roche Ag";1;"CH"
"Optical systems (general)";"Basel";"Iobbi Mario";1;"CH"
"Optical systems (general)";"Basel";"Eardley Holding Ag";1;"CH"
"Optical systems (general)";"Basel";"Ascensia Diabetes Care Holdings Ag";1;"CH"
"Optical systems (general)";"Basel";"Conductix-Wampfler Gmbh";1;"DE"
"Optical systems (general)";"Basel";"Fachhochschule Nordwestschweiz Fhnw";1;"CH"
"Optical systems (general)";"Basel";"Mundipharma Laboratories Gmbh";1;"CH"
"Holography";"Basel";"Rolic Technologies Ag";1;"CH"
"Optical Components";"Basel";"Clariant International Ltd";1;"CH"
"Optical Components";"Basel";"Endress+Hauser Flowtec Ag";1;"CH"
"Arrangement for software engineering";"Basel";"Endress+Hauser Flowtec Ag";1;"CH"
"Arrangement for software engineering";"Basel";"Clinerion Ltd";1;"CH"
"Arrangement for software engineering";"Basel";"Cargo Sous Terrain Ag";1;"CH"
"Arrangement for software engineering";"Basel";"Glatt Gmbh";1;"DE"
"Arrangement for software engineering";"Basel";"Endress+Hauser Group Services Ag";1;"CH"
"Head-up displays";"Shenyang";"Northeastern University";1;"CN"
"Computer-aided design [CAD]";"Shenyang";"Crrc Dalian Co Ltd";1;"CN"
"Computer-aided design [CAD]";"Shenyang";"Dalian Minzu University";1;"CN"
"Computer-aided design [CAD]";"Shenyang";"Tian Yu";1;"CN"
"Optical systems (general)";"Shenyang";"Jian Peirong";1;"CN"
"Optical systems (general)";"Shenyang";"Liaoning Yanyang Medical Instrument Co Ltd";1;"CN"
"Optical systems (general)";"Shenyang";"Shenyang Experience Technology Ltd";1;"CN"
"Optical systems (general)";"Shenyang";"Dalian Czur Tech Co Ltd";1;"CN"
"Optical systems (general)";"Shenyang";"Crrc Dalian R&D Co Ltd";1;"CN"
"Optical Components";"Shenyang";"Shen Guang";1;"CN"
"Optical Components";"Shenyang";"Shenyang Piotech Co Ltd";1;"CN"
"Arrangement for software engineering";"Shenyang";"Shenyang Institute Of Automation The Chinese Academy Of Sciences";1;"CN"
"Arrangement for software engineering";"Shenyang";"Electric Power Research Institute Of State Grid Li";1;"CN"
"Arrangement for software engineering";"Shenyang";"State Grid Liaoning Electric Power Supply Co Ltd";1;"CN"
"Arrangement for software engineering";"Shenyang";"Shenyang Institute Of Automation Chinese Academy";1;"CN"
"Optical systems (general)";"Madison-Baraboo - Wi";"Sheltered Wings Inc D/B/A/ Vortex Optics";10;"US"
"Computer-aided design [CAD]";"Greater Perth";"Fastbrick Ip Pty Ltd";8;"AU"
"Optical systems (general)";"Changchun";"Changchun Institute Of Optics Fine Mechanics And Physics Chinese Academy Of Sciences";7;"CN"
"Optical systems (general)";"Madison-Baraboo - Wi";"Wisconsin Alumni Research Foundation";6;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Thermo Electron Scientific Instruments Llc";6;"US"
"Optical Components";"Madison-Baraboo - Wi";"Wisconsin Alumni Research Foundation";5;"US"
"Optical Components";"Madison-Baraboo - Wi";"Electronic Theatre Controls Inc";5;"US"
"Optical Components";"Changchun";"Changchun Institute Of Applied Chemistry Chinese Academy Of Sciences";4;"CN"
"Optical systems (general)";"Madison-Baraboo - Wi";"Electronic Theatre Controls Inc";4;"US"
"Optical systems (general)";"Auckland";"Pure Depth Inc";3;"NZ"
"Screen displays (vehicules)";"Auckland";"Pure Depth Limited";3;"NZ"
"Optical systems (general)";"Greater Perth";"Woodside Energy Technologies Pty Ltd";3;"AU"
"Arrangement for software engineering";"Greater Perth";"Woodside Energy Technologies Pty Ltd";3;"AU"
"Optical systems (general)";"Auckland";"Pure Depth Limited";2;"NZ"
"Optical systems (general)";"Greater Perth";"Spookfish Innovations Pty Ltd";2;"AU"
"Optical systems (general)";"Greater Perth";"Clearvue Technologies Ltd";2;"AU"
"Head-up displays";"Changchun";"Changchun Ruixinboguan Technology Development Co Ltd";2;"CN"
"Optical systems (general)";"Changchun";"Changchun Institute Of Optics Fine Mechanics And";2;"CN"
"Optical systems (general)";"Changchun";"Changchun Ruixinboguan Technology Development Co Ltd";2;"CN"
"Optical Components";"Changchun";"Jilin Oled Optical And Electronic Materials Co L";2;"CN"
"Optical Components";"Changchun";"Jilin Yuanhe Electronic Materials Co Ltd";2;"CN"
"Arrangement for software engineering";"Changchun";"Northeast Electric Power University";2;"CN"
"Optical systems (general)";"Madison-Baraboo - Wi";"Sheltered Wings D/B/A Vortex Optics";2;"US"
"Head-up displays";"Auckland";"Gwalani Kunal Chaturbhuj";1;"NZ"
"Head-up displays";"Auckland";"Steinigen Jens";1;"NZ"
"Computer-aided design [CAD]";"Auckland";"Auckland Uniservices Limited";1;"NZ"
"Optical systems (general)";"Auckland";"Gwalani Kunal Chaturbhuj";1;"NZ"
"Optical systems (general)";"Auckland";"Steinigen Jens";1;"NZ"
"Optical systems (general)";"Auckland";"Ficomms Limited";1;"NZ"
"Optical systems (general)";"Auckland";"Articulight Display Limited";1;"NZ"
"Optical systems (general)";"Auckland";"Wung Benjamin Ee Pao";1;"NZ"
"Optical systems (general)";"Auckland";"Auckland Uniservices Limited";1;"NZ"
"Optical systems (general)";"Auckland";"Blair Gorman";1;"NZ"
"Optical systems (general)";"Auckland";"Booktrack Holdings Limited";1;"NZ"
"Optical systems (general)";"Auckland";"Tinderbox Media Limited";1;"NZ"
"Arrangement for software engineering";"Auckland";"Auckland Uniservices Limited";1;"NZ"
"Arrangement for software engineering";"Auckland";"Traffic Engineering & Management Limited";1;"NZ"
"Arrangement for software engineering";"Auckland";"Brown Phillip Robert";1;"NZ"
"Arrangement for software engineering";"Auckland";"Leckey Quaid";1;"NZ"
"Arrangement for software engineering";"Auckland";"Market2x Group Limited";1;"NZ"
"Arrangement for software engineering";"Auckland";"Franchuk Andriy";1;"NZ"
"Arrangement for software engineering";"Auckland";"Meaningful Technology Limited";1;"NZ"
"Arrangement for software engineering";"Auckland";"D-Tx Group Limited Partnership";1;"NZ"
"Arrangement for software engineering";"Auckland";"Fonterra Co-Operative Group Limited";1;"NZ"
"Optical systems (general)";"Greater Perth";"Aurora Labs Limited";1;"AU"
"Optical systems (general)";"Greater Perth";"H-E Parts International Crushing Solutions Pty Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Tropiglas Technologies Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Unser Pty Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Spacedraft Pty Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Spectur Limited";1;"AU"
"Optical systems (general)";"Greater Perth";"Jump Corporation Pty Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Hoppr Ltd";1;"AU"
"Optical systems (general)";"Greater Perth";"Biline Calibrations";1;"AU"
"Holography";"Greater Perth";"Pascoes Software Engineering";1;"AU"
"Holography";"Greater Perth";"Pascoe Aaron";1;"AU"
"Optical Components";"Greater Perth";"Boshart Ronald";1;"AU"
"Optical Components";"Greater Perth";"Boshart Jacqueline";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Fundi Software Pty Ltd";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Clough Limited";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Bankvault Pty Ltd";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Tokn Pty Ltd";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Milvos Pty Ltd";1;"AU"
"Arrangement for software engineering";"Greater Perth";"Soter Analytics Pty Ltd";1;"AU"
"Head-up displays";"Changchun";"Yang Jianming";1;"CN"
"Head-up displays";"Changchun";"Yu Yixin";1;"CN"
"Computer-aided design [CAD]";"Changchun";"Zhou Jianquan";1;"CN"
"Optical systems (general)";"Changchun";"Channgchun Changguang Advanced Optics Technology C";1;"CN"
"Optical systems (general)";"Changchun";"Channgchun Changguang Advanced Optics Technology Co Ltd";1;"CN"
"Optical systems (general)";"Changchun";"Yang Jianming";1;"CN"
"Optical systems (general)";"Changchun";"Yu Yixin";1;"CN"
"Optical systems (general)";"Changchun";"Changchun Institute Of Applied Chemistry Chinese Academy Of Sciences";1;"CN"
