Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Mind Foundry,https://www.crunchbase.com/funding_round/mind-foundry-seed--400b5790,Mind Foundry,https://www.crunchbase.com/organization/mind-foundry,Seed,4500000,GBP,5979272,2019-03-13,Seed,,,,Yes,Mind Foundry is an Oxford University company that has developed an AI platform to solve the world's most important problems.,"Artificial Intelligence (AI), Big Data, Data Integration, Enterprise Software, Finance, Infrastructure, Insurance, Machine Learning, National Security",,"Summertown, Oxfordshire, United Kingdom, Europe",http://mindfoundry.ai/,6,Early Stage Venture,52219613,USD,52219613,$10M to $50M,Parkwalk Advisors,Parkwalk Advisors,1,1,"181,516"
Series A - Kovrr,https://www.crunchbase.com/funding_round/kovrr-series-a--be4068cd,Kovrr,https://www.crunchbase.com/organization/kovrr,Series A,5500000,USD,5500000,2019-09-10,Early Stage Venture,,,,Yes,Enabling (Re) Insurers to transparently predict and price cyber risk.,"Computer, Insurance, InsurTech, Machine Learning, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.kovrr.com,3,,5500000,USD,5500000,$1M to $10M,"Alma Mundi Ventures, StageOne Ventures","Alma Mundi Ventures, Andreas Wuchner, Banco Sabadell, StageOne Ventures",2,4,"382,024"
Series C - Weimai,https://www.crunchbase.com/funding_round/weimai-series-c--39f4c62a,Weimai,https://www.crunchbase.com/organization/weimai,Series C,100000000,USD,100000000,2019-06-20,Late Stage Venture,,,,Yes,Weimai uses big data and artificial intelligence to digitize their healthcare service platform.,"Artificial Intelligence (AI), Big Data, Health Care, Mobile Apps",,"Yuhang, Zhejiang, China, Asia",http://www.myweimai.com/,4,Late Stage Venture,230000000,USD,230000000,$10M to $50M,IDG Capital,"Cenova, IDG Capital, Matrix Partners China, Source Code Capital, Vision Plus Capital",,5,"182,483"
Series A - Duality Technologies,https://www.crunchbase.com/funding_round/duality-series-a--41358030,Duality Technologies,https://www.crunchbase.com/organization/duality,Series A,16000000,USD,16000000,2019-10-30,Early Stage Venture,,,,Yes,Duality empowers organizations to extract business value from sensitive data by enabling secure data collaborations within their ecosystem.,"Artificial Intelligence (AI), Cyber Security, Software",Women Founded,"Hoboken, New Jersey, United States, North America",https://dualitytech.com,3,Early Stage Venture,50000000,USD,50000000,$1M to $10M,Intel Capital,"Hearst Ventures, Intel Capital, Team8",2,3,"182,489"
Series B - TigerGraph,https://www.crunchbase.com/funding_round/tigergraph-series-b--8789954a,TigerGraph,https://www.crunchbase.com/organization/tigergraph,Series B,32000000,USD,32000000,2019-09-25,Early Stage Venture,,,,Yes,TigerGraph supports advanced analytics and machine learning platforms through its distributed native graph database.,"Analytics, Data Visualization, Database, Enterprise Software, Machine Learning, Software",,"Redwood City, California, United States, North America",http://www.tigergraph.com/,7,Late Stage Venture,171846262,USD,171846262,$1M to $10M,Susquehanna International Group (SIG),"Qiming Venture Partners, Susquehanna International Group (SIG)",1,2,"182,501"
Series A - Flo Health,https://www.crunchbase.com/funding_round/owhealth-series-a--5dca574b,Flo Health,https://www.crunchbase.com/organization/owhealth,Series A,7500000,USD,7500000,2019-05-08,Early Stage Venture,,,,Yes,"Flo Health develops a women’s health app that provides access to cycle tracking, health insights, and a private community.","Apps, Artificial Intelligence (AI), Health Care, Wellness, Women's",,"London, England, United Kingdom, Europe",https://flo.health,6,Late Stage Venture,276076013,USD,276076013,$50M to $100M,Elysium Venture Capital,"Elysium Venture Capital, Eugene Nevgen, Flint Capital, Founders Fund, Nikita Bier, Sergey Gonchar, Social Discovery Group, Zachary Hargreaves",2,8,"182,816"
Series C - Scale AI,https://www.crunchbase.com/funding_round/scale-2-series-c--6a16d3b1,Scale AI,https://www.crunchbase.com/organization/scale-2,Series C,100000000,USD,100000000,2019-08-05,Late Stage Venture,900000000,USD,900000000,Yes,Scale AI provides a data-oriented platform that assists in the development of AI applications.,"Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning",Women Founded,"San Francisco, California, United States, North America",https://scale.com,8,Late Stage Venture,1602620000,USD,1602620000,,Founders Fund,"Accel, Adam D’Angelo, Coatue, Founders Fund, Index Ventures, Kevin Systrom, Mike Krieger, Next Play Ventures, Ruttenberg Gordon Investments, Spark Capital, Thrive Capital",7,11,"409,241"
Post-IPO Equity - HENGXIN SHAMBALA,https://www.crunchbase.com/funding_round/hengxin-shambala-post-ipo-equity--2713eb3b,HENGXIN SHAMBALA,https://www.crunchbase.com/organization/hengxin-shambala,Post-IPO Equity,1000000000,CNY,139834852,2019-08-26,,,,,Yes,Hengxin Shambala is an artificial intelligence based family fun platform.,"Artificial Intelligence (AI), Children, Family",,"Beijing, Beijing, China, Asia",http://www.hxgro.com/,1,IPO,1000000000,CNY,139834852,$50M to $100M,,,,,"183,768"
Series B - SambaNova Systems,https://www.crunchbase.com/funding_round/sambanova-systems-series-b--9f0d807d,SambaNova Systems,https://www.crunchbase.com/organization/sambanova-systems,Series B,150000000,USD,150000000,2019-04-01,Early Stage Venture,,,,Yes,SambaNova Systems builds AI hardware and integrated systems to run AI applications from the data center to the cloud.,"Analytics, Artificial Intelligence (AI), Machine Learning, Semiconductor, Software",Black Founded,"Palo Alto, California, United States, North America",https://sambanova.ai,6,Late Stage Venture,1141254686,USD,1141254686,$10M to $50M,Intel Capital,"Atlantic Bridge, Celesta Capital, Google Ventures, Intel Capital, Redline Capital, Walden International",4,6,"473,398"
Series B - Darwinbox,https://www.crunchbase.com/funding_round/darwinbox-series-b--3d2fd0c4,Darwinbox,https://www.crunchbase.com/organization/darwinbox,Series B,15000000,USD,15000000,2019-09-25,Early Stage Venture,,,,Yes,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate the entire employee lifecycle in one HR platform.,"Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, SaaS",,"Hyderabad, Andhra Pradesh, India, Asia",https://darwinbox.com,10,Late Stage Venture,115915502,USD,115915502,$100M to $500M,Peak XV Partners,"3one4 Capital, Endiya Partners, Lightspeed India Partners, Peak XV Partners",4,4,"405,866"
Series B - MAXST,https://www.crunchbase.com/funding_round/maxst-series-b--f210a8da,MAXST,https://www.crunchbase.com/organization/maxst,Series B,7000000000,KRW,5873031,2019-09-09,Early Stage Venture,,,,Yes,On Demand AR Platform for Enterprise,"Artificial Intelligence (AI), Augmented Reality, Information Technology, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",http://www.maxst.com,4,,12195445,USD,12195445,$1M to $10M,,"Hana Financial Investment, Mando Corporation, Partners Investment, Yuanta Securities",1,4,"405,988"
Series B - CloudMile,https://www.crunchbase.com/funding_round/cloud-mile-ltd-series-b--a964f9d5,CloudMile,https://www.crunchbase.com/organization/cloud-mile-ltd,Series B,6000000,USD,6000000,2019-11-20,Early Stage Venture,,,,Yes,Asia's leading cloud and AI company empowering businesses to accelerate digital transformation through cloud technology and machine learning,"Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Internet of Things, Machine Learning",,"Singapore, Central Region, Singapore, Asia",https://www.mile.cloud/,4,Late Stage Venture,34000000,USD,34000000,$10M to $50M,CDIB Capital,"Black Marble Capital Management, CDIB Capital, Taiwan Cooperative Venture Capital",,3,"406,234"
Series A - Kudi,https://www.crunchbase.com/funding_round/kudi-series-a--832bb88a,Kudi,https://www.crunchbase.com/organization/kudi,Series A,6700000,USD,6700000,2019-04-04,Early Stage Venture,,,,Yes,Kudi is a financial service provider that focuses on providing access to electronic banking and financial services.,"Artificial Intelligence (AI), Banking, Finance, Financial Services, FinTech",,"Lagos, Lagos, Nigeria, Africa",https://kudi.com,6,Early Stage Venture,12700397,USD,12700397,$1M to $10M,Partech,Partech,2,1,"406,588"
Series C - Classting,https://www.crunchbase.com/funding_round/classting-inc-series-c--a9c62e38,Classting,https://www.crunchbase.com/organization/classting-inc,Series C,6000000000,KRW,5081516,2019-11-22,Late Stage Venture,,,,Yes,Classting is an education technology company that serves schools and teachers all over the world for better education.,"E-Learning, EdTech, Education, Machine Learning",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://about.classting.com/en/,9,Late Stage Venture,28833419,USD,28833419,,,"Mistletoe, Yellowdog",2,2,"407,303"
Series A - iKala,https://www.crunchbase.com/funding_round/ikala-series-a--5db28316,iKala,https://www.crunchbase.com/organization/ikala,Series A,10000000,USD,10000000,2019-01-16,Early Stage Venture,,,,Yes,Asia's Leading AI Transformation Solutions Provider,"Analytics, Artificial Intelligence (AI), Cloud Computing, Digital Marketing, Machine Learning, Social Media Marketing, Social Shopping, Software",,"Taipei, T'ai-pei, Taiwan, Asia",https://ikala.ai/,4,Early Stage Venture,50994325,USD,50994325,$10M to $50M,,"Hotung Venture Capital, Pacific Venture Partners",,2,"407,460"
Series A - Polarr,https://www.crunchbase.com/funding_round/polarr-series-a--40f5aeb7,Polarr,https://www.crunchbase.com/organization/polarr,Series A,11500000,USD,11500000,2019-03-14,Early Stage Venture,,,,Yes,Polarr develops offline AI technology for photography and videos.,"Artificial Intelligence (AI), Machine Learning, Photo Editing, Software, Video Editing, Web Apps","East Asian Founded, East Asian Led","San Jose, California, United States, North America",https://www.polarr.com,4,Early Stage Venture,13500000,USD,13500000,$1M to $10M,Threshold,"Cota Capital, Pear VC, Threshold",2,3,"294,417"
Series B - CytoVale,https://www.crunchbase.com/funding_round/cytovale-series-b--e81ef7ca,CytoVale,https://www.crunchbase.com/organization/cytovale,Series B,15000000,USD,15000000,2019-10-30,Early Stage Venture,,,,Yes,CytoVale is a medical technology company that focuses on advancing early detection technologies to diagnose immune-mediated diseases.,"Artificial Intelligence (AI), Health Diagnostics, Life Science, Machine Learning",,"San Francisco, California, United States, North America",http://www.cytovale.com/,9,Late Stage Venture,128589594,USD,128589594,$1M to $10M,,"Blackhorn Ventures, Breakout Ventures, GRIDS Capital, Western Technology Investment",,4,"487,813"
Series D - Quartet Health,https://www.crunchbase.com/funding_round/quartet-health-series-d--bf356019,Quartet Health,https://www.crunchbase.com/organization/quartet-health,Series D,60000000,USD,60000000,2019-06-14,Late Stage Venture,,,,Yes,Quartet Health is a platform that makes it easier for people to get the best mental health care for them.,"Health Care, Hospital, Information Technology, Mental Health, Personal Health, Predictive Analytics, Psychology",,"New York, New York, United States, North America",http://www.quartethealth.com,7,,265886252,USD,265886252,$10M to $50M,Centene,"Centene, F-Prime Capital, Google Ventures, Oak HC/FT, Polaris Partners",3,5,"167,660"
Series B - Moka,https://www.crunchbase.com/funding_round/moka-2-series-b--c28d11db,Moka,https://www.crunchbase.com/organization/moka-2,Series B,180000000,CNY,26836832,2019-03-04,Early Stage Venture,,,,Yes,Moka is a SaaS-based HR platform that allows companies to optimize recruitment services.,"Artificial Intelligence (AI), Human Resources, Information Technology, Machine Learning, SaaS, Staffing Agency",,"Haidian, Beijing, China, Asia",http://www.mokahr.com,5,Late Stage Venture,144251454,USD,144251454,$1M to $10M,Hillhouse Investment,"GGV Capital, GSR Ventures, Hillhouse Investment, Xianghe Capital",2,4,"409,983"
Seed Round - HarperDB,https://www.crunchbase.com/funding_round/harperdb-seed--5d36c969,HarperDB,https://www.crunchbase.com/organization/harperdb,Seed,5322540,USD,5322540,2019-03-12,Seed,15000000,USD,15000000,Yes,"Build lightning-fast, global-scale backend services with HarperDB, the all-in-one Distributed Systems Platform.","Analytics, Big Data, Data Storage, Enterprise Applications, Enterprise Software, Industrial, Internet of Things, Machine Learning, Messaging, Software",,"Denver, Colorado, United States, North America",https://harperdb.io,3,Private Equity,8730000,USD,8730000,$1M to $10M,,"Break Trail Ventures, Service Provider Capital",,2,"315,641"
Series B - Cogitativo,https://www.crunchbase.com/funding_round/cogitativo-series-b--d23e3e12,Cogitativo,https://www.crunchbase.com/organization/cogitativo,Series B,18500000,USD,18500000,2019-12-18,Early Stage Venture,,,,Yes,"Cogitativo is a machine learning enterprise offering world class solutions to hospitals, physicians, and payers.","Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Software",,"Berkeley, California, United States, North America",http://www.cogitativo.com/,3,Early Stage Venture,23750000,USD,23750000,$1M to $10M,Wells Fargo Strategic Capital,"Claritas Capital, Wells Fargo Strategic Capital",2,2,"316,364"
Series A - Connected Robotics,https://www.crunchbase.com/funding_round/connected-robotics-series-a--3abfd495,Connected Robotics,https://www.crunchbase.com/organization/connected-robotics,Series A,7900000,USD,7900000,2019-07-05,Early Stage Venture,,,,Yes,Connected Robotics is an information technology company that designs and manufactures robotic arms for enterprises.,"Artificial Intelligence (AI), Image Recognition, Information Technology, Manufacturing, Robotics, Software",,"Tokyo, Tokyo, Japan, Asia",https://connected-robotics.com/,4,,8744052,USD,8744052,$1M to $10M,"Global Brain Corporation, UTokyo Innovation Platform","31Ventures, 500 Startups Japan, Coral Capital, Global Brain Corporation, Mitsui Fudosan, Sony Innovation Fund, UTokyo Innovation Platform",,7,"316,891"
Venture Round - Loom Systems,https://www.crunchbase.com/funding_round/loom-systems-series-unknown--cf587f0b,Loom Systems,https://www.crunchbase.com/organization/loom-systems,Venture - Series Unknown,10000000,USD,10000000,2019-11-21,,,,,Yes,Loom Systems delivers solution to predict and prevent IT incidents proactively.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, IT Management, Machine Learning, Predictive Analytics",,"San Francisco, California, United States, North America",http://www.loomsystems.com,4,M&A,16000000,USD,16000000,$10M to $50M,Flint Capital,"31Ventures Global Innovation Fund, Flint Capital, Jerusalem Venture Partners (JVP), Meron Capital",1,4,"540,580"
Seed Round - Economic Transformation Technologies,https://www.crunchbase.com/funding_round/ett-5092-seed--455c54fb,Economic Transformation Technologies,https://www.crunchbase.com/organization/ett-5092,Seed,5424008,USD,5424008,2019-09-30,Seed,,,,Yes,"ETT built a highly advanced, Intelligent, Industry Agnostic, Data Interoperability, Ecosystem Software Platform","Artificial Intelligence (AI), Construction, Education, Health Care, Information Technology, Internet of Things, Machine Learning, PaaS, Software, Supply Chain Management",Women Founded,"Frisco, Texas, United States, North America",https://www.ettworld.com/,1,Seed,5424008,USD,5424008,$1M to $10M,,,,,"317,328"
Series A - Ablacon,https://www.crunchbase.com/funding_round/ablacon-series-a--6c65472d,Ablacon,https://www.crunchbase.com/organization/ablacon,Series A,21500000,USD,21500000,2019-04-30,Early Stage Venture,,,,Yes,Ablacon is a provider of AI-guided atrial fibrillation therapies.,"Artificial Intelligence (AI), Machine Learning, Therapeutics",,"Wheat Ridge, Colorado, United States, North America",http://ablacon.com/,4,Early Stage Venture,63500000,USD,63500000,,Ajax Health,Ajax Health,,1,"317,503"
Series A - Stradigi AI,https://www.crunchbase.com/funding_round/stradigi-series-a--a55b9eec,Stradigi AI,https://www.crunchbase.com/organization/stradigi,Series A,53000000,CAD,40039889,2019-11-12,Early Stage Venture,,,,Yes,Stradigi AI is an AI SaaS company that accelerates time-to-value for data-driven insights across all business functions.,"Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Software, Software Engineering",,"Montréal, Quebec, Canada, North America",https://www.stradigi.ai/?utm_source=crunchbase&utm_medium=listings,1,Early Stage Venture,53000000,CAD,40039889,$1M to $10M,Investissement Quebec,"Basil Bouraropoulos, Cossette, Curtis Gavura, Fonds de solidarité FTQ, Holdun Family Office, Investissement Quebec, Segovia Capital, William Adams",,8,"318,153"
Seed Round - VIA,https://www.crunchbase.com/funding_round/via-science-seed--ebf509af,VIA,https://www.crunchbase.com/organization/via-science,Seed,7000000,USD,7000000,2019-06-13,Seed,,,,Yes,VIA helps energy companies realize the value of their data through Artificial Intelligence (AI) and Blockchain.,"Analytics, Artificial Intelligence (AI), Blockchain, Machine Learning, Predictive Analytics",Women Founded,"Somerville, Massachusetts, United States, North America",http://www.solvewithvia.com,7,Early Stage Venture,19220932,USD,19220932,$10M to $50M,The Westly Group,"Prefix Capital, The Westly Group",1,2,"496,195"
Series C - Pagaya,https://www.crunchbase.com/funding_round/the-pagaya-group-series-c--ba0e2700,Pagaya,https://www.crunchbase.com/organization/the-pagaya-group,Series C,25000000,USD,25000000,2019-04-03,Late Stage Venture,,,,Yes,Pagaya enables financial institutions to expand access to more customers through its artificial intelligence network.,"Artificial Intelligence (AI), Big Data, FinTech, Machine Learning",,"New York, New York, United States, North America",https://www.pagaya.com,13,IPO,2022250000,USD,2022250000,$500M to $1B,Oak HC/FT,"Clal Insurance Enterprises Holdings, GF Investments, Harvey Golub, Oak HC/FT, SCB 10X, Viola Ventures",3,6,"318,941"
Series A - Evisort,https://www.crunchbase.com/funding_round/evisort-series-a--ec3199c9,Evisort,https://www.crunchbase.com/organization/evisort,Series A,15000000,USD,15000000,2019-12-19,Early Stage Venture,,,,Yes,Evisort is the next generation of AI-powered contract intelligence.,"Analytics, Artificial Intelligence (AI), Contact Management, Document Management, Legal Tech, Software",,"San Francisco, California, United States, North America",http://evisort.com,6,Late Stage Venture,155600000,USD,155600000,$1M to $10M,"M12 - Microsoft's Venture Fund, Vertex Ventures US","Amity Ventures, M12 - Microsoft's Venture Fund, Serra Ventures, Vertex Ventures US",2,4,"319,903"
Series E - Icertis,https://www.crunchbase.com/funding_round/icertis-series-e--86e492c3,Icertis,https://www.crunchbase.com/organization/icertis,Series E,115000000,USD,115000000,2019-07-17,Late Stage Venture,885000000,USD,885000000,Yes,Icertis is an AI-powered contract management platform that ensures compliance and minimizes risk.,"Artificial Intelligence (AI), Cloud Data Services, CRM, Financial Services, Procurement, SaaS",,"Bellevue, Washington, United States, North America",https://www.icertis.com,11,,516000000,USD,516000000,$100M to $500M,"Greycroft, PremjiInvest","B Capital, Cross Creek, Eight Roads Ventures, Greycroft, Headline, Ignition Partners, Meritech Capital Partners, PremjiInvest, PSP Growth",6,9,"141,161"
Series B - Light Theto,https://www.crunchbase.com/funding_round/light-theto-beijing-science-and-technology-development-co-series-b--32412010,Light Theto,https://www.crunchbase.com/organization/light-theto-beijing-science-and-technology-development-co,Series B,14000000,USD,14000000,2019-09-24,Early Stage Venture,,,,Yes,Reinlight is a diffraction optical solutions provider. ,"Autonomous Vehicles, Hardware, Information Technology, Intelligent Systems, Security",,"Beijing, Beijing, China, Asia",http://reinlight.cc,4,Early Stage Venture,38572798,USD,38572798,,China Merchants Venture,"Cathay Capital, China Merchants Venture, Lenovo Capital and Incubator Group (LCIG)",,3,"463,527"
Venture Round - Energisme,https://www.crunchbase.com/funding_round/energisme-series-unknown--fee755df,Energisme,https://www.crunchbase.com/organization/energisme,Venture - Series Unknown,5000000,EUR,5717481,2019-01-29,,,,,Yes,"Energisme specialist in energy management, at the crossroads of the Iot and Artificial Intelligence.","Analytics, Artificial Intelligence (AI), Big Data, Computer, Graphic Design, Internet of Things, Machine Learning, Renewable Energy, Software, Training",,"Boulogne-billancourt, Ile-de-France, France, Europe",http://energisme.com,2,,11000000,EUR,13066477,$1M to $10M,,,,,"142,298"
Series B - Fuel50,https://www.crunchbase.com/funding_round/fuel50-series-b--d4908925,Fuel50,https://www.crunchbase.com/organization/fuel50,Series B,14000000,USD,14000000,2019-08-01,Early Stage Venture,,,,Yes,Fuel50 is the AI-powered Talent Marketplace that delivers internal talent mobility and workforce reskilling.,"Artificial Intelligence (AI), Career Planning, Cloud Computing, Employee Benefits, Employment, Human Resources, Marketplace, Recruiting, SaaS, Training","Women Founded, Women Led","Laguna Niguel, California, United States, North America",https://fuel50.com,8,Early Stage Venture,36127957,USD,36127957,$1M to $10M,PeakSpan Capital,PeakSpan Capital,1,1,"578,489"
Series A - Recurrent.ai,https://www.crunchbase.com/funding_round/recurrent-ai-series-a--56378ab4,Recurrent.ai,https://www.crunchbase.com/organization/recurrent-ai,Series A,10000000,USD,10000000,2019-09-27,Early Stage Venture,,,,Yes,Recurrent.ai is a Chinese company that provides AI-enabled corporate services to improve sales efficiency.,"Artificial Intelligence (AI), Machine Learning, SaaS, Sales, Software",,"Haidian, Beijing, China, Asia",http://www.rcrai.com,4,,60000000,USD,60000000,Less than $1M,ZhenFund,"Eminence Ventures, GSR Ventures, WestSummit Capital, ZhenFund",1,4,"143,460"
Seed Round - Smith.ai,https://www.crunchbase.com/funding_round/smith-ai-seed--fcbbcb7f,Smith.ai,https://www.crunchbase.com/organization/smith-ai,Seed,6957427,USD,6957427,2019-06-26,Seed,,,,Yes,Smith.ai is a superior call answering and intake service for small and solo businesses.,"Artificial Intelligence (AI), Information Services, Information Technology, Legal, Legal Tech",,"Palo Alto, California, United States, North America",https://smith.ai/,1,Seed,6957427,USD,6957427,$1M to $10M,NFX,"Fabio Rosati, NFX, SignalFire",1,3,"580,016"
Private Equity Round - AU10TIX,https://www.crunchbase.com/funding_round/au10tix-private-equity--34e829f8,AU10TIX,https://www.crunchbase.com/organization/au10tix,Private Equity,60000000,USD,60000000,2019-08-09,Private Equity,200000000,USD,200000000,Yes,AU10TIX focuses on global customer onboarding and forensic level identity authentication.,"Cyber Security, Identity Management, Machine Learning, Security",,"Hod Hasharon, HaMerkaz, Israel, Asia",http://www.au10tix.com,2,,80000000,USD,80000000,$10M to $50M,TPG,TPG,,1,"144,223"
Series D - Leanplum,https://www.crunchbase.com/funding_round/leanplum-series-d--55082f21,Leanplum,https://www.crunchbase.com/organization/leanplum,Series D,5879867,USD,5879867,2019-08-02,Late Stage Venture,,,,Yes,Leanplum is a mobile marketing platform that delivers meaningful engagement across messaging and the in-app experience.,"CRM, Marketing, Messaging, Predictive Analytics, SaaS",,"San Francisco, California, United States, North America",https://www.leanplum.com,9,M&A,131222867,USD,131222867,$50M to $100M,,Norwest Venture Partners,1,1,"144,238"
Series A - Yalo,https://www.crunchbase.com/funding_round/yalochat-series-a--6e3e2206,Yalo,https://www.crunchbase.com/organization/yalochat,Series A,8000000,USD,8000000,2019-03-11,Early Stage Venture,,,,Yes,Yalo develops an AI-based customer relationship management platform used to help businesses offer a delightful customer experience.,"Analytics, Artificial Intelligence (AI), CRM, Information Technology, SaaS","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",https://www.yalo.ai,6,Late Stage Venture,112999988,USD,112999988,$10M to $50M,Sierra Ventures,Sierra Ventures,1,1,"580,194"
Series A - DataExa,https://www.crunchbase.com/funding_round/dataexa-series-a--4a02ca18,DataExa,https://www.crunchbase.com/organization/dataexa,Series A,100000000,CNY,14219492,2019-11-29,Early Stage Venture,,,,Yes,DataExa is a full-stack artificial intelligence empowerment platform.,Artificial Intelligence (AI),,"Xiamen, Fujian, China, Asia",http://www.dataexa.com,4,Early Stage Venture,700000000,CNY,99029799,,"CICC, CLP Group","CICC, CLP Group, Xiamen Venture Capital",,3,"445,322"
Series A - Avora,https://www.crunchbase.com/funding_round/avora-series-a--840a8bd3,Avora,https://www.crunchbase.com/organization/avora,Series A,6500000,USD,6500000,2019-01-15,Early Stage Venture,,,,Yes,Avora provides a complete augmented analytics solution powered by AI that makes in-depth data analysis as easy as a web search.,"Analytics, Artificial Intelligence (AI), Business Intelligence, Cloud Data Services, Data Visualization, Machine Learning, SaaS",,"London, England, United Kingdom, Europe",https://avora.com,5,Early Stage Venture,9742924,USD,9742924,Less than $1M,"AlbionVC, Crane Venture Partners","AlbionVC, Crane Venture Partners",1,2,"144,481"
Series E - DISCO,https://www.crunchbase.com/funding_round/cs-disco-series-e--8ca1c9df,DISCO,https://www.crunchbase.com/organization/cs-disco,Series E,83000000,USD,83000000,2019-01-24,Late Stage Venture,,,,Yes,DISCO is a legaltech company that applies AI and cloud computing to legal problems to help lawyers and legal teams improve legal outcomes.,"Artificial Intelligence (AI), Document Management, Information Technology, Legal Tech",,"Austin, Texas, United States, North America",http://www.csdisco.com,7,IPO,233575000,USD,233575000,$10M to $50M,Georgian,"Bessemer Venture Partners, Comerica Incorporated, Georgian, LiveOak Ventures, Stephens Group",2,5,"145,346"
Series A - Zippia,https://www.crunchbase.com/funding_round/zippia-inc-series-a--283c5592,Zippia,https://www.crunchbase.com/organization/zippia-inc,Series A,8500000,USD,8500000,2019-04-18,Early Stage Venture,,,,Yes,Zippia offers every person access to all of their career options and how those various paths will impact their professional lives.,"Career Planning, Human Resources, Machine Learning, Training",,"San Mateo, California, United States, North America",https://www.zippia.com,3,Early Stage Venture,11100000,USD,11100000,$1M to $10M,Headline,"Correlation Ventures, Headline, MHS Capital, NextView Ventures, Plug and Play",1,5,"145,992"
Series A - Belmont Technology,https://www.crunchbase.com/funding_round/belmont-technology-series-a--00bde1b3,Belmont Technology,https://www.crunchbase.com/organization/belmont-technology,Series A,7055477,USD,7055477,2019-01-28,Early Stage Venture,,,,Yes,Belmont Technology is an artificial intelligence start-up.,Artificial Intelligence (AI),,"Houston, Texas, United States, North America",,1,Early Stage Venture,7055477,USD,7055477,$1M to $10M,BP Ventures,BP Ventures,,1,"146,277"
Venture Round - Activ Surgical,https://www.crunchbase.com/funding_round/omniboros-series-unknown--063a58a7,Activ Surgical,https://www.crunchbase.com/organization/omniboros,Venture - Series Unknown,12900038,USD,12900038,2019-07-05,,,,,Yes,"Activ Surgical is a digital surgery company focused on improving surgical efficiency, accuracy, patient outcomes, and accessibility.","Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Robotics",,"Boston, Massachusetts, United States, North America",https://www.activsurgical.com/,6,Early Stage Venture,100400038,USD,100400038,$1M to $10M,,,,,"500,496"
Series A - Labelbox,https://www.crunchbase.com/funding_round/labelbox-series-a--aaa57af5,Labelbox,https://www.crunchbase.com/organization/labelbox,Series A,10000000,USD,10000000,2019-04-09,Early Stage Venture,,,,Yes,Labelbox is a data-centric AI platform for building intelligent applications.,"Artificial Intelligence (AI), Computer Vision, Data Collection and Labeling, Enterprise Software, Machine Learning, Software",,"San Francisco, California, United States, North America",https://labelbox.com,6,Late Stage Venture,188900000,USD,188900000,$10M to $50M,Gradient Ventures,"First Round Capital, Gradient Ventures, Kleiner Perkins, Sumon Sadhu",3,4,"501,115"
Series A - Kewei Robot,https://www.crunchbase.com/funding_round/kewei-robot-series-a--c295e09b,Kewei Robot,https://www.crunchbase.com/organization/kewei-robot,Series A,50000000,CNY,7083959,2019-08-12,Early Stage Venture,500000000,CNY,70839591,Yes,Kewei Robot is a security robot developer.,"Artificial Intelligence (AI), Robotics, Security",,"Shenzhen, Guangdong, China, Asia",http://www.keweitai.com/,1,M&A,50000000,CNY,7083959,$10M to $50M,,,,,"251,472"
Series A - QOMPLX,https://www.crunchbase.com/funding_round/fractal-industries-inc-series-a--d45a023a,QOMPLX,https://www.crunchbase.com/organization/fractal-industries-inc,Series A,78600000,USD,78600000,2019-07-23,Early Stage Venture,,,,Yes,QOMPLX applies artificial intelligence to solve complex and real-world problems at scale.,"Artificial Intelligence (AI), Machine Learning, Software",,"Reston, Virginia, United States, North America",https://www.qomplx.com,4,Early Stage Venture,107043825,USD,107043825,Less than $1M,"Cannae Holdings, Motive Partners","Cannae Holdings, Motive Partners",2,2,"226,962"
