Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Funding Status,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Diversity Spotlight (US Headquarters Only),Investor Names,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - CodaMetrix,https://www.crunchbase.com/funding_round/codametrix-series-b--590166a3,CodaMetrix,https://www.crunchbase.com/organization/codametrix,Series B,40000000,USD,40000000,2024-03-12,Early Stage Venture,Yes,,,,CodaMetrix is a medical coding platform that utilizes AI to provide solutions for healthcare revenue cycle management.,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Medical","Boston, Massachusetts, United States, North America",https://www.codametrix.com,Early Stage Venture,$1M to $10M,95000000,USD,95000000,2,,"Frist Cressey Ventures, SignalFire, Transformation Capital",Transformation Capital,3,3,
Seed Round - Gilion,https://www.crunchbase.com/funding_round/gilion-seed--5a3c28d9,Gilion,https://www.crunchbase.com/organization/gilion,Seed,10000000,EUR,10741139,2024-04-10,Seed,Yes,,,,Gilion is a precision financing company that provides founders with a growth and funding platform to access growth loans.,"Analytics, Artificial Intelligence (AI), FinTech, Funding Platform, Machine Learning","Stockholm, Stockholms Lan, Sweden, Europe",https://www.gilion.com/,Seed,$1B to $10B,340500000,EUR,375997361,5,,"Andrew Konopelski, Annika Falkengren, Göran Garvner, Henrik Garvner, Oscar Werner",,5,,
Series B - Bolster AI,https://www.crunchbase.com/funding_round/bolster-inc-series-b--5ad2615c,Bolster AI,https://www.crunchbase.com/organization/bolster-inc,Series B,14000000,USD,14000000,2024-05-22,Early Stage Venture,Yes,,,,"Bolster AI protects against phishing and scams across multiple channels, such as the web, social media, app stores, and even the dark web.","Artificial Intelligence (AI), Cyber Security, Machine Learning","Santa Clara, California, United States, North America",https://bolster.ai,Early Stage Venture,$1M to $10M,46000000,USD,46000000,4,,"Cervin Ventures, Cheyenne Ventures, Crosslink Capital, Liberty Global Ventures, M12 - Microsoft's Venture Fund, Thomvest Ventures, Transform Capital",M12 - Microsoft's Venture Fund,7,1,
Series B - WorldCom Hengqi,https://www.crunchbase.com/funding_round/platx-series-b--5b04526f,WorldCom Hengqi,https://www.crunchbase.com/organization/platx,Series B,200000000,CNY,27837319,2024-03-11,Early Stage Venture,Yes,,,,"WorldCom Hengqi is an operating system & solution provider of intelligent operating systems using AI, big data & cloud technologies.","Artificial Intelligence (AI), Cloud Data Services, Data Integration, Operating Systems","Haidian, Beijing, China, Asia",https://www.stonehg.cn/,Early Stage Venture,,300000000,CNY,43383719,6,,"Fortune Venture Capital, Leli Capital, Yuanqi Capital, Yuanzhi Hechuang",,4,1,
Series A - WitnessAI,https://www.crunchbase.com/funding_round/witnessai-series-a--5def48a8,WitnessAI,https://www.crunchbase.com/organization/witnessai,Series A,27500000,USD,27500000,2024-05-21,Early Stage Venture,Yes,,,,"WitnessAI is building the guardrails that make AI safe, productive, and usable.",Artificial Intelligence (AI),"San Mateo, California, United States, North America",https://witness.ai,Early Stage Venture,,27500000,USD,27500000,1,,"Ballistic Ventures, Google Ventures","Ballistic Ventures, Google Ventures",2,2,
Seed Round - Big Sur AI,https://www.crunchbase.com/funding_round/big-sur-ai-seed--5e6de1c7,Big Sur AI,https://www.crunchbase.com/organization/big-sur-ai,Seed,6900000,USD,6900000,2024-03-13,Seed,Yes,,,,Big Sur AI is an AI and e-commerce platform that offers software development services.,"Artificial Intelligence (AI), E-Commerce Platforms, Software","Mountain View, California, United States, North America",https://bigsur.ai,Seed,$1M to $10M,6900000,USD,6900000,1,,"Capital F, Lightspeed Venture Partners, Sridhar Ramaswamy, SuperAngel.Fund",Lightspeed Venture Partners,4,1,
Series B - Daloopa,https://www.crunchbase.com/funding_round/daloopa-series-b--5f54b376,Daloopa,https://www.crunchbase.com/organization/daloopa,Series B,18000000,USD,18000000,2024-05-07,Early Stage Venture,Yes,,,,Daloopa uses artificial intelligence for document automation and extracting data from financial reports and investor presentations.,"Artificial Intelligence (AI), Big Data, Software","New York, New York, United States, North America",https://www.daloopa.com,Early Stage Venture,Less than $1M,41400000,USD,41400000,3,,"Morgan Stanley, Nexus Venture Partners, Touring Capital",Touring Capital,3,2,
Series A - Panax Tech,https://www.crunchbase.com/funding_round/panax-tech-series-a--5fc95c4a,Panax Tech,https://www.crunchbase.com/organization/panax-tech,Series A,10000000,USD,10000000,2024-05-08,Early Stage Venture,Yes,,,,Panax Tech Ltd develops automated treasury management tools for finance teams.,"Application Performance Management, Artificial Intelligence (AI), FinTech","Tel Aviv, Tel Aviv, Israel, Asia",https://www.thepanax.com,Early Stage Venture,,15500000,USD,15500000,2,,"Team8, TLV Partners",Team8,2,2,
Series A - Promedius,https://www.crunchbase.com/funding_round/promedius-series-a--5fd69c16,Promedius,https://www.crunchbase.com/organization/promedius,Series A,8500000,USD,8500000,2024-03-08,Early Stage Venture,Yes,,,,Delaying aging through AI,"Artificial Intelligence (AI), Medical, Software","Songpadong, Seoul-t'ukpyolsi, South Korea, Asia",http://promedius.ai,Early Stage Venture,$1M to $10M,10608067,USD,10608067,5,,,,,,
Series A - Felix,https://www.crunchbase.com/funding_round/felix-44f4-series-a--5fec16be,Felix,https://www.crunchbase.com/organization/felix-44f4,Series A,15500000,USD,15500000,2024-05-28,Early Stage Venture,Yes,,,,Felix is a chat-based digital platform that enables cross-border payments.,"Artificial Intelligence (AI), FinTech, Natural Language Processing, Payments","San Francisco, California, United States, North America",https://www.felixpago.com,Early Stage Venture,,34630787,USD,34630787,4,,"Castle Island Ventures, Contour Venture Partners, H20 Capital, MELI Capital, Switch Ventures",Castle Island Ventures,5,,
Series A - Robovision,https://www.crunchbase.com/funding_round/robovision-series-a--610038ac,Robovision,https://www.crunchbase.com/organization/robovision,Series A,42000000,USD,42000000,2024-03-28,Early Stage Venture,Yes,138000000,USD,138000000,Robovision is the adaptive engine for image-to-action AI solutions.,"AgTech, Artificial Intelligence (AI), Computer Vision, Enterprise Software, Intelligent Systems, Machine Learning, PaaS, Robotics, SaaS, Software","Ghent, Oost-Vlaanderen, Belgium, Europe",https://robovision.ai/,Early Stage Venture,$10M to $50M,60744174,USD,60744174,2,,"Astanor Ventures, Red River West, Target Global","Astanor Ventures, Target Global",3,2,
Seed Round - DALPHA,https://www.crunchbase.com/funding_round/dalpha-seed--6268fa10,DALPHA,https://www.crunchbase.com/organization/dalpha,Seed,12000000000,KRW,8751114,2024-04-24,Seed,Yes,,,,DALPHA develops 'Customized B2B AI' solutions for enterprises.,"Artificial Intelligence (AI), Beauty, Cloud Security, Content, E-Commerce, Fashion, Marketing, Software","Bongcheondong, Seoul-t'ukpyolsi, South Korea, Asia",https://dalpha.so,Seed,,13300000000,KRW,9748307,3,,"DSC Investment, IMM Investment, InterVest Co., Mirae Asset Venture Investment, Partners Investment, Primer Sazze Partners, Spring Camp",Mirae Asset Venture Investment,7,,
Venture Round - Dandelion Health AI,https://www.crunchbase.com/funding_round/dandelion-health-ai-series-unknown--6366948d,Dandelion Health AI,https://www.crunchbase.com/organization/dandelion-health-ai,Venture - Series Unknown,15889327,USD,15889327,2024-02-29,,Yes,,,,Dandelion Health AI offers data for AI developers to build healthcare applications.,"Artificial Intelligence (AI), Health Care, Information Technology","New York, New York, United States, North America",https://dandelionhealth.ai,,,15889327,USD,15889327,1,,,,,,
Seed Round - Tabs,https://www.crunchbase.com/funding_round/tabs-03d6-seed--63fc97b1,Tabs,https://www.crunchbase.com/organization/tabs-03d6,Seed,7000000,USD,7000000,2024-04-11,Seed,Yes,,,,Tabs provides AI-powered accounts receivable software.,"Artificial Intelligence (AI), Software","New York, New York, United States, North America",https://tabs.inc/,Seed,,12000000,USD,12000000,2,,"Commerce Ventures, Company Ventures, Lightspeed Venture Partners, Liquid 2 Ventures, One Way Ventures, Primary Ventures",Lightspeed Venture Partners,6,1,
Venture Round - Mobvoi,https://www.crunchbase.com/funding_round/mobvoi-series-unknown--6511de98,Mobvoi,https://www.crunchbase.com/organization/mobvoi,Venture - Series Unknown,95000000,HKD,12129600,2024-04-16,,Yes,,,,"Mobvoi develops technologies in Chinese language speech recognition, natural language processing, and vertical mobile search.","Artificial Intelligence (AI), Internet, Mobile, Natural Language Processing","Beijing, Beijing, China, Asia",https://www.mobvoi.com/,,$100M to $500M,264893010,USD,264893010,7,,"Nanjing Economic Development Juzhi Technology Innovation Investment Partnership, ZGC Group","Nanjing Economic Development Juzhi Technology Innovation Investment Partnership, ZGC Group",2,,
Venture Round - Zhipu AI,https://www.crunchbase.com/funding_round/zhipu-ai-series-unknown--65ada0a1,Zhipu AI,https://www.crunchbase.com/organization/zhipu-ai,Venture - Series Unknown,400000000,USD,400000000,2024-05-31,,Yes,2600000000,USD,2600000000,Zhipu AI is a data and knowledge two wheel drive artificial intelligence company.,"Artificial Intelligence (AI), Data Integration, Machine Learning, Software","Haidian, Beijing, China, Asia",https://www.zhipuai.cn,,$10M to $50M,400000000,USD,400000000,6,,Prosperity7 Ventures,Prosperity7 Ventures,1,,
Series F - Scale AI,https://www.crunchbase.com/funding_round/scale-2-series-f--65d29e39,Scale AI,https://www.crunchbase.com/organization/scale-2,Series F,1000000000,USD,1000000000,2024-05-21,Late Stage Venture,Yes,12800000000,USD,12800000000,Scale AI provides a data-oriented platform that assists in the development of AI applications.,"Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning","San Francisco, California, United States, North America",https://scale.com,Late Stage Venture,,1602620000,USD,1602620000,9,Women Founded,"Accel, Amazon, AMD Ventures, Cisco Investments, Coatue, DFJ Growth, Elad Gil, Founders Fund, Greenoaks, Index Ventures, Intel Capital, Meta, Nat Friedman, NVIDIA, Qualcomm Ventures, ServiceNow Ventures, Spark Capital, Thrive Capital, Tiger Global Management, WCM Investment Management, Wellington Management, Y Combinator",Accel,22,9,
Series A - NeuReality,https://www.crunchbase.com/funding_round/neureality-series-a--6608e63a,NeuReality,https://www.crunchbase.com/organization/neureality,Series A,20000000,USD,20000000,2024-03-19,Early Stage Venture,Yes,,,,NeuReality is a semiconductor start-up that designs AI-as-a-service infrastructure.,"Artificial Intelligence (AI), Machine Learning, Software","Caesarea, Hefa, Israel, Asia",https://www.neureality.ai,Early Stage Venture,$1M to $10M,59650000,USD,59650000,4,,"Alumni Ventures, Cardumen Capital, Cleveland Avenue, European Innovation Council and SMEs Executive Agency, Glory Ventures, OurCrowd, Varana Capital, XT Hi-Tech","Alumni Ventures, Cleveland Avenue, European Innovation Council and SMEs Executive Agency, OurCrowd, Varana Capital, XT Hi-Tech",8,3,
Series B - Subtle Medical,https://www.crunchbase.com/funding_round/subtle-medical-series-b--67acb91c,Subtle Medical,https://www.crunchbase.com/organization/subtle-medical,Series B,10000000,USD,10000000,2024-05-13,Early Stage Venture,Yes,,,,Subtle Medical is a healthcare technology company that offers AI-powered medical imaging.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Software","Menlo Park, California, United States, North America",https://subtlemedical.com/,Early Stage Venture,$1M to $10M,59200000,USD,59200000,9,,"BlueRun Ventures, EnvisionX Capital, Fusion Fund, Wenzhou Capital",Fusion Fund,4,,
Grant - AIBOT,https://www.crunchbase.com/funding_round/aibot-grant--680fd4bc,AIBOT,https://www.crunchbase.com/organization/aibot,Grant,15000000,USD,15000000,2024-05-02,,No,,,,Revolutionizing urban transit with AI-driven aiEVTOL aircraft—shaping the future of 2C travel through robust 2B data and early revenue.,"Artificial Intelligence (AI), Electric Vehicle, Sustainability, Travel","Long Beach, California, United States, North America",https://aibot.ai,,,15000000,USD,15000000,1,,Governor’s Office of Business & Economic Development,Governor’s Office of Business & Economic Development,1,,
Seed Round - Percipio Health,https://www.crunchbase.com/funding_round/percipio-health-seed--686f9356,Percipio Health,https://www.crunchbase.com/organization/percipio-health,Seed,11549912,USD,11549912,2024-05-22,Seed,Yes,,,,Percipio Health uses AI based insights to help clinicians and caregivers maintain holistic view of a patient's health.,"Artificial Intelligence (AI), Health Care, Medical","Plano, Texas, United States, North America",https://www.percipiohealth.com/,Seed,,12574912,USD,12574912,2,,,,,,
Post-IPO Debt - Intel,https://www.crunchbase.com/funding_round/intel-post-ipo-debt--6a13d766,Intel,https://www.crunchbase.com/organization/intel,Post-IPO Debt,2530000000,USD,2530000000,2024-03-08,,No,,,,"Intel designs, manufactures, and sells integrated digital technology platforms worldwide.","Artificial Intelligence (AI), Information Technology, Product Design, Semiconductor, Software","Santa Clara, California, United States, North America",http://www.intel.com,IPO,$10B+,2542510000,USD,2542510000,3,,"Academy Securities, Barclays Capital Canada, BNP Paribas, BofA Securities, Citigroup Global Markets Canada Inc, Commerz Markets LLC, Crédit Agricole, Deutsche Bank Securities, Goldman Sachs, ICBC Standard Bank, Independence Point Advisors, J.P. Morgan Securities Inc., Mizuho Securities, Morgan Stanley, NatWest Markets, RBC Capital Markets, Samuel A. Ramirez & Co, Standard Chartered Bank, TD Securities, Wells Fargo Securities",,20,,
Series A - Anterior,https://www.crunchbase.com/funding_round/co-helm-series-a--6ab7544e,Anterior,https://www.crunchbase.com/organization/co-helm,Series A,20000000,USD,20000000,2024-06-08,Early Stage Venture,Yes,75000000,USD,75000000,Anterior is an AI-powered healthcare administration platform that helps approve health insurance for medical procedures.,"Artificial Intelligence (AI), Health Care, Health Insurance, Machine Learning, Medical","New York, New York, United States, North America",https://www.anterior.com/,Early Stage Venture,,23200000,USD,23200000,2,,"Blue Lion Global, Mustafa Suleyman, Neo, New Enterprise Associates, Sequoia Capital",New Enterprise Associates,5,1,
Seed Round - Artisan AI,https://www.crunchbase.com/funding_round/artisan-ai-seed--6c14d440,Artisan AI,https://www.crunchbase.com/organization/artisan-ai,Seed,7300000,USD,7300000,2024-01-10,Seed,Yes,,,,"Artisan AI develops digital workers known as Artisans, with human-like attributes, to automate end-to-end job workflows.","Artificial Intelligence (AI), Information Technology, Internet, SaaS, Software","San Francisco, California, United States, North America",https://artisan-ai.com,Seed,$1M to $10M,9600000,USD,9600000,2,,"Anu Hariharan, Bond Capital, Fellows Fund, Oliver Jung, Paul Daversa, Sequoia Scout, Soma Capital, Y Combinator",Oliver Jung,8,,
Series A - PlanerAI,https://www.crunchbase.com/funding_round/planerai-series-a--6c1ba3c3,PlanerAI,https://www.crunchbase.com/organization/planerai,Series A,7500000,EUR,7999957,2024-04-18,Early Stage Venture,Yes,,,,AI-based planning solution for fresh goods -,"Artificial Intelligence (AI), Food and Beverage, Information Technology, Machine Learning","Großrinderfeld, Baden-Wurttemberg, Germany, Europe",https://planerai.de,Early Stage Venture,,7500000,EUR,7999957,2,,"Earlybird Venture Capital, ETF Partners, LBBW VC","ETF Partners, LBBW VC",3,3,
Series C - Wayve,https://www.crunchbase.com/funding_round/wayve-9739-series-c--6c2a8e5f,Wayve,https://www.crunchbase.com/organization/wayve-9739,Series C,1050000000,USD,1050000000,2024-05-07,Late Stage Venture,Yes,,,,Wayve is a developer of Embodied AI technology for automated driving.,"Artificial Intelligence (AI), Autonomous Vehicles, Electric Vehicle, Machine Learning","London, England, United Kingdom, Europe",https://wayve.ai,Late Stage Venture,$1M to $10M,1307218445,USD,1307218445,7,,"Microsoft, NVIDIA, SoftBank",SoftBank,3,1,
Series A - Recall.ai,https://www.crunchbase.com/funding_round/recall-ai-series-a--6fb8a33c,Recall.ai,https://www.crunchbase.com/organization/recall-ai,Series A,10000000,USD,10000000,2024-05-15,Early Stage Venture,Yes,,,,Recall.ai is a software Development company.,"Artificial Intelligence (AI), Developer APIs, Information and Communications Technology (ICT), Meeting Software, Video Conferencing","San Francisco, California, United States, North America",https://recall.ai/,Early Stage Venture,,12700000,USD,12700000,4,,"Bungalow Capital Management, Hack VC, Industry Ventures, Irregular Expressions, Ridge Ventures, Y Combinator",Ridge Ventures,6,1,
Post-IPO Debt - LivePerson,https://www.crunchbase.com/funding_round/liveperson-post-ipo-debt--70dfc187,LivePerson,https://www.crunchbase.com/organization/liveperson,Post-IPO Debt,100000000,USD,100000000,2024-05-13,,No,,,,LivePerson provides real-time intelligent customer engagement solutions that help companies enhance the relationship with their customers.,"Artificial Intelligence (AI), Business Intelligence, Customer Service, Internet, Software","New York, New York, United States, North America",http://www.liveperson.com,IPO,$100M to $500M,143900000,USD,143900000,6,,Lynrock Lake LP,Lynrock Lake LP,1,,
Series B - PhiGent Robotics,https://www.crunchbase.com/funding_round/phigent-robotics-series-b--70e52d15,PhiGent Robotics,https://www.crunchbase.com/organization/phigent-robotics,Series B,30000000,USD,30000000,2024-05-23,Early Stage Venture,Yes,,,,PhiGent Robotics offers autonomous driving solutions.,"3D Technology, Artificial Intelligence (AI), Autonomous Vehicles","Beijing, Beijing, China, Asia",https://www.phigent.ai/,Early Stage Venture,,74763416,USD,74763416,6,,"Beijing E-town International Investment & Development, Horizon Robotics",Beijing E-town International Investment & Development,2,,
Series A - Alexi,https://www.crunchbase.com/funding_round/alexsei-series-a--7141c47e,Alexi,https://www.crunchbase.com/organization/alexsei,Series A,15000000,CAD,10890984,2024-06-10,Early Stage Venture,Yes,,,,Alexi’s advanced artificial intelligence platform delivers affordable and high-quality answers to legal questions in memo format.,"Artificial Intelligence (AI), Information Services, Legal, Legal Tech","Toronto, Ontario, Canada, North America",https://www.alexi.com,Early Stage Venture,,11239587,USD,11239587,4,,"Draper Associates, Drive Capital",Drive Capital,2,1,
Series B - Parloa,https://www.crunchbase.com/funding_round/parloa-series-b--72075ca5,Parloa,https://www.crunchbase.com/organization/parloa,Series B,61700000,EUR,65945435,2024-04-24,Early Stage Venture,Yes,,,,Parloa is a conversational AI platform that helps businesses in automating their service channels.,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Software, Telecommunications","Berlin, Berlin, Germany, Europe",https://parloa.com,Early Stage Venture,$10M to $50M,85700000,EUR,91905887,3,,"Altimeter Capital, EQT Ventures, La Famiglia, Mosaic Ventures, Newion, Senovo",Altimeter Capital,6,2,
Series C - Overjet,https://www.crunchbase.com/funding_round/overjet-series-c--7240077d,Overjet,https://www.crunchbase.com/organization/overjet,Series C,53200000,USD,53200000,2024-03-05,Late Stage Venture,Yes,496800000,USD,496800000,Overjet is an AI-powered dental technology company that provides algorithms to analyze dental images and deliver diagnoses.,"Artificial Intelligence (AI), Dental, Electronic Health Record (EHR), Health Diagnostics, Software","Cambridge, Massachusetts, United States, North America",https://www.overjet.ai,Late Stage Venture,$10M to $50M,130550000,USD,130550000,5,"Women Founded, Women Led","American Dental Association, Crosslink Capital, General Catalyst, Harmonic Growth Partners, Insight Partners, Liquid 2 Ventures, March Capital, SpringRock Ventures, The E14 Fund",March Capital,9,4,
Seed Round - Modyfi,https://www.crunchbase.com/funding_round/modyfi-seed--73af974e,Modyfi,https://www.crunchbase.com/organization/modyfi,Seed,7000000,USD,7000000,2023-08-23,Seed,Yes,,,,"Modyfi is an image editor that provides designers with AI-native design, tools, and real-time collaboration.","Artificial Intelligence (AI), Photo Editing, Productivity Tools, Software","Los Angeles, California, United States, North America",https://modyfi.com,,$1M to $10M,30703959,USD,30703959,4,,New Enterprise Associates,New Enterprise Associates,1,1,
Seed Round - RapidCanvas,https://www.crunchbase.com/funding_round/rapidcanvas-seed--74098bd7,RapidCanvas,https://www.crunchbase.com/organization/rapidcanvas,Seed,7500000,USD,7500000,2024-03-13,Seed,Yes,,,,"RapidCanvas is the AI platform for business users. It takes one week to get an AI POC, one month to get an AI solution. Or your money back.","Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Predictive Analytics, Software","Austin, Texas, United States, North America",https://www.rapidcanvas.ai,Seed,,7500000,USD,7500000,1,,"Accel, Valley Capital Partners",Accel,2,1,
Series A - Chemix,https://www.crunchbase.com/funding_round/chemix-92ab-series-a--74e22a11,Chemix,https://www.crunchbase.com/organization/chemix-92ab,Series A,20000000,USD,20000000,2024-04-24,Early Stage Venture,Yes,,,,Chemix is using its AI-based MIX platform to develop breakthrough EV batteries.,"Artificial Intelligence (AI), Battery, Manufacturing, Renewable Energy, Semiconductor","Sunnyvale, California, United States, North America",http://www.chemix.ai/,Early Stage Venture,$1M to $10M,30000000,USD,30000000,3,,"Berkeley SkyDeck Fund, BNP Paribas Solar Impulse Venture fund, Global Brain Corporation, Ibex Investors, KDDI Open Innovation Fund, Mayfield Fund, Porsche Ventures, Urban Innovation Fund",Ibex Investors,8,7,
Series C - PolyAI,https://www.crunchbase.com/funding_round/poly-ai-series-c--754605e0,PolyAI,https://www.crunchbase.com/organization/poly-ai,Series C,50000000,USD,50000000,2024-05-16,Late Stage Venture,Yes,450000000,USD,450000000,PolyAI develops a machine learning platform for conversational artificial intelligence.,"Artificial Intelligence (AI), Call Center, Customer Service, Enterprise Software, Machine Learning, Software","London, England, United Kingdom, Europe",https://www.polyai.com,Late Stage Venture,$1M to $10M,116000000,USD,116000000,5,,"Georgian, Hedosophia, Khosla Ventures, NVentures, Passion Capital, Point72 Ventures, Sands Capital Ventures, Zendesk",,8,3,
Post-IPO Equity - HEALWELL AI,https://www.crunchbase.com/funding_round/mci-onehealth-technologies-post-ipo-equity--77920119,HEALWELL AI,https://www.crunchbase.com/organization/mci-onehealth-technologies,Post-IPO Equity,20000250,CAD,14635632,2024-05-06,,Yes,,,,HEALWELL AI is a healthcare technology company that utilizes AI and data science for the early identification and detection of diseases.,"Artificial Intelligence (AI), Health Care, Primary and Urgent Care","Toronto, Ontario, Canada, North America",https://healwell.ai,IPO,$10M to $50M,47596354,USD,47596354,6,,,,,,
Seed Round - ExpressionEdits,https://www.crunchbase.com/funding_round/expressionedits-seed--77f37348,ExpressionEdits,https://www.crunchbase.com/organization/expressionedits,Seed,13000000,USD,13000000,2024-05-29,Seed,Yes,,,,"ExpressionEdits is a biotechnology company that redesigns synthetic DNA instructions using AI, focusing on protein expression.","Artificial Intelligence (AI), Biotechnology, Genetics","Haverhill, Suffolk, United Kingdom, Europe",https://www.expressionedits.com,Seed,$1M to $10M,13000000,USD,13000000,2,,"Acequia Capital (AceCap), Amino Collective, BlueYard Capital, Hawktail Management, Octopus Ventures, redalpine, Wilbe Capital","Octopus Ventures, redalpine",7,2,
Seed Round - FlexAI,https://www.crunchbase.com/funding_round/flexai-seed--784f78e2,FlexAI,https://www.crunchbase.com/organization/flexai,Seed,28500000,EUR,30461020,2024-04-24,Seed,Yes,,,,Unlocking the future of Machine Intelligence by rearchitecting the compute infrastructure,"Artificial Intelligence (AI), Information Technology, Intelligent Systems","Paris, Ile-de-France, France, Europe",https://www.flex.ai/,Seed,,28500000,EUR,30461020,1,,"Alpha Intelligence Capital, Bpifrance, Elaia, Frst, Heartcore Capital, Karim Beguir, Motier Ventures, Partech","Alpha Intelligence Capital, Elaia, Heartcore Capital",8,3,
Series B - Coactive AI,https://www.crunchbase.com/funding_round/coactive-ai-series-b--785264dc,Coactive AI,https://www.crunchbase.com/organization/coactive-ai,Series B,30000000,USD,30000000,2024-05-21,Early Stage Venture,Yes,170000000,USD,170000000,Coactive AI is a machine learning platform that unlocks analytics and insights from unstructured image and video data.,"Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning","San Jose, California, United States, North America",https://coactive.ai,Early Stage Venture,$1M to $10M,44000000,USD,44000000,4,,"Andreessen Horowitz, Bessemer Venture Partners, Cherryrock Capital, Emerson Collective, Exceptional Capital, Greycroft","Cherryrock Capital, Emerson Collective",6,2,
Seed Round - Espresso AI,https://www.crunchbase.com/funding_round/espresso-ai-seed--78cfd206,Espresso AI,https://www.crunchbase.com/organization/espresso-ai,Seed,11000000,USD,11000000,2024-05-07,Seed,Yes,,,,Espresso AI uses generative AI to optimize data warehouses. We save customers up to 70% on Snowflake.,"Artificial Intelligence (AI), Information Technology, Internet, Software",,https://espresso.ai,Seed,,11000000,USD,11000000,2,,"Daniel Gross, Nat Friedman","Daniel Gross, Nat Friedman",2,,
Series A - Kaedim,https://www.crunchbase.com/funding_round/kaedim-series-a--7939ab0a,Kaedim,https://www.crunchbase.com/organization/kaedim,Series A,15000000,USD,15000000,2024-03-11,Early Stage Venture,Yes,,,,AI for turning 2D images into 3D models,"3D Technology, Artificial Intelligence (AI), Video Games","London, England, United Kingdom, Europe",https://www.kaedim3d.com,Early Stage Venture,,15203561,USD,15203561,4,,"Andreessen Horowitz, Chris Kingsley, Eden Chen, Jane Walerud, Matt Robinson, Nate Mitchell, Patrick Pichette, Pioneer Fund, Scott Gelb, Siqi Chen, Sterling Snow, Tom Blomfield",Andreessen Horowitz,12,,
Series A - Healthee,https://www.crunchbase.com/funding_round/insurights-series-a--795b339e,Healthee,https://www.crunchbase.com/organization/insurights,Series A,32000000,USD,32000000,2024-03-04,Early Stage Venture,Yes,,,,Healthee is an AI-driven benefits administration technology that provides customized responses to employee health benefits questions.,"Artificial Intelligence (AI), Fitness, Health Care, InsurTech, Medical","New York, New York, United States, North America",https://healthee.co,Early Stage Venture,$1M to $10M,59500000,USD,59500000,5,,"Fin Capital, Glilot Capital Partners, Group 11, TriNet","Fin Capital, Glilot Capital Partners, Group 11",4,3,
Series B - Skyflow,https://www.crunchbase.com/funding_round/skyflow-8a8d-series-b--7adfa901,Skyflow,https://www.crunchbase.com/organization/skyflow-8a8d,Series B,30000000,USD,30000000,2024-03-28,Early Stage Venture,Yes,,,,Skyflow provides a data privacy vault with an API interface.,"Artificial Intelligence (AI), Cyber Security, Machine Learning, Privacy, Software","Palo Alto, California, United States, North America",https://www.skyflow.com,Early Stage Venture,,100000000,USD,100000000,5,,"Canvas Ventures, Foundation Capital, Khosla Ventures, Mouro Capital",Khosla Ventures,4,4,
Series A - Aidium,https://www.crunchbase.com/funding_round/daily-ai-series-a--7ce8cf2b,Aidium,https://www.crunchbase.com/organization/daily-ai,Series A,19000000,USD,19000000,2024-04-02,Early Stage Venture,Yes,,,,Aidium builds intelligent solutions that enable mortgage lenders to increase performance through simplified task automation..,"Artificial Intelligence (AI), CRM, FinTech, Mortgage","Boulder, Colorado, United States, North America",https://thinkaidium.com/,Early Stage Venture,$1M to $10M,19000000,USD,19000000,1,,PeakSpan Capital,PeakSpan Capital,1,1,
Seed Round - Ozone,https://www.crunchbase.com/funding_round/ozone-cd8b-seed--7cf18f0d,Ozone,https://www.crunchbase.com/organization/ozone-cd8b,Seed,7100000,USD,7100000,2023-11-08,Seed,Yes,,,,Ozone develops an AI-powered video editing platform that allows users to collaborate remotely.,"Artificial Intelligence (AI), Cloud Data Services, Video, Video Editing","San Francisco, California, United States, North America",https://www.ozone.pro/,Seed,,7600000,USD,7600000,2,,"Bluewatch Ventures, Dropbox, General Catalyst, LGVP, Lightricks, NEA, Olive Tree Capital, Pioneer Fund, Polymath Capital, Soma Capital, Tinder, Y Combinator",Y Combinator,12,,
Venture Round - Nucleai,https://www.crunchbase.com/funding_round/nucleai-series-unknown--7f091543,Nucleai,https://www.crunchbase.com/organization/nucleai,Venture - Series Unknown,14000000,USD,14000000,2024-04-03,,Yes,,,,Nucleai is a spatial biology company that has developed an AI-powered platform to enhance drug development and improve patient outcomes.,"Artificial Intelligence (AI), Health Care, Machine Learning","Tel Aviv, Tel Aviv, Israel, Asia",https://nucleai.ai/,,$1M to $10M,60500000,USD,60500000,4,,M Ventures,M Ventures,1,1,
