Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Verso,https://www.crunchbase.com/funding_round/verso-seed--45c09ec6,Verso,https://www.crunchbase.com/organization/verso,Seed,100000,USD,100000,2016-10-21,Seed,,,,Yes,Verso is an AI-experiment with computer vision software to monitor any type of media and analyze the impact.,"Artificial Intelligence (AI), Machine Learning, Politics, Social Media, Software",,"Miamisburg, Ohio, United States, North America",http://www.verso.to/,,100000,USD,100000,Seed,1,,,,,"657,450"
Angel Round - DASBOX technologies inc.,https://www.crunchbase.com/funding_round/dasbox-angel--cb81df15,DASBOX technologies inc.,https://www.crunchbase.com/organization/dasbox,Angel,100000,CAD,74407,2016-03-01,Seed,1500000,CAD,1116105,Yes,"Data collection, monitoring as a service.  DASBOX is the ALWAYS CONNECTED WATCHDOG","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Collection and Labeling, Facility Management, Homeland Security, Internet of Things, Medical Device, SaaS",,"Greenwood Village, Colorado, United States, North America",http://www.dasbox.io/,Less than $1M,520000,CAD,395135,Early Stage Venture,5,,"Ginette Lehoux, Patricia Houle, Philippe Haumesser, Pierre-Marie Beaulieu",4,,"549,293"
Grant - C Matter Inc.,https://www.crunchbase.com/funding_round/c-matter-inc-grant--cdc54ac1,C Matter Inc.,https://www.crunchbase.com/organization/c-matter-inc,Grant,250000,HKD,32165,2016-03-01,,,,,No,"C Matter creates and licenses 3D voice technology and VR audio for social VR, AR, gaming, VoIP, & chat platforms, and HD Voice handsets.","Artificial Intelligence (AI), Audio, Augmented Reality, Telecommunications, Virtual Reality, VoIP",,"Ath, Hainaut, Belgium, Europe",http://cmatter.com,$1M to $10M,250000,HKD,32165,,1,,Hong Kong Productivity Council,1,,"455,282"
Pre Seed Round - Curate,https://www.crunchbase.com/funding_round/curate-solutions-pre-seed--2d424186,Curate,https://www.crunchbase.com/organization/curate-solutions,Pre-Seed,90000,USD,90000,2016-08-01,Seed,,,,Yes,Curate is a civic intelligence company that empowers organizations to monitor risk and find opportunities in local government discussions.,"Artificial Intelligence (AI), Construction, Market Research, Politics, SaaS, Software","Women Founded, Women Led","Madison, Wisconsin, United States, North America",http://curatesolutions.com,$1M to $10M,2240000,USD,2240000,M&A,4,"gener8tor, Madworks Seed Accelerator","gener8tor, Madworks Seed Accelerator",2,,"455,380"
Seed Round - Vircon Group Technologies,https://www.crunchbase.com/funding_round/vircon-group-technologies-seed--9506132c,Vircon Group Technologies,https://www.crunchbase.com/organization/vircon-group-technologies,Seed,100000,USD,100000,2016-06-16,Seed,,,,Yes,Vircon Group is currently focused on creating AI & Computer Graphics solutions with a growing team to the numerous high-tech areas,"Artificial Intelligence (AI), E-Learning, Graphic Design, Software",,"Istanbul, Istanbul, Turkey, Europe",http://vircongroup.com,Less than $1M,100000,USD,100000,Seed,1,,Koçkaya Holding,1,,"455,567"
Pre Seed Round - RayIoT Solutions Inc.,https://www.crunchbase.com/funding_round/raybaby-pre-seed--5a83d2bf,RayIoT Solutions Inc.,https://www.crunchbase.com/organization/raybaby,Pre-Seed,100000,USD,100000,2016-10-06,Seed,,,,Yes,RayIoT is a platform consisting of devices and software to enable health monitoring in the native environment of the user.,"Artificial Intelligence (AI), Consumer Electronics, Internet of Things, Machine Learning","South Asian Founded, Women Founded, Women Led","Delaware City, Delaware, United States, North America",https://www.rayiot.org/,$1M to $10M,2550000,USD,2550000,Seed,7,SOSV,"HAX, SOSV",2,2,"455,772"
Seed Round - Behold.ai,https://www.crunchbase.com/funding_round/behold-ai-seed--5702459b,Behold.ai,https://www.crunchbase.com/organization/behold-ai,Seed,20000,USD,20000,2016-02-12,Seed,,,,Yes,Radiology using Artificial Intelligence,"Artificial Intelligence (AI), Computer Vision, Health Care, Information Technology, Machine Learning",,"London, England, United Kingdom, Europe",http://behold.ai,,5148936,USD,5148936,Seed,5,gener8tor,gener8tor,1,,"456,638"
Seed Round - Skin Analytics,https://www.crunchbase.com/funding_round/skin-analytics-seed--0f5a62e5,Skin Analytics,https://www.crunchbase.com/organization/skin-analytics,Seed,20500,USD,20500,2016-01-01,Seed,,,,Yes,Skin Analytics uses artificial intelligence to screen for melanoma skin cancer.,"Analytics, Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, mHealth",,"London, England, United Kingdom, Europe",http://www.skin-analytics.com,$1M to $10M,11146633,USD,11146633,Early Stage Venture,18,,Wisconsin Investment Partners,1,,"328,715"
Grant - DTE ehf,https://www.crunchbase.com/funding_round/dynamic-technology-equipment-grant--b6acaa2d,DTE ehf,https://www.crunchbase.com/organization/dynamic-technology-equipment,Grant,12500000,ISK,96362,2016-03-01,,,,,No,Actionable real-time process analytics for the metals industry.,"Analytics, Industrial, Industrial Automation, Machine Learning, Sensor",,"Reykjavík, Gullbringusysla, Iceland, Europe",http://www.dte.ai,$10M to $50M,36207292,USD,36207292,Early Stage Venture,12,Technology Development Fund,Technology Development Fund,1,,"348,877"
Pre Seed Round - Angus.ai,https://www.crunchbase.com/funding_round/angus-ai-pre-seed--eab42ecb,Angus.ai,https://www.crunchbase.com/organization/angus-ai,Pre-Seed,60000,EUR,68695,2016-04-29,Seed,,,,Yes,Angus.ai is an hosted video monitoring API that delivers automatic notifications when something interesting happens.,"Artificial Intelligence (AI), Robotics, Software",,"Paris, Ile-de-France, France, Europe",https://www.angus.ai,$1M to $10M,560000,EUR,599145,Seed,3,,WILCO,1,,"330,265"
Initial Coin Offering - FrontRow Global,https://www.crunchbase.com/funding_round/frontrow-global-limited-initial-coin-offering--ed2ad7b2,FrontRow Global,https://www.crunchbase.com/organization/frontrow-global-limited,Initial Coin Offering,40000,USD,40000,2016-06-01,,,,,Yes,Music Data Intelligence for Music Industry,"Analytics, Artificial Intelligence (AI), Music, Software",,"London, England, United Kingdom, Europe",https://www.frontrow.ai,$1M to $10M,83241,USD,83241,,2,,,,,"530,448"
Seed Round - Koola,https://www.crunchbase.com/funding_round/koola-seed--7835b617,Koola,https://www.crunchbase.com/organization/koola,Seed,50000,EUR,55692,2016-07-01,Seed,500000,EUR,556917,Yes,Koola is a predictive maintenance platform utilizing AI and machine learning that connects car dealerships and OEM's with its clients.,"Analytics, Artificial Intelligence (AI), Automotive, Big Data, CRM, Machine Learning, Predictive Analytics, Real Time, Software",,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina, Europe",http://www.koola.io,Less than $1M,50000,EUR,55692,Seed,2,,"Adnan Mandzo, Edin Mehic, Haris Ceremida",3,,"332,084"
Seed Round - eXabit Systems,https://www.crunchbase.com/funding_round/exabit-systems-private-limited-seed--1367d581,eXabit Systems,https://www.crunchbase.com/organization/exabit-systems-private-limited,Seed,66459,USD,66459,2016-10-10,Seed,,,,Yes,Exabit is an AgTech IoT platform for sustainable agriculture.,"AgTech, Artificial Intelligence (AI), Internet of Things, Machine Learning",,"Bengaluru, Karnataka, India, Asia",http://www.exabit.in,$1M to $10M,306863,USD,306863,Seed,4,FasterCapital,FasterCapital,1,,"332,096"
Pre Seed Round - APEX Pro,https://www.crunchbase.com/funding_round/apex-pro-pre-seed--f10abf3e,APEX Pro,https://www.crunchbase.com/organization/apex-pro,Pre-Seed,55000,USD,55000,2016-04-01,Seed,,,,Yes,App-Connected Machine Learning Data Acquisition System for Motorsports,"Analytics, Artificial Intelligence (AI), Electronics, Hardware, Machine Learning, Mobile Apps, Motorsports, Racing",,"Birmingham, Alabama, United States, North America",https://apextrackcoach.com/,Less than $1M,406000,USD,406000,Seed,3,DEFT,DEFT,1,,"517,821"
Seed Round - AddStructure,https://www.crunchbase.com/funding_round/addstructure-seed--bee0add5,AddStructure,https://www.crunchbase.com/organization/addstructure,Seed,100000,USD,100000,2016-06-20,Seed,,,,Yes,AddStructure offers a white-labeled natural language understanding platform.,"E-Commerce, Machine Learning, Natural Language Processing, Product Search, Search Engine",,"Chicago, Illinois, United States, North America",https://www.addstructure.com,$1M to $10M,2030000,USD,2030000,M&A,3,Techstars,"Right Side Capital Management, Techstars",2,,"283,637"
Pre Seed Round - Morphio,https://www.crunchbase.com/funding_round/morphio-pre-seed--e701de38,Morphio,https://www.crunchbase.com/organization/morphio,Pre-Seed,100000,CAD,72090,2016-01-01,Seed,,,,Yes,AI-powered alerts to protect your digital marketing ROI. Join us on our mission to help marketers be more awesome and happy.,"Analytics, Artificial Intelligence (AI), Business Intelligence, Digital Marketing, Machine Learning, Marketing, Marketing Automation, Security, Software",,"Toronto, Ontario, Canada, North America",http://www.morphio.ai,$1M to $10M,1299499,USD,1299499,M&A,5,,,,,"284,477"
Grant - Caila,https://www.crunchbase.com/funding_round/caila-grant--5f53dda1,Caila,https://www.crunchbase.com/organization/caila,Grant,50000,USD,50000,2016-03-01,,,,,No,Caila is a career concierge that uses artificial intelligence to upskill working learners.,"Artificial Intelligence (AI), B2B, Human Resources, Machine Learning, Professional Services",Women Founded,"Cambridge, Massachusetts, United States, North America",https://www.getcaila.com/,$10M to $50M,70000,USD,70000,,3,,Accenture,1,,"285,628"
Angel Round - Acuspire,https://www.crunchbase.com/funding_round/acuspire-angel--53fc5360,Acuspire,https://www.crunchbase.com/organization/acuspire,Angel,130000,CAD,97066,2016-11-02,Seed,,,,Yes,Career services software with AI-assisted job search and reporting.,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Machine Learning, Software",,"Calgary, Alberta, Canada, North America",https://acuspire.ai,Less than $1M,810000,CAD,646304,Seed,5,,,,,"520,979"
Grant - idalab,https://www.crunchbase.com/funding_round/idalab-grant--3849f04f,idalab,https://www.crunchbase.com/organization/idalab,Grant,95000,EUR,101015,2016-11-21,,,,,No,"We support biotech, pharma and medtech harnessing the power of data, machine learning and artificial intelligence","Artificial Intelligence (AI), Biotechnology, Consulting, Information Technology, Machine Learning, Medical Device, Pharmaceutical",,"Berlin, Berlin, Germany, Europe",https://idalab.de/,$1M to $10M,95000,EUR,101015,,1,Open Data Incubator for Europe (ODINE),Open Data Incubator for Europe (ODINE),1,,"614,759"
Grant - Alchemie Solutions,https://www.crunchbase.com/funding_round/alchemie-games-grant--569f52cb,Alchemie Solutions,https://www.crunchbase.com/organization/alchemie-games,Grant,25000,USD,25000,2016-03-01,,,,,No,Alchemie is building next generation assessment technology.,"E-Learning, Education, Higher Education, Machine Learning, Mobile",Women Founded,"Troy, Michigan, United States, North America",http://alchem.ie,Less than $1M,2356927,USD,2356927,,11,,,,,"425,959"
Series A - Polygon3D,https://www.crunchbase.com/funding_round/polygon3d-series-a--311cfb37,Polygon3D,https://www.crunchbase.com/organization/polygon3d,Series A,90000,USD,90000,2016-10-22,Early Stage Venture,375000,USD,375000,Yes,"Polygon3D provides business apps, digital strategy, web development, and app development.","App Discovery, Apps, Artificial Intelligence (AI), Information Technology, IT Infrastructure, Mobile Apps, UX Design, Web Apps, Web Development",,"Colombo, Western, Sri Lanka, Asia",https://www.polygon3d.xyz/,,165000,USD,165000,Early Stage Venture,2,,,,,"427,674"
Seed Round - Broadcast Wearables Pvt Ltd,https://www.crunchbase.com/funding_round/broadcast-wear-seed--dae9bd6d,Broadcast Wearables Pvt Ltd,https://www.crunchbase.com/organization/broadcast-wear,Seed,120000,USD,120000,2016-06-27,Seed,,,,Yes,"Worlds 1st Programmable Tshirt, World's 1st Fitness Jersey with Functions of a Fitness Band, World's 1st Cycling Jersey LEDTurn Indicators","Artificial Intelligence (AI), Consumer, Cycling, Internet of Things, Machine Learning, Motion Capture, Outdoors, Retail, Sports, Textiles",,"Hyderabad, Andhra Pradesh, India, Asia",http://www.broadcastwear.com/,Less than $1M,120000,USD,120000,Seed,1,,,,,"302,143"
Convertible Note - Caila,https://www.crunchbase.com/funding_round/caila-convertible-note--bada22d4,Caila,https://www.crunchbase.com/organization/caila,Convertible Note,10000,USD,10000,2016-05-01,,,,,No,Caila is a career concierge that uses artificial intelligence to upskill working learners.,"Artificial Intelligence (AI), B2B, Human Resources, Machine Learning, Professional Services",Women Founded,"Cambridge, Massachusetts, United States, North America",https://www.getcaila.com/,$10M to $50M,70000,USD,70000,,3,,Rough Draft Ventures,1,,"302,638"
Venture Round - Tocoton,https://www.crunchbase.com/funding_round/tocoton-series-unknown--cd6dfbea,Tocoton,https://www.crunchbase.com/organization/tocoton,Venture - Series Unknown,10000000,JPY,88705,2016-03-24,,,,,Yes,Tocoton is an image processing solution company specializing in image processing and AI.,"Artificial Intelligence (AI), Corporate Training, Education, Edutainment, Machine Learning, Software",,"Koriyama, Fukushima, Japan, Asia",https://www.tocoton.co.jp,$1M to $10M,10000000,JPY,88705,,1,MAKOTO,MAKOTO,1,,"299,752"
Seed Round - WaveAcid Inc.,https://www.crunchbase.com/funding_round/waveacid-networks-inc-seed--dcccc2c9,WaveAcid Inc.,https://www.crunchbase.com/organization/waveacid-networks-inc,Seed,100000,USD,100000,2016-01-16,Seed,,,,Yes,Biotechnology; Chemical Synthesis; Handheld Portable Device; Artificial Intelligence; Machine Learning,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning",Women Founded,"New York, New York, United States, North America",https://waveacid.net,,1008039,USD,1008039,Seed,3,,Electronic Offense. GmbH & LLC,1,,"632,276"
Angel Round - Klydo,https://www.crunchbase.com/funding_round/klydo-angel--d21da7b1,Klydo,https://www.crunchbase.com/organization/klydo,Angel,50000,GBP,73054,2016-04-30,Seed,,,,Yes,We’re building the world’s first creative AI for innovation - AI that gives everyone the confidence to create.,"Artificial Intelligence (AI), Data Mining, Data Visualization, Machine Learning",,"London, England, United Kingdom, Europe",https://klydo.ai/,,1225871,USD,1225871,Seed,2,,QVentures,1,,"632,695"
Seed Round - Itavio,https://www.crunchbase.com/funding_round/itavio-seed--da92faf3,Itavio,https://www.crunchbase.com/organization/itavio,Seed,50000,USD,50000,2016-06-23,Seed,,,,Yes,Itavio is a mobile application that helps parents manage the amount of time their children play mobile games.,"Customer Service, Gaming, Mobile, Mobile Apps, Predictive Analytics","Women Founded, Women Led","New York, New York, United States, North America",http://itavio.com,Less than $1M,258656,USD,258656,Seed,3,Matter,Matter,1,,"521,997"
Seed Round - Alpha-i,https://www.crunchbase.com/funding_round/alpha-i-seed--8df27181,Alpha-i,https://www.crunchbase.com/organization/alpha-i,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,Predictive maintenance for aerospace and wind energy,"Analytics, Artificial Intelligence (AI), Energy, Machine Learning, Predictive Analytics",,"London, England, United Kingdom, Europe",http://alpha-i.co/,,10000,GBP,13304,Seed,3,,Entrepreneur First,1,,"522,423"
Seed Round - Thermy,https://www.crunchbase.com/funding_round/thermy-seed--8151e8ca,Thermy,https://www.crunchbase.com/organization/thermy,Seed,37000,USD,37000,2016-10-31,Seed,,,,Yes,We develop a screening tool for the early breast cancer detection using Machine Learning and Thermograms.,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical Device, Software",,"Mexico City, Distrito Federal, Mexico, North America",http://thermy.com.mx/,,98000,USD,98000,Seed,5,,"Avon Foundation, Organization of American States",2,,"387,122"
Convertible Note - dātma,https://www.crunchbase.com/funding_round/datma-convertible-note--91572860,dātma,https://www.crunchbase.com/organization/datma,Convertible Note,25000,USD,25000,2016-12-07,,,,,No,"dātma, formerly Omics Data Automation, develops automated infrastructure for aggregating and analyzing multidimensional big data.","Analytics, Artificial Intelligence (AI), Big Data, Bioinformatics, Data Integration, Life Science, Medical",,"Beaverton, Oregon, United States, North America",http://www.datma.com,$1M to $10M,2719738,USD,2719738,,7,Oregon Technology Business Center,Oregon Technology Business Center,1,,"523,639"
Grant - Tagup,https://www.crunchbase.com/funding_round/tagup-grant--96b20829,Tagup,https://www.crunchbase.com/organization/tagup,Grant,25000,USD,25000,2016-11-18,,,,,No,"Tagup provides asset management decision support, lowering the cost of in-service failures, business interruption, and equipment breakdown.","Asset Management, Computer, Internet of Things, Machine Learning, Predictive Analytics, Software",,"Somerville, Massachusetts, United States, North America",https://www.tagup.io/,$1M to $10M,25000,USD,25000,,1,ACRE,"ACRE, Urban Future Lab",2,1,"260,528"
Pre Seed Round - Kappo,https://www.crunchbase.com/funding_round/kappo-24d4-pre-seed--b0bf8866,Kappo,https://www.crunchbase.com/organization/kappo-24d4,Pre-Seed,100000,USD,100000,2016-03-01,Seed,1500000,USD,1500000,Yes,SaaS platform that helps smart cities increase the urban bicycle usage worldwide,"Apps, Big Data, Gamification, Predictive Analytics, SaaS, Smart Cities, Wellness",,"Santiago, Region Metropolitana, Chile, South America",http://www.kappo.bike,$1M to $10M,339595,USD,339595,Private Equity,4,,Imagine Lab,1,1,"501,674"
Convertible Note - Intelligent Layer,https://www.crunchbase.com/funding_round/intelligent-layer-convertible-note--46d95694,Intelligent Layer,https://www.crunchbase.com/organization/intelligent-layer,Convertible Note,100000,USD,100000,2016-10-28,,,,,No,Intelligent Layer creates learning algorithms for enterprises.,"Artificial Intelligence (AI), Information Technology, Machine Learning",,"New York, New York, United States, North America",http://www.intelligentlayer.com,$1M to $10M,100000,USD,100000,Seed,2,,Right Side Capital Management,1,,"135,609"
Seed Round - YaDo-VR BV,https://www.crunchbase.com/funding_round/yado-vr-bv-seed--329f180e,YaDo-VR BV,https://www.crunchbase.com/organization/yado-vr-bv,Seed,100000,USD,100000,2016-06-30,Seed,2000000,USD,2000000,Yes,"Capturing Reality Through automated LIDAR data processing, automated classification resulting in DYNAMIC TRUE 3D IMAGERY","Artificial Intelligence (AI), Autonomous Vehicles, Machine Learning, Sensor, Software",,"Eindhoven, Noord-Brabant, The Netherlands, Europe",http://www.yadovr.com,,100000,USD,100000,Seed,1,,TMI Investments BV,1,,"300,039"
Seed Round - CrowdAI,https://www.crunchbase.com/funding_round/crowdai-seed--662bba27,CrowdAI,https://www.crunchbase.com/organization/crowdai,Seed,120000,USD,120000,2016-08-24,Seed,,,,Yes,CrowdAI enables organizations to create and deploy custom models for visual AI and a code-free platform.,"Artificial Intelligence (AI), Computer Vision, Data Collection and Labeling, Geospatial, Image Recognition, Machine Learning","Hispanic / Latine Founded, Women Founded, Women Led","San Francisco, California, United States, North America",https://crowdai.com/,$1M to $10M,8370000,USD,8370000,M&A,5,,"Compound, SV Angel, Y Combinator",3,,"642,693"
Pre Seed Round - iSono Health,https://www.crunchbase.com/funding_round/isono-health-pre-seed--09d46231,iSono Health,https://www.crunchbase.com/organization/isono-health,Pre-Seed,120000,USD,120000,2016-03-22,Seed,,,,Yes,iSono Health develops an AI platform for accessible and personalized breast health monitoring,"Artificial Intelligence (AI), Health Care, Medical Device","Women Founded, Women Led","San Francisco, California, United States, North America",http://www.isonohealth.com/,$1M to $10M,4611000,USD,4611000,Seed,4,Y Combinator,Y Combinator,1,,"364,337"
Seed Round - Orderly Health,https://www.crunchbase.com/funding_round/orderly-health-seed--2c48a8d2,Orderly Health,https://www.crunchbase.com/organization/orderly-health,Seed,100000,USD,100000,2016-02-18,Seed,,,,Yes,Orderly Health leverages AI and ML to automatically clean and correct provider directory data for accuracy.,"Artificial Intelligence (AI), Data Management, Finance, Health Care, Machine Learning, Software",,"Denver, Colorado, United States, North America",http://www.orderlyhealth.com,$1M to $10M,2203976,USD,2203976,,8,Techstars,"Right Side Capital Management, Techstars",2,,"493,911"
Pre Seed Round - PEGASI International,https://www.crunchbase.com/funding_round/pegasi-international-pre-seed--f1338f4f,PEGASI International,https://www.crunchbase.com/organization/pegasi-international,Pre-Seed,12000,USD,12000,2016-09-01,Seed,750000,USD,750000,Yes,PEGASI is on a mission to reduce time elapsed until the first treatment of cancer patients by 50% through intelligent data management.,"Artificial Intelligence (AI), Big Data, Data Management, Electronic Health Record (EHR), Enterprise Resource Planning (ERP), Health Care, Information Technology, Software",,"Santiago, Region Metropolitana, Chile, South America",http://www.pegasi.io,Less than $1M,477000,USD,477000,Seed,4,,,,,"494,526"
Seed Round - Gastrograph,https://www.crunchbase.com/funding_round/gastrograph-seed--eaeebb9f,Gastrograph,https://www.crunchbase.com/organization/gastrograph,Seed,120000,USD,120000,2016-09-23,Seed,,,,Yes,Gastrograph uses artificial intelligence to help companies predict and personalize flavor for new food products.,"Artificial Intelligence (AI), Food and Beverage, Food Processing, Machine Learning",,"New York, New York, United States, North America",https://gastrograph.com/,$1M to $10M,11120000,USD,11120000,,6,Techstars,"Right Side Capital Management, Techstars, Techstars Connection, ZX Ventures",4,1,"430,878"
Debt Financing - Jasper,https://www.crunchbase.com/funding_round/Inoventive-debt-financing--e61af400,Jasper,https://www.crunchbase.com/organization/Inoventive,Debt Financing,22500,CAD,16329,2016-02-23,,,,,No,Jasper is an Al-powered bot that connects businesses with engineering talents.,"Artificial Intelligence (AI), Machinery Manufacturing, Natural Resources, Recruiting",,"Austin, Texas, United States, North America",https://jasper.ai,,49500,CAD,37766,Seed,2,,,,,"432,444"
Seed Round - Advenio,https://www.crunchbase.com/funding_round/advenio-tecnosys-seed--2b8fae83,Advenio,https://www.crunchbase.com/organization/advenio-tecnosys,Seed,100000,USD,100000,2016-08-23,Seed,,,,Yes,Advenio is a team of technology led social entrepreneurs focused on technology equity in critical sectors.,"Artificial Intelligence (AI), Consulting, Machine Learning",,"Chandigarh, Chandigarh, India, Asia",https://www.adveniotecnosys.tech,,100000,USD,100000,Seed,2,,Kstart,1,,"433,033"
Seed Round - Luxelare,https://www.crunchbase.com/funding_round/luxelare-seed--182d6407,Luxelare,https://www.crunchbase.com/organization/luxelare,Seed,43750,USD,43750,2016-12-21,Seed,,,,Yes,Luxelare develops Latin America's first digital agro-insurance solution/company,"Agriculture, AgTech, Big Data, Drones, Information Services, InsurTech, Predictive Analytics, Software",,"Los Mochis, Sinaloa, Mexico, North America",http://www.luxelare.com,,593750,USD,593750,Seed,4,,Wayra,1,,"495,434"
Non Equity Assistance - GTN Medical,https://www.crunchbase.com/funding_round/gtn-medical-non-equity-assistance--f4483a32,GTN Medical,https://www.crunchbase.com/organization/gtn-medical,Non-equity Assistance,60000,USD,60000,2016-01-31,,,,,No,Connecting patients and doctors around the world using AI.,"Artificial Intelligence (AI), Medical",,"Mexico City, Distrito Federal, Mexico, North America",https://gtnmedical.com,Less than $1M,125000,USD,125000,,2,Instituto Nacional del Emprendedor,Instituto Nacional del Emprendedor,1,,"433,623"
Non Equity Assistance - Ai +strategy,https://www.crunchbase.com/funding_round/ai-strategy-non-equity-assistance--bceaface,Ai +strategy,https://www.crunchbase.com/organization/ai-strategy,Non-equity Assistance,24000,USD,24000,2016-08-18,,,,,No,"Bespoke Artificial Intelligence Developer, specializing in Watson","Artificial Intelligence (AI), Internet of Things, Machine Learning, Small and Medium Businesses, Software",,"San Diego, California, United States, North America",https://aistrategy.co/,,24000,USD,24000,,1,,,,,"271,089"
Grant - Sensefinity,https://www.crunchbase.com/funding_round/sensefinity-grant--f85133c2,Sensefinity,https://www.crunchbase.com/organization/sensefinity,Grant,50000,EUR,55832,2016-08-01,,,,,No,Sensefinity is provides supply-chains using AI and Blockchain.,"Analytics, Artificial Intelligence (AI), Blockchain, Delivery, Internet of Things, Logistics, Machine Learning, Supply Chain Management",,"Berlin, Berlin, Germany, Europe",https://www.sensefinity.com,$1M to $10M,5310832,USD,5310832,Seed,8,EASME - EU Executive Agency for SMEs,EASME - EU Executive Agency for SMEs,1,,"504,179"
Grant - LinkSquares,https://www.crunchbase.com/funding_round/linksquares-grant--1ab259ff,LinkSquares,https://www.crunchbase.com/organization/linksquares,Grant,9800,USD,9800,2016-04-05,,,,,No,LinkSquares is a provider of AI-powered contract management tools for in-house legal teams.,"Artificial Intelligence (AI), Legal Tech, Machine Learning, Productivity Tools, Software",,"Boston, Massachusetts, United States, North America",https://www.linksquares.com,$1M to $10M,161469800,USD,161469800,Late Stage Venture,6,IDEA: Northeastern University's Venture Accelerator,IDEA: Northeastern University's Venture Accelerator,1,,"575,270"
Grant - ArgosAI,https://www.crunchbase.com/funding_round/argosai-grant--b5def39e,ArgosAI,https://www.crunchbase.com/organization/argosai,Grant,42000,USD,42000,2016-03-01,,,,,No,The only enterprise-grade AI Vision company that enables automated microscale surveillance of vast areas.,"Air Transportation, Artificial Intelligence (AI), Computer, Computer Vision, Enterprise Software, Machine Learning, Software",,"Ankara, Ankara, Turkey, Europe",https://www.argosai.com/,Less than $1M,736056,USD,736056,,8,,,,,"627,049"
Pre Seed Round - WOOM,https://www.crunchbase.com/funding_round/woom-fertility-pre-seed--eba32fe7,WOOM,https://www.crunchbase.com/organization/woom-fertility,Pre-Seed,100000,EUR,110057,2016-03-05,Seed,,,,Yes,WOOM is Data science for Women's and Reproductive Health,"Apps, Artificial Intelligence (AI), Health Care, Lifestyle, mHealth, Wellness",,"Madrid, Madrid, Spain, Europe",https://woomhealth.com,Less than $1M,4400703,USD,4400703,M&A,11,,,,,"324,913"
Venture Round - DAM Good Media Limited,https://www.crunchbase.com/funding_round/d-a-m-good-media-limited-series-unknown--8c8aad6d,DAM Good Media Limited,https://www.crunchbase.com/organization/d-a-m-good-media-limited,Venture - Series Unknown,80200,GBP,118183,2016-01-01,,2433300,GBP,3585728,Yes,"A technology platform helping make live music events more discoverable, and delivers bite-sized technology services to the industry.","Big Data, Concerts, Machine Learning, Music, Software",,"Brockenhurst, Hampshire, United Kingdom, Europe",https://www.damgoodmedia.com,Less than $1M,2156017,USD,2156017,Seed,13,,,,,"590,023"
Seed Round - Kheiron,https://www.crunchbase.com/funding_round/kheiron-seed--ea73be57,Kheiron,https://www.crunchbase.com/organization/kheiron,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,We’re going where no-one has ever gone before. --  We’re fighting cancer.  --   Lives are at stake.,"Artificial Intelligence (AI), Health Care",,"London, England, United Kingdom, Europe",https://www.kheironmed.com/,Less than $1M,22322058,USD,22322058,Early Stage Venture,8,,"Cambridge Angels group, Connect Ventures, Edward Lando, Entrepreneur First, Isomer Capital, Pareto Holdings, Samos Investments, Walking Ventures",8,,"295,235"
Grant - Spixii,https://www.crunchbase.com/funding_round/spixii-grant--9a584f74,Spixii,https://www.crunchbase.com/organization/spixii,Grant,15000,EUR,16897,2016-04-14,,,,,No,Accelerate digitalisation of insurance processes with Spixii Conversational Process Automation (CPA) platform,"Artificial Intelligence (AI), Enterprise Software, InsurTech, Machine Learning, Software, Virtual Assistant",,"London, England, United Kingdom, Europe",http://spixii.com,,200449,USD,200449,Seed,3,,"Startupbootcamp, Startupbootcamp InsurTech London",2,,"365,127"
Convertible Note - Picturio,https://www.crunchbase.com/funding_round/picturesqe-convertible-note--4e535e99,Picturio,https://www.crunchbase.com/organization/picturesqe,Convertible Note,25000,USD,25000,2016-02-09,,,,,No,Picturio is a software based on artificial intelligence that makes visual search and massive scale photo organization super-fast and easy.,"Artificial Intelligence (AI), Photo Editing, Photography, Software",,"Austin, Texas, United States, North America",http://picturio.com,Less than $1M,175000,USD,175000,Seed,2,,International Accelerator,1,,"153,150"
