"reg";"tech";"count";"rca";"reldens";"comp"
"CH04";"Quantum";27;4,54;73,81;58,2
"ES30";"Quantum";1;0,36;41,67;58,2
"UKK4";"Quantum";0;0;48,41;58,2
"PT15";"Quantum";0;0;10,71;58,2
"HU23";"Quantum";0;0;23,41;58,2
"NL33";"Quantum";54;13,76;54,76;58,2
"DEA1";"Quantum";3;0,32;11,11;58,2
"FR82";"Quantum";1;0,31;55,56;58,2
"SE22";"Quantum";4;0,8;15,48;58,2
"LV00";"Quantum";0;0;23,41;58,2
"IEZZ";"Quantum";0;0;41,27;58,2
"UKN0";"Quantum";0;0;43,25;58,2
"BG42";"Quantum";0;0;19,84;58,2
"NO03";"Quantum";0;0;17,06;58,2
"DEB3";"Quantum";1;0,15;5,16;58,2
"HR03";"Quantum";0;0;1,19;58,2
"FI1C";"Quantum";0;0;27,38;58,2
"NL21";"Quantum";0;0;11,9;58,2
"PL12";"Quantum";1;1,13;52,38;58,2
"ITC4";"Quantum";3;0,43;39,29;58,2
"CH06";"Quantum";2;1,04;7,54;58,2
"AT21";"Quantum";1;2,39;58,73;58,2
"DEG0";"Quantum";1;0,45;49,21;58,2
