"geo","domain","count","rca","reldens","comp"
"1063","Green technologies",168,1.08,54.99,11.36
"792","Green technologies",6,1.81,41.57,11.36
"708","Green technologies",147,1.48,57.3,11.36
"323","Green technologies",0,0,1.43,11.36
"231","Green technologies",194,1.16,16.98,11.36
"780","Green technologies",72,0.89,28.44,11.36
"1762","Green technologies",99,0.84,30.23,11.36
"306","Green technologies",4,1.4,59.68,11.36
"107","Green technologies",2,0.5,45.96,11.36
"770","Green technologies",2,3.12,21.5,11.36
"1753","Green technologies",8,0.59,51.37,11.36
"1129","Green technologies",2,1.01,46.32,11.36
"955","Green technologies",1,0.54,36.64,11.36
"524","Green technologies",0,0,8.02,11.36
"139","Green technologies",1,0.21,43.59,11.36
"1118","Green technologies",6,0.6,23.4,11.36
"937","Green technologies",3,0.68,12.35,11.36
"1050","Green technologies",14,1.43,51.13,11.36
"1810","Green technologies",347,0.75,23.81,11.36
"1735","Green technologies",18,0.77,60.15,11.36
"84","Green technologies",0,0,3.27,11.36
"974","Green technologies",0,0,2.14,11.36
"1801","Green technologies",22,0.38,31,11.36
"388","Green technologies",2,1.91,32.78,11.36
"1452","Green technologies",2,1.27,23.46,11.36
"738","Green technologies",299,1.25,42.34,11.36
"1792","Green technologies",460,0.48,18.47,11.36
"373","Green technologies",0,0,10.45,11.36
"602","Green technologies",1,2.15,18.05,11.36
"1636","Green technologies",7,0.56,38.3,11.36
"510","Green technologies",455,1.19,11.88,11.36
"1708","Green technologies",39,1.29,45.84,11.36
"1432","Green technologies",25,1.31,36.94,11.36
"1524","Green technologies",13,1.44,53.98,11.36
"497","Green technologies",1,2.15,31.47,11.36
"461","Green technologies",4562,0.99,15.68,11.36
"1064","Green technologies",0,0,21.62,11.36
"794","Green technologies",1,4.29,10.87,11.36
"709","Green technologies",26,0.71,36.7,11.36
"325","Green technologies",44,1.19,70.84,11.36
"233","Green technologies",11,2.03,27.49,11.36
"782","Green technologies",1,1.91,19.89,11.36
"1763","Green technologies",32,1.12,36.4,11.36
"309","Green technologies",3,1.07,53.8,11.36
"1070","Green technologies",0,0,3.56,11.36
"771","Green technologies",1,0.29,27.43,11.36
"1754","Green technologies",128,0.96,43.71,11.36
"113","Green technologies",4,1.18,56.65,11.36
"96","Green technologies",7,2.11,49.47,11.36
"527","Green technologies",6,3.43,28.15,11.36
"1390","Green technologies",3613,0.84,24.58,11.36
"1119","Green technologies",0,0,2.61,11.36
"938","Green technologies",0,0,25.24,11.36
"1051","Green technologies",18,0.94,41.69,11.36
"1811","Green technologies",14,1.08,51.25,11.36
"1736","Green technologies",30,0.92,44.6,11.36
"840","Green technologies",2,0.41,34.38,11.36
"975","Green technologies",2,6.87,3.68,11.36
"1802","Green technologies",187,0.68,34.98,11.36
"390","Green technologies",0,0,2.08,11.36
"1453","Green technologies",2,1.91,31.59,11.36
"739","Green technologies",192,0.93,39.9,11.36
"1793","Green technologies",4,0.46,30.94,11.36
"375","Green technologies",0,0,4.16,11.36
"604","Green technologies",21,2,32.96,11.36
"1637","Green technologies",0,0,14.31,11.36
"1662","Green technologies",24,1.79,41.15,11.36
"1709","Green technologies",305,0.99,61.7,11.36
"1433","Green technologies",0,0,27.49,11.36
"1525","Green technologies",4,0.43,41.33,11.36
"1652","Green technologies",13,1.05,35.27,11.36
"462","Green technologies",3,2.86,34.98,11.36
"1065","Green technologies",15,0.74,36.1,11.36
"795","Green technologies",0,0,11.58,11.36
"71","Green technologies",8,1.18,27.43,11.36
"326","Green technologies",8,0.77,30.23,11.36
"1055","Green technologies",13,1.09,34.26,11.36
"783","Green technologies",0,0,27.02,11.36
"1764","Green technologies",14,0.65,57.42,11.36
"311","Green technologies",16,2.64,20.19,11.36
"979","Green technologies",0,0,4.69,11.36
"772","Green technologies",1,2.45,21.02,11.36
"1755","Green technologies",75,0.76,49.11,11.36
"1130","Green technologies",0,0,21.56,11.36
"962","Green technologies",0,0,2.79,11.36
"529","Green technologies",0,0,16.81,11.36
"1394","Green technologies",194,1.66,66.27,11.36
"112","Green technologies",8,1.06,49.64,11.36
"939","Green technologies",0,0,11.88,11.36
"1052","Green technologies",6,2.1,44.48,11.36
"1812","Green technologies",28,0.64,22.92,11.36
"1737","Green technologies",27,1.09,44.18,11.36
"841","Green technologies",5,2.2,26.96,11.36
"976","Green technologies",1,8.58,4.28,11.36
"1803","Green technologies",107,1.08,37.83,11.36
"391","Green technologies",20,2.4,35.39,11.36
"1454","Green technologies",3,0.78,28.44,11.36
"74","Green technologies",70,0.7,41.63,11.36
"1794","Green technologies",44,1.72,39.49,11.36
"376","Green technologies",11,1.41,32.3,11.36
"605","Green technologies",28,1.35,41.27,11.36
"1638","Green technologies",37,0.94,38.06,11.36
"1663","Green technologies",35,1.13,36.58,11.36
"171","Green technologies",14,0.99,34.26,11.36
"1434","Green technologies",2,2.86,17.93,11.36
"1526","Green technologies",30,1.02,41.33,11.36
"1653","Green technologies",27,1.01,28.98,11.36
"463","Green technologies",51,1.45,36.7,11.36
"1066","Green technologies",0,0,25.06,11.36
"796","Green technologies",0,0,15.97,11.36
"710","Green technologies",167,1.2,49.29,11.36
"329","Green technologies",12,2.4,33.25,11.36
"1056","Green technologies",38,1.11,31.53,11.36
"784","Green technologies",0,0,8.49,11.36
"1765","Green technologies",7,0.78,50.3,11.36
"312","Green technologies",3,0.95,58.08,11.36
"98","Green technologies",23,0.92,48.99,11.36
"773","Green technologies",0,0,12.71,11.36
"1756","Green technologies",86,0.51,15.5,11.36
"1132","Green technologies",0,0,3.56,11.36
"969","Green technologies",2,6.87,13.6,11.36
"53","Green technologies",1,0.57,39.25,11.36
"1396","Green technologies",0,0,35.27,11.36
"1121","Green technologies",0,0,11.58,11.36
"94","Green technologies",0,0,18.76,11.36
"1053","Green technologies",47,1.37,52.79,11.36
"1813","Green technologies",124,0.63,22.57,11.36
"1738","Green technologies",0,0,7.13,11.36
"844","Green technologies",6,2.1,42.28,11.36
"977","Green technologies",0,0,24.52,11.36
"1804","Green technologies",83,0.62,23.1,11.36
"392","Green technologies",2,1.91,14.43,11.36
"1455","Green technologies",0,0,4.87,11.36
"740","Green technologies",436,1.63,55.11,11.36
"1795","Green technologies",56,1.13,44.42,11.36
"378","Green technologies",3,0.79,35.04,11.36
"606","Green technologies",2,0.93,41.92,11.36
"1639","Green technologies",6,0.73,29.04,11.36
"167","Green technologies",138,1.13,47.62,11.36
"1710","Green technologies",127,0.63,18.41,11.36
"1435","Green technologies",0,0,18.71,11.36
"1527","Green technologies",3,0.5,20.49,11.36
"1654","Green technologies",5,0.72,55.52,11.36
"465","Green technologies",8,0.18,4.63,11.36
"1067","Green technologies",6094,1.17,72.21,11.36
"798","Green technologies",0,0,21.38,11.36
"711","Green technologies",40,0.84,36.94,11.36
"33","Green technologies",0,0,24.58,11.36
"1057","Green technologies",15,0.66,57.24,11.36
"785","Green technologies",2,1.14,46.62,11.36
"1766","Green technologies",472,0.72,27.55,11.36
"313","Green technologies",4,2.21,30.05,11.36
"980","Green technologies",3,1.32,38.95,11.36
"774","Green technologies",0,0,21.26,11.36
"1757","Green technologies",43,1.09,32.42,11.36
"1133","Green technologies",18,0.62,41.39,11.36
"97","Green technologies",1,1.14,29.16,11.36
"530","Green technologies",12,3.96,44.54,11.36
"1397","Green technologies",6,0.73,28.8,11.36
"1122","Green technologies",3,0.3,29.57,11.36
"940","Green technologies",7,1.04,19.95,11.36
"1054","Green technologies",25,1.02,60.33,11.36
"1814","Green technologies",12,1.35,56.06,11.36
"1739","Green technologies",60,0.93,40.44,11.36
"845","Green technologies",0,0,16.92,11.36
"978","Green technologies",1,5.72,17.16,11.36
"1805","Green technologies",91,0.91,35.63,11.36
"397","Green technologies",4,0.9,34.56,11.36
"1456","Green technologies",2,1.43,41.21,11.36
"741","Green technologies",184,0.71,41.98,11.36
"1796","Green technologies",20,1.12,48.1,11.36
"379","Green technologies",0,0,8.79,11.36
"609","Green technologies",1,0.66,35.81,11.36
"164","Green technologies",138,0.97,47.8,11.36
"1671","Green technologies",75,0.69,41.39,11.36
"481","Green technologies",0,0,1.9,11.36
"1786","Green technologies",1430,0.62,23.63,11.36
"153","Green technologies",1,2.86,5.58,11.36
"1655","Green technologies",56,1.04,37.47,11.36
"466","Green technologies",1,2.45,25.3,11.36
"1776","Green technologies",180,0.8,42.1,11.36
"1702","Green technologies",2,0.7,39.49,11.36
"712","Green technologies",20,0.72,30.11,11.36
"330","Green technologies",67,1.24,50.24,11.36
"1678","Green technologies",359,0.8,45.72,11.36
"1693","Green technologies",11,0.68,35.81,11.36
"1767","Green technologies",260,0.8,45.07,11.36
"1149","Green technologies",0,0,10.21,11.36
"1580","Green technologies",0,0,22.51,11.36
"550","Green technologies",0,0,10.93,11.36
"1407","Green technologies",0,0,21.5,11.36
"1135","Green technologies",0,0,8.61,11.36
"68","Green technologies",1,0.23,39.13,11.36
"532","Green technologies",0,0,13.06,11.36
"1398","Green technologies",1,0.82,28.74,11.36
"148","Green technologies",29,1.59,59.56,11.36
"857","Green technologies",0,0,10.81,11.36
"1675","Green technologies",227,1.15,44,11.36
"1815","Green technologies",3,0.89,42.99,11.36
"174","Green technologies",197,1.15,30.7,11.36
"846","Green technologies",6,1.87,44.12,11.36
"166","Green technologies",11,0.54,34.32,11.36
"1806","Green technologies",53,1.16,58.31,11.36
"399","Green technologies",3,2.71,29.99,11.36
"1458","Green technologies",1,0.72,23.4,11.36
"742","Green technologies",69,1.54,49.64,11.36
"1797","Green technologies",73,0.73,34.26,11.36
"38","Green technologies",1,0.95,28.68,11.36
"61","Green technologies",2,1.11,54.81,11.36
"1640","Green technologies",48,0.87,31.06,11.36
"1672","Green technologies",158,1.47,62.65,11.36
"482","Green technologies",0,0,12.65,11.36
"1787","Green technologies",28,0.77,23.52,11.36
"1530","Green technologies",0,0,8.08,11.36
"1656","Green technologies",32,1.81,49.23,11.36
"467","Green technologies",0,0,1.07,11.36
"1777","Green technologies",186,0.72,46.14,11.36
"1703","Green technologies",403,0.64,42.64,11.36
"713","Green technologies",35,1.06,29.69,11.36
"332","Green technologies",1,4.29,5.94,11.36
"1679","Green technologies",29,1.87,61.52,11.36
"1694","Green technologies",667,0.79,42.04,11.36
"1768","Green technologies",1004,0.63,19.36,11.36
"115","Green technologies",0,0,7.13,11.36
"1582","Green technologies",1,4.29,15.44,11.36
"551","Green technologies",50,1.99,54.28,11.36
"1408","Green technologies",2,0.9,55.76,11.36
"1136","Green technologies",0,0,13.78,11.36
"681","Green technologies",21,0.83,47.09,11.36
"533","Green technologies",0,0,15.56,11.36
"1399","Green technologies",0,0,42.64,11.36
"1480","Green technologies",0,0,18.35,11.36
"858","Green technologies",0,0,25.95,11.36
"1676","Green technologies",14,1.33,39.85,11.36
"182","Green technologies",4,1.96,41.98,11.36
"1740","Green technologies",132,0.59,11.34,11.36
"847","Green technologies",0,0,0.95,11.36
"1660","Green technologies",228,0.54,15.02,11.36
"1807","Green technologies",4,0.58,45.37,11.36
"40","Green technologies",2,0.53,28.09,11.36
"1459","Green technologies",0,0,2.97,11.36
"743","Green technologies",563,1.2,61.76,11.36
"1798","Green technologies",14,1.16,58.19,11.36
"382","Green technologies",13,1.86,30.88,11.36
"610","Green technologies",309,1.04,44.77,11.36
"1641","Green technologies",74,1.08,29.22,11.36
"1673","Green technologies",72,1.41,60.15,11.36
"483","Green technologies",0,0,14.67,11.36
"1788","Green technologies",40,1.98,47.03,11.36
"1531","Green technologies",1,1.43,26.43,11.36
"1657","Green technologies",101,1.09,26.9,11.36
"468","Green technologies",1,5.72,10.04,11.36
"1778","Green technologies",55,0.51,25.36,11.36
"1704","Green technologies",111,1.19,56.24,11.36
"714","Green technologies",20,0.52,34.92,11.36
"333","Green technologies",93,2.81,35.51,11.36
"168","Green technologies",11,1.6,56.35,11.36
"1695","Green technologies",161,0.49,21.62,11.36
"1769","Green technologies",47,1,44.12,11.36
"1152","Green technologies",0,0,4.28,11.36
"1584","Green technologies",2,3.81,28.15,11.36
"554","Green technologies",35,0.75,41.98,11.36
"1409","Green technologies",0,0,14.79,11.36
"1138","Green technologies",1,0.72,15.86,11.36
"682","Green technologies",0,0,11.76,11.36
"534","Green technologies",7,2.93,26.48,11.36
"140","Green technologies",0,0,14.07,11.36
"1483","Green technologies",152,0.86,38.54,11.36
"859","Green technologies",1,1.43,21.85,11.36
"1677","Green technologies",15,1.6,51.84,11.36
"1820","Green technologies",0,0,9.74,11.36
"1741","Green technologies",17,0.99,41.39,11.36
"848","Green technologies",1,0.44,39.31,11.36
"1661","Green technologies",15,1.56,41.98,11.36
"1808","Green technologies",46,1.05,50.36,11.36
"400","Green technologies",7,1.65,50.12,11.36
"146","Green technologies",0,0,17.7,11.36
"744","Green technologies",123,0.95,45.07,11.36
"1799","Green technologies",8,0.34,53.62,11.36
"383","Green technologies",0,0,4.69,11.36
"611","Green technologies",2,0.82,31.65,11.36
"1642","Green technologies",13,0.43,12.83,11.36
"1674","Green technologies",139,1.2,51.19,11.36
"484","Green technologies",23,1.3,46.44,11.36
"1789","Green technologies",14,0.47,46.14,11.36
"1536","Green technologies",270,1.25,38.6,11.36
"1658","Green technologies",38,1.22,59.68,11.36
"47","Green technologies",4,0.74,38.18,11.36
"1779","Green technologies",77,1.21,37.35,11.36
"1705","Green technologies",7,0.74,68.29,11.36
"715","Green technologies",995,1.13,48.04,11.36
"334","Green technologies",223,1.69,31.89,11.36
"1680","Green technologies",244,0.76,25.65,11.36
"1696","Green technologies",206,0.93,49.17,11.36
"177","Green technologies",23,1,27.14,11.36
"1155","Green technologies",0,0,19.3,11.36
"1585","Green technologies",1,3.43,14.01,11.36
"555","Green technologies",1,1.56,33.91,11.36
"141","Green technologies",1,1.07,26.43,11.36
"114","Green technologies",5,0.7,47.15,11.36
"685","Green technologies",12,0.95,36.58,11.36
"537","Green technologies",2,2.45,23.22,11.36
"1400","Green technologies",1,0.14,29.63,11.36
"1484","Green technologies",0,0,14.19,11.36
"860","Green technologies",0,0,29.33,11.36
"1198","Green technologies",8,1.72,51.01,11.36
"1826","Green technologies",0,0,7.9,11.36
"1742","Green technologies",554,0.59,19.54,11.36
"849","Green technologies",0,0,19.54,11.36
"1507","Green technologies",0,0,25.53,11.36
"122","Green technologies",1,2.45,9.26,11.36
"1783","Green technologies",37,0.59,32.01,11.36
"1460","Green technologies",9,2.97,48.4,11.36
"1563","Green technologies",0,0,13.72,11.36
"1204","Green technologies",3,0.78,35.33,11.36
"1684","Green technologies",13,0.48,26.25,11.36
"612","Green technologies",12,0.67,51.37,11.36
"1643","Green technologies",26,0.8,19.18,11.36
"1195","Green technologies",1,8.58,4.28,11.36
"1589","Green technologies",7,0.83,45.9,11.36
"1348","Green technologies",77,0.5,17.7,11.36
"1537","Green technologies",255,1.33,27.73,11.36
"1146","Green technologies",1,1.56,33.97,11.36
"472","Green technologies",1,0.32,28.33,11.36
"1780","Green technologies",27,0.38,32.78,11.36
"586","Green technologies",8,1.56,40.02,11.36
"224","Green technologies",1,1.07,27.49,11.36
"335","Green technologies",0,0,10.1,11.36
"1681","Green technologies",8,0.67,46.44,11.36
"1697","Green technologies",29,0.91,33.19,11.36
"1770","Green technologies",349,0.8,23.16,11.36
"1158","Green technologies",1,1.91,15.5,11.36
"1586","Green technologies",6,1.63,33.97,11.36
"556","Green technologies",12,2.12,22.09,11.36
"1410","Green technologies",0,0,8.14,11.36
"1142","Green technologies",0,0,4.28,11.36
"689","Green technologies",0,0,0.95,11.36
"539","Green technologies",0,0,9.2,11.36
"1401","Green technologies",0,0,27.38,11.36
"1485","Green technologies",1,0.9,29.22,11.36
"861","Green technologies",31,1.76,56.06,11.36
"1199","Green technologies",0,0,8.85,11.36
"1828","Green technologies",0,0,2.32,11.36
"1743","Green technologies",102,0.96,63.72,11.36
"850","Green technologies",0,0,9.2,11.36
"1509","Green technologies",0,0,31.71,11.36
"1221","Green technologies",128,1.23,39.9,11.36
"1784","Green technologies",1455,0.69,11.82,11.36
"1461","Green technologies",0,0,14.96,11.36
"1565","Green technologies",2,4.29,13.54,11.36
"1205","Green technologies",0,0,11.58,11.36
"1685","Green technologies",137,0.92,7.01,11.36
"614","Green technologies",125,0.64,21.67,11.36
"1644","Green technologies",37,0.92,33.25,11.36
"1196","Green technologies",0,0,19.54,11.36
"1590","Green technologies",1,0.9,31.53,11.36
"1349","Green technologies",1,3.43,18.29,11.36
"1538","Green technologies",483,0.89,9.44,11.36
"1147","Green technologies",5,1.05,31.89,11.36
"474","Green technologies",0,0,12,11.36
"1781","Green technologies",132,1.1,30.34,11.36
"587","Green technologies",16,1.88,52.55,11.36
"225","Green technologies",2,1.04,49.05,11.36
"336","Green technologies",2,2.45,36.76,11.36
"1682","Green technologies",116,0.65,23.1,11.36
"1698","Green technologies",151,1.01,44.83,11.36
"1771","Green technologies",24,0.66,21.79,11.36
"1159","Green technologies",11,1.13,46.02,11.36
"1587","Green technologies",10,1.22,39.13,11.36
"558","Green technologies",6,1.94,53.74,11.36
"1411","Green technologies",2,1.63,35.45,11.36
"1143","Green technologies",3,3.43,45.43,11.36
"693","Green technologies",1,4.29,7.54,11.36
"543","Green technologies",12,1.98,38.78,11.36
"1402","Green technologies",0,0,18.53,11.36
"1488","Green technologies",7,0.87,41.03,11.36
"862","Green technologies",2,1.27,51.01,11.36
"12","Green technologies",0,0,18.94,11.36
"183","Green technologies",68,1.11,52.79,11.36
"1744","Green technologies",103,0.72,34.62,11.36
"851","Green technologies",1,0.86,32.13,11.36
"151","Green technologies",1,2.86,11.88,11.36
"1222","Green technologies",475,0.67,30.29,11.36
"1785","Green technologies",939,0.64,17.93,11.36
"1463","Green technologies",6,1.2,36.7,11.36
"1567","Green technologies",6,3.96,43.76,11.36
"1206","Green technologies",0,0,0.95,11.36
"1686","Green technologies",11,0.44,27.73,11.36
"615","Green technologies",8,0.54,41.45,11.36
"1645","Green technologies",31,1.12,43.53,11.36
"1197","Green technologies",0,0,22.8,11.36
"1591","Green technologies",0,0,14.01,11.36
"135","Green technologies",2,0.78,35.33,11.36
"1539","Green technologies",195,0.67,19.89,11.36
"1148","Green technologies",0,0,5.23,11.36
"475","Green technologies",0,0,6,11.36
"1782","Green technologies",74,0.42,16.57,11.36
"589","Green technologies",11,1.46,47.86,11.36
"226","Green technologies",2,1.56,28.15,11.36
"338","Green technologies",32,6.17,33.91,11.36
"1683","Green technologies",25,1.41,41.15,11.36
"1699","Green technologies",301,1.27,50.95,11.36
"1772","Green technologies",107,0.77,35.63,11.36
"116","Green technologies",1,1.56,35.57,11.36
"1588","Green technologies",66,0.66,55.7,11.36
"559","Green technologies",23,3.35,34.26,11.36
"1412","Green technologies",1,1.56,34.92,11.36
"1145","Green technologies",0,0,19.24,11.36
"695","Green technologies",0,0,4.57,11.36
"544","Green technologies",59,1.06,45.61,11.36
"1403","Green technologies",5,0.9,44.54,11.36
"1489","Green technologies",0,0,8.61,11.36
"863","Green technologies",15,0.58,31.59,11.36
"120","Green technologies",0,0,8.02,11.36
"1833","Green technologies",0,0,2.08,11.36
"1745","Green technologies",6,0.69,41.45,11.36
"853","Green technologies",0,0,29.75,11.36
"1510","Green technologies",6,1.91,42.16,11.36
"1223","Green technologies",52,1.05,50.06,11.36
"1338","Green technologies",1,4.29,5.05,11.36
"1464","Green technologies",0,0,8.43,11.36
"1570","Green technologies",1,1.07,21.56,11.36
"1207","Green technologies",1,2.45,22.86,11.36
"1687","Green technologies",946,0.62,15.5,11.36
"616","Green technologies",16,0.59,29.04,11.36
"1646","Green technologies",2,0.12,17.22,11.36
"1164","Green technologies",0,0,16.86,11.36
"1592","Green technologies",17,0.48,36.28,11.36
"1351","Green technologies",3,0.7,48.04,11.36
"154","Green technologies",0,0,2.02,11.36
"1470","Green technologies",29,1.36,33.97,11.36
"476","Green technologies",1,4.29,13.36,11.36
"1284","Green technologies",0,0,4.04,11.36
"590","Green technologies",0,0,13.9,11.36
"227","Green technologies",230,1.16,19.48,11.36
"339","Green technologies",3,0.84,45.49,11.36
"1171","Green technologies",6,1.75,53.09,11.36
"170","Green technologies",279,1.05,47.09,11.36
"1773","Green technologies",44,0.62,24.7,11.36
"1160","Green technologies",5,1.05,7.66,11.36
"1515","Green technologies",31,1.55,39.85,11.36
"56","Green technologies",0,0,15.32,11.36
"1413","Green technologies",1,0.69,33.85,11.36
"1468","Green technologies",0,0,47.98,11.36
"696","Green technologies",13,0.81,38.18,11.36
"547","Green technologies",63,2.23,59.56,11.36
"1404","Green technologies",0,0,13.24,11.36
"149","Green technologies",1,0.72,43.17,11.36
"864","Green technologies",0,0,34.44,11.36
"1200","Green technologies",2,3.43,32.07,11.36
"1836","Green technologies",70,1.06,41.27,11.36
"1746","Green technologies",42,0.75,36.34,11.36
"854","Green technologies",5,0.54,34.09,11.36
"1511","Green technologies",3,1.56,48.87,11.36
"1224","Green technologies",134,1.92,43.82,11.36
"134","Green technologies",46,1.23,48.75,11.36
"1465","Green technologies",9,3.86,23.46,11.36
"1571","Green technologies",0,0,3.03,11.36
"1208","Green technologies",0,0,7.19,11.36
"1688","Green technologies",35,0.47,30.05,11.36
"619","Green technologies",79,1.09,9.26,11.36
"1647","Green technologies",5,0.52,38.54,11.36
"1165","Green technologies",3,1.05,37.71,11.36
"1593","Green technologies",4,1.37,36.88,11.36
"1354","Green technologies",0,0,14.13,11.36
"1540","Green technologies",44,0.71,45.31,11.36
"1471","Green technologies",0,0,1.66,11.36
"479","Green technologies",851,1.07,49.82,11.36
"1286","Green technologies",1,5.72,10.75,11.36
"591","Green technologies",0,0,10.27,11.36
"228","Green technologies",1,2.15,19.66,11.36
"34","Green technologies",0,0,2.26,11.36
"1172","Green technologies",0,0,32.42,11.36
"1700","Green technologies",178,0.69,42.99,11.36
"1774","Green technologies",188,0.97,34.8,11.36
"1162","Green technologies",0,0,9.8,11.36
"1516","Green technologies",0,0,14.55,11.36
"561","Green technologies",2,3.43,25.77,11.36
"1414","Green technologies",3,2.06,22.21,11.36
"1469","Green technologies",2,0.27,55.82,11.36
"697","Green technologies",0,0,8.19,11.36
"549","Green technologies",1,0.9,21.5,11.36
"1405","Green technologies",2,3.43,17.52,11.36
"1490","Green technologies",374,0.69,37.53,11.36
"866","Green technologies",0,0,20.49,11.36
"1202","Green technologies",0,0,1.48,11.36
"1838","Green technologies",2,3.12,19.36,11.36
"1747","Green technologies",242,0.58,16.75,11.36
"855","Green technologies",0,0,4.69,11.36
"1513","Green technologies",17,0.82,41.33,11.36
"1225","Green technologies",46,0.67,23.75,11.36
"1343","Green technologies",1,8.58,1.25,11.36
"1466","Green technologies",2,2.29,33.37,11.36
"1572","Green technologies",2,1.07,33.14,11.36
"121","Green technologies",0,0,17.16,11.36
"1689","Green technologies",75,1.02,48.22,11.36
"620","Green technologies",39,1.21,45.9,11.36
"1648","Green technologies",10,1.02,47.45,11.36
"1167","Green technologies",0,0,17.1,11.36
"1594","Green technologies",2,3.81,20.72,11.36
"1355","Green technologies",2,0.72,19.71,11.36
"1541","Green technologies",44,0.57,24.94,11.36
"1474","Green technologies",1,0.16,31.35,11.36
"48","Green technologies",31,1.62,39.79,11.36
"1288","Green technologies",1,4.29,19.3,11.36
"592","Green technologies",45,1.35,38.66,11.36
"229","Green technologies",0,0,27.49,11.36
"340","Green technologies",67,1.98,62.95,11.36
"1174","Green technologies",0,0,2.08,11.36
"1701","Green technologies",9,0.55,28.09,11.36
"1775","Green technologies",55,1.2,63.42,11.36
"1163","Green technologies",3,1.01,21.62,11.36
"1517","Green technologies",4,1.37,54.28,11.36
"562","Green technologies",1,4.29,11.34,11.36
"1415","Green technologies",0,0,17.64,11.36
"147","Green technologies",5,1.51,53.15,11.36
"702","Green technologies",319,0.85,19.12,11.36
"55","Green technologies",0,0,17.81,11.36
"1406","Green technologies",1,1.56,42.16,11.36
"1491","Green technologies",9,0.73,41.39,11.36
"867","Green technologies",1,1.01,39.85,11.36
"1203","Green technologies",0,0,8.14,11.36
"184","Green technologies",1,0.49,53.68,11.36
"1748","Green technologies",211,1.28,54.04,11.36
"856","Green technologies",0,0,6.59,11.36
"1514","Green technologies",142,0.81,40.97,11.36
"1226","Green technologies",39,0.63,30.17,11.36
"1347","Green technologies",0,0,7.78,11.36
"1467","Green technologies",0,0,2.14,11.36
"1573","Green technologies",5,1.32,39.31,11.36
"1215","Green technologies",0,0,0.95,11.36
"169","Green technologies",101,0.76,14.49,11.36
"621","Green technologies",2,0.61,37.71,11.36
"1649","Green technologies",388,0.58,19.42,11.36
"1168","Green technologies",0,0,22.03,11.36
"1595","Green technologies",1,1.23,22.33,11.36
"1356","Green technologies",11,0.86,37.41,11.36
"1542","Green technologies",141,0.65,20.13,11.36
"1475","Green technologies",5,1.87,43.76,11.36
"363","Green technologies",22,1.91,49.82,11.36
"129","Green technologies",20,0.62,23.22,11.36
"194","Green technologies",169,0.98,39.19,11.36
"1500","Green technologies",0,0,10.69,11.36
"341","Green technologies",6,1.11,61.58,11.36
"1176","Green technologies",0,0,0.89,11.36
"581","Green technologies",11,2.12,47.57,11.36
"1426","Green technologies",0,0,6.18,11.36
"662","Green technologies",0,0,2.49,11.36
"641","Green technologies",3,1.39,27.43,11.36
"563","Green technologies",15,3.73,39.25,11.36
"1416","Green technologies",3,0.4,37.59,11.36
"200","Green technologies",10,3.3,48.99,11.36
"640","Green technologies",0,0,15.86,11.36
"358","Green technologies",0,0,11.46,11.36
"190","Green technologies",0,0,6.65,11.36
"1497","Green technologies",1,1.14,36.1,11.36
"650","Green technologies",17,0.72,46.08,11.36
"213","Green technologies",229,3.36,32.24,11.36
"1840","Green technologies",8,2.02,58.49,11.36
"578","Green technologies",0,0,20.49,11.36
"649","Green technologies",26,1.62,61.05,11.36
"211","Green technologies",3,1.36,38.6,11.36
"1227","Green technologies",14,1.13,48.46,11.36
"1298","Green technologies",1,2.86,11.76,11.36
"198","Green technologies",145,3.39,32.3,11.36
"1574","Green technologies",0,0,4.33,11.36
"1217","Green technologies",0,0,2.02,11.36
"1690","Green technologies",7,0.69,43.35,11.36
"622","Green technologies",11,0.52,33.43,11.36
"165","Green technologies",83,0.93,36.1,11.36
"1169","Green technologies",0,0,6,11.36
"1596","Green technologies",3,0.45,25.89,11.36
"1357","Green technologies",24,0.69,49.17,11.36
"1543","Green technologies",420,0.88,49.52,11.36
"1476","Green technologies",6,1.78,39.61,11.36
"365","Green technologies",1,8.58,14.55,11.36
"1291","Green technologies",0,0,24.88,11.36
"195","Green technologies",0,0,2.32,11.36
"1501","Green technologies",3,0.74,50.71,11.36
"344","Green technologies",0,0,14.13,11.36
"1178","Green technologies",1,0.44,43.53,11.36
"582","Green technologies",10,1.31,39.61,11.36
"1427","Green technologies",190,0.92,61.1,11.36
"666","Green technologies",0,0,2.32,11.36
"642","Green technologies",6,1.78,23.1,11.36
"564","Green technologies",0,0,13,11.36
"1417","Green technologies",0,0,0.95,11.36
"203","Green technologies",1,1.72,17.87,11.36
"1557","Green technologies",1,1.01,27.61,11.36
"359","Green technologies",0,0,7.36,11.36
"192","Green technologies",9,3.22,29.51,11.36
"1498","Green technologies",15,0.9,38.48,11.36
"653","Green technologies",0,0,14.67,11.36
"214","Green technologies",5,1.26,41.86,11.36
"1844","Green technologies",0,0,26.54,11.36
"579","Green technologies",6,0.72,40.68,11.36
"2","Green technologies",0,0,7.01,11.36
"1578","Green technologies",0,0,26.19,11.36
"1228","Green technologies",14,0.66,29.69,11.36
"13","Green technologies",0,0,0.53,11.36
"199","Green technologies",0,0,29.99,11.36
"1575","Green technologies",0,0,1.25,11.36
"1218","Green technologies",0,0,26.9,11.36
"1691","Green technologies",37,1.01,45.84,11.36
"623","Green technologies",1,0.54,33.49,11.36
"1650","Green technologies",70,0.59,59.98,11.36
"117","Green technologies",7,0.98,43.88,11.36
