"","to","from","domain","count","world_domain_total","from_domain_total","export_share","import_share","deviation","importer_total","import_share_2","parent","buyer_total","year","share","count_M","rca","color","id","value","period"
"479","Seychelles","Ukraine","Chemical Engineering",6726,941484501532,491669872,"0.0522 %","0.0216 %",-0.0307,6726,0.0216,"Africa",31184735,2024,0.0014,"$6.73k",0.41,"#B98787","Seychelles",6726,2024
"480","Singapore","Ukraine","Chemical Engineering",70220,941484501532,491669872,"0.0522 %","6e-04 %",-0.0516,70220,6e-04,"Asia",11255462779,2024,0.0143,"$70.22k",0.01,"#921515","Singapore",70220,2024
"481","Slovakia","Ukraine","Chemical Engineering",25608210,941484501532,491669872,"0.0522 %","0.8868 %",0.8345,25608210,0.8868,"Europe",2887871293,2024,5.2084,"$25.61M",16.98,"#006400","Slovakia",25608210,2024
"482","Slovenia","Ukraine","Chemical Engineering",11854552,941484501532,491669872,"0.0522 %","0.3032 %",0.251,11854552,0.3032,"Europe",3909171164,2024,2.4111,"$11.85M",5.81,"#1B721B","Slovenia",11854552,2024
"483","Somalia","Ukraine","Chemical Engineering",4736,941484501532,491669872,"0.0522 %","0.0084 %",-0.0438,4736,0.0084,"Africa",56234112,2024,0.001,"$4.74k",0.16,"#A85454","Somalia",4736,2024
"484","South Africa","Ukraine","Chemical Engineering",435247,941484501532,491669872,"0.0522 %","0.0079 %",-0.0443,435247,0.0079,"Africa",5502167021,2024,0.0885,"$435.25k",0.15,"#A75252","South Africa",435247,2024
"485","South Korea","Ukraine","Chemical Engineering",1153090,941484501532,491669872,"0.0522 %","0.0041 %",-0.0481,1153090,0.0041,"Asia",28121415130,2024,0.2345,"$1.15M",0.08,"#9F3C3C","South Korea",1153090,2024
"486","Spain","Ukraine","Chemical Engineering",2035472,941484501532,491669872,"0.0522 %","0.0097 %",-0.0425,2035472,0.0097,"Europe",20979689438,2024,0.414,"$2.04M",0.19,"#AA5C5C","Spain",2035472,2024
"487","Sri Lanka","Ukraine","Chemical Engineering",38,941484501532,491669872,"0.0522 %","0 %",-0.0522,38,3.934e-06,"Asia",965950199,2024,7.7288e-06,"$0.04k",0,"darkred","Sri Lanka",38,2024
"488","St Kitts and Nevis","Ukraine","Chemical Engineering",145,941484501532,491669872,"0.0522 %","0.0022 %",-0.0501,145,0.0022,"North America",6727255,2024,0,"$0.14k",0.04,"#992A2A","St Kitts and Nevis",145,2024
"489","Sweden","Ukraine","Chemical Engineering",214985,941484501532,491669872,"0.0522 %","0.0033 %",-0.049,214985,0.0033,"Europe",6575772687,2024,0.0437,"$214.99k",0.06,"#9D3434","Sweden",214985,2024
"490","Switzerland","Ukraine","Chemical Engineering",4157761,941484501532,491669872,"0.0522 %","0.0436 %",-0.0086,4157761,0.0436,"Europe",9535976272,2024,0.8456,"$4.16M",0.83,"#CDC0C0","Switzerland",4157761,2024
"491","Tajikistan","Ukraine","Chemical Engineering",162983,941484501532,491669872,"0.0522 %","0.1127 %",0.0605,162983,0.1127,"Asia",144578983,2024,0.0331,"$162.98k",2.16,"#599359","Tajikistan",162983,2024
"492","Thailand","Ukraine","Chemical Engineering",551249,941484501532,491669872,"0.0522 %","0.0039 %",-0.0483,551249,0.0039,"Asia",14161033298,2024,0.1121,"$551.25k",0.07,"#9E3838","Thailand",551249,2024
"493","The Netherlands","Ukraine","Chemical Engineering",19402776,941484501532,491669872,"0.0522 %","0.0517 %",-5e-04,19402776,0.0517,"Europe",37517621009,2024,3.9463,"$19.4M",0.99,"#D3D2D2","The Netherlands",19402776,2024
"494","Togo","Ukraine","Chemical Engineering",729,941484501532,491669872,"0.0522 %","3e-04 %",-0.0519,729,3e-04,"Africa",238783770,2024,1e-04,"$0.73k",0.01,"#921515","Togo",729,2024
"495","Trinidad and Tobago","Ukraine","Chemical Engineering",5801,941484501532,491669872,"0.0522 %","0.0032 %",-0.049,5801,0.0032,"North America",181919712,2024,0.0012,"$5.8k",0.06,"#9D3434","Trinidad and Tobago",5801,2024
"496","Tunisia","Ukraine","Chemical Engineering",33072,941484501532,491669872,"0.0522 %","0.004 %",-0.0483,33072,0.004,"Africa",836660803,2024,0.0067,"$33.07k",0.08,"#9F3C3C","Tunisia",33072,2024
"497","Turkiye","Ukraine","Chemical Engineering",8500822,941484501532,491669872,"0.0522 %","0.0505 %",-0.0018,8500822,0.0505,"Asia",16845064014,2024,1.729,"$8.5M",0.97,"#D2D0D0","Turkiye",8500822,2024
"498","Turkmenistan","Ukraine","Chemical Engineering",135148,941484501532,491669872,"0.0522 %","0.0698 %",0.0176,135148,0.0698,"Asia",193647082,2024,0.0275,"$135.15k",1.34,"#88AB88","Turkmenistan",135148,2024
"499","Uganda","Ukraine","Chemical Engineering",3856,941484501532,491669872,"0.0522 %","7e-04 %",-0.0515,3856,7e-04,"Africa",525332383,2024,8e-04,"$3.86k",0.01,"#921515","Uganda",3856,2024
"500","United Arab Emirates","Ukraine","Chemical Engineering",1586510,941484501532,491669872,"0.0522 %","0.0184 %",-0.0338,1586510,0.0184,"Asia",8619056686,2024,0.3227,"$1.59M",0.35,"#B67D7D","United Arab Emirates",1586510,2024
"501","United Kingdom","Ukraine","Chemical Engineering",6095491,941484501532,491669872,"0.0522 %","0.0306 %",-0.0216,6095491,0.0306,"Europe",19888387711,2024,1.2398,"$6.1M",0.59,"#C2A2A2","United Kingdom",6095491,2024
"502","United States","Ukraine","Chemical Engineering",29057462,941484501532,491669872,"0.0522 %","0.027 %",-0.0252,29057462,0.027,"North America",107518868566,2024,5.91,"$29.06M",0.52,"#BF9898","United States",29057462,2024
"503","Uruguay","Ukraine","Chemical Engineering",23407,941484501532,491669872,"0.0522 %","0.0022 %",-0.0501,23407,0.0022,"South America",1083573691,2024,0.0048,"$23.41k",0.04,"#992A2A","Uruguay",23407,2024
"504","Uzbekistan","Ukraine","Chemical Engineering",6973500,941484501532,491669872,"0.0522 %","0.6146 %",0.5624,6973500,0.6146,"Asia",1134568352,2024,1.4183,"$6.97M",11.77,"#006400","Uzbekistan",6973500,2024
"505","Vanuatu","Ukraine","Chemical Engineering",236,941484501532,491669872,"0.0522 %","0.0033 %",-0.0489,236,0.0033,"Oceania",7086773,2024,0,"$0.24k",0.06,"#9D3434","Vanuatu",236,2024
"506","Venezuela","Ukraine","Chemical Engineering",71112,941484501532,491669872,"0.0522 %","0.0133 %",-0.0389,71112,0.0133,"South America",535301114,2024,0.0145,"$71.11k",0.25,"#AF6A6A","Venezuela",71112,2024
"507","Vietnam","Ukraine","Chemical Engineering",201947,941484501532,491669872,"0.0522 %","0.0015 %",-0.0507,201947,0.0015,"Asia",13106807930,2024,0.0411,"$201.95k",0.03,"#972525","Vietnam",201947,2024
"508","Yemen","Ukraine","Chemical Engineering",184164,941484501532,491669872,"0.0522 %","0.0919 %",0.0397,184164,0.0919,"Asia",200309148,2024,0.0375,"$184.16k",1.76,"#6A9C6A","Yemen",184164,2024
"509","Zambia","Ukraine","Chemical Engineering",160236,941484501532,491669872,"0.0522 %","0.0124 %",-0.0399,160236,0.0124,"Africa",1296962818,2024,0.0326,"$160.24k",0.24,"#AE6767","Zambia",160236,2024
"510","Albania","Ukraine","Coal",43200,230454383117,139026492,"0.0603 %","0.191 %",0.1307,43200,0.191,"Europe",22612328,2024,0.0311,"$43.2k",3.17,"#3E843E","Albania",43200,2024
"511","Armenia","Ukraine","Coal",51054,230454383117,139026492,"0.0603 %","1.3347 %",1.2744,51054,1.3347,"Asia",3825160,2024,0.0367,"$51.05k",22.12,"#006400","Armenia",51054,2024
"512","Austria","Ukraine","Coal",17970,230454383117,139026492,"0.0603 %","0.002 %",-0.0584,17970,0.002,"Europe",914618666,2024,0.0129,"$17.97k",0.03,"#972525","Austria",17970,2024
"513","Azerbaijan","Ukraine","Coal",2185,230454383117,139026492,"0.0603 %","0.0155 %",-0.0448,2185,0.0155,"Asia",14096925,2024,0.0016,"$2.18k",0.26,"#B06C6C","Azerbaijan",2185,2024
"514","Belgium","Ukraine","Coal",16510603,230454383117,139026492,"0.0603 %","0.3092 %",0.2489,16510603,0.3092,"Europe",5340099061,2024,11.8759,"$16.51M",5.13,"#217521","Belgium",16510603,2024
"515","Bosnia and Herzegovina","Ukraine","Coal",9044,230454383117,139026492,"0.0603 %","0.0033 %",-0.057,9044,0.0033,"Europe",273123172,2024,0.0065,"$9.04k",0.05,"#9B2F2F","Bosnia and Herzegovina",9044,2024
"516","Bulgaria","Ukraine","Coal",44002,230454383117,139026492,"0.0603 %","0.0218 %",-0.0386,44002,0.0218,"Europe",202169027,2024,0.0317,"$44k",0.36,"#B67F7F","Bulgaria",44002,2024
"517","China","Ukraine","Coal",12504579,230454383117,139026492,"0.0603 %","0.0248 %",-0.0355,12504579,0.0248,"Asia",50464189571,2024,8.9944,"$12.5M",0.41,"#B98787","China",12504579,2024
"518","Croatia","Ukraine","Coal",375,230454383117,139026492,"0.0603 %","1e-04 %",-0.0602,375,1e-04,"Europe",333155272,2024,3e-04,"$0.38k",0,"darkred","Croatia",375,2024
"519","Czechia","Ukraine","Coal",20181995,230454383117,139026492,"0.0603 %","2.277 %",2.2167,20181995,2.277,"Europe",886324624,2024,14.5167,"$20.18M",37.74,"#006400","Czechia",20181995,2024
"520","Denmark","Ukraine","Coal",1010354,230454383117,139026492,"0.0603 %","0.2024 %",0.1421,1010354,0.2024,"Europe",499219711,2024,0.7267,"$1.01M",3.35,"#3A833A","Denmark",1010354,2024
"521","Egypt","Ukraine","Coal",325,230454383117,139026492,"0.0603 %","0 %",-0.0603,325,0,"Africa",810063870,2024,2e-04,"$0.32k",0,"darkred","Egypt",325,2024
"522","Estonia","Ukraine","Coal",176279,230454383117,139026492,"0.0603 %","0.1389 %",0.0786,176279,0.1389,"Europe",126865505,2024,0.1268,"$176.28k",2.3,"#549054","Estonia",176279,2024
"523","Finland","Ukraine","Coal",4453,230454383117,139026492,"0.0603 %","9e-04 %",-0.0594,4453,9e-04,"Europe",487236121,2024,0.0032,"$4.45k",0.02,"#951E1E","Finland",4453,2024
"524","France","Ukraine","Coal",52,230454383117,139026492,"0.0603 %","0 %",-0.0603,52,2.6428e-06,"Europe",1967575354,2024,0,"$0.05k",0,"darkred","France",52,2024
"525","Georgia","Ukraine","Coal",125315,230454383117,139026492,"0.0603 %","0.1438 %",0.0835,125315,0.1438,"Asia",87130853,2024,0.0901,"$125.32k",2.38,"#528F52","Georgia",125315,2024
"526","Germany","Ukraine","Coal",147621,230454383117,139026492,"0.0603 %","0.0024 %",-0.058,147621,0.0024,"Europe",6227686172,2024,0.1062,"$147.62k",0.04,"#992A2A","Germany",147621,2024
"527","Greece","Ukraine","Coal",388,230454383117,139026492,"0.0603 %","2e-04 %",-0.0601,388,2e-04,"Europe",177494967,2024,3e-04,"$0.39k",0,"darkred","Greece",388,2024
"528","Hungary","Ukraine","Coal",44553,230454383117,139026492,"0.0603 %","0.0203 %",-0.04,44553,0.0203,"Europe",218991858,2024,0.032,"$44.55k",0.34,"#B57B7B","Hungary",44553,2024
"529","India","Ukraine","Coal",30471323,230454383117,139026492,"0.0603 %","0.0849 %",0.0246,30471323,0.0849,"Asia",35884600810,2024,21.9176,"$30.47M",1.41,"#81A881","India",30471323,2024
"530","Indonesia","Ukraine","Coal",5358084,230454383117,139026492,"0.0603 %","0.1145 %",0.0542,5358084,0.1145,"Asia",4678317193,2024,3.854,"$5.36M",1.9,"#649864","Indonesia",5358084,2024
"531","Ireland","Ukraine","Coal",29,230454383117,139026492,"0.0603 %","0 %",-0.0603,29,0,"Europe",121422122,2024,0,"$0.03k",0,"darkred","Ireland",29,2024
"532","Israel","Ukraine","Coal",5000,230454383117,139026492,"0.0603 %","0.0014 %",-0.0589,5000,0.0014,"Asia",358558828,2024,0.0036,"$5k",0.02,"#951E1E","Israel",5000,2024
"533","Italy","Ukraine","Coal",6166947,230454383117,139026492,"0.0603 %","0.4522 %",0.3919,6166947,0.4522,"Europe",1363693587,2024,4.4358,"$6.17M",7.5,"#0E6B0E","Italy",6166947,2024
"534","Kazakhstan","Ukraine","Coal",1829653,230454383117,139026492,"0.0603 %","0.4699 %",0.4095,1829653,0.4699,"Asia",389390970,2024,1.316,"$1.83M",7.79,"#0C6A0C","Kazakhstan",1829653,2024
"535","Latvia","Ukraine","Coal",55716,230454383117,139026492,"0.0603 %","0.0838 %",0.0235,55716,0.0838,"Europe",66488484,2024,0.0401,"$55.72k",1.39,"#83A983","Latvia",55716,2024
"536","Lithuania","Ukraine","Coal",13568,230454383117,139026492,"0.0603 %","0.0121 %",-0.0482,13568,0.0121,"Europe",112286318,2024,0.0098,"$13.57k",0.2,"#AB5E5E","Lithuania",13568,2024
"537","Moldova","Ukraine","Coal",496950,230454383117,139026492,"0.0603 %","3.2496 %",3.1892,496950,3.2496,"Europe",15292855,2024,0.3574,"$496.95k",53.87,"#006400","Moldova",496950,2024
"538","Montenegro","Ukraine","Coal",1247904,230454383117,139026492,"0.0603 %","36.3493 %",36.289,1247904,36.3493,"Europe",3433091,2024,0.8976,"$1.25M",602.54,"darkgreen","Montenegro",1247904,2024
"539","Poland","Ukraine","Coal",8918802,230454383117,139026492,"0.0603 %","0.5084 %",0.4481,8918802,0.5084,"Europe",1754280303,2024,6.4152,"$8.92M",8.43,"#086808","Poland",8918802,2024
"540","Romania","Ukraine","Coal",3350567,230454383117,139026492,"0.0603 %","1.1607 %",1.1004,3350567,1.1607,"Europe",288656393,2024,2.41,"$3.35M",19.24,"#006400","Romania",3350567,2024
"541","Saudi Arabia","Ukraine","Coal",4523,230454383117,139026492,"0.0603 %","0.001 %",-0.0593,4523,0.001,"Asia",448722599,2024,0.0033,"$4.52k",0.02,"#951E1E","Saudi Arabia",4523,2024
"542","Serbia","Ukraine","Coal",135477,230454383117,139026492,"0.0603 %","0.0255 %",-0.0349,135477,0.0255,"Europe",532100262,2024,0.0974,"$135.48k",0.42,"#BA8989","Serbia",135477,2024
"543","Slovakia","Ukraine","Coal",9149340,230454383117,139026492,"0.0603 %","1.1462 %",1.0859,9149340,1.1462,"Europe",798245264,2024,6.581,"$9.15M",19,"#006400","Slovakia",9149340,2024
"544","South Korea","Ukraine","Coal",1530,230454383117,139026492,"0.0603 %","0 %",-0.0603,1530,9.3437e-06,"Asia",16374736533,2024,0.0011,"$1.53k",0,"darkred","South Korea",1530,2024
"545","Spain","Ukraine","Coal",3995510,230454383117,139026492,"0.0603 %","0.1801 %",0.1198,3995510,0.1801,"Europe",2217901331,2024,2.8739,"$4M",2.99,"#418641","Spain",3995510,2024
"546","Sweden","Ukraine","Coal",14887140,230454383117,139026492,"0.0603 %","1.4334 %",1.3731,14887140,1.4334,"Europe",1038589650,2024,10.7081,"$14.89M",23.76,"#006400","Sweden",14887140,2024
"547","The Netherlands","Ukraine","Coal",3172,230454383117,139026492,"0.0603 %","0 %",-0.0603,3172,0,"Europe",9816693346,2024,0.0023,"$3.17k",0,"darkred","The Netherlands",3172,2024
"548","Turkiye","Ukraine","Coal",1526050,230454383117,139026492,"0.0603 %","0.0256 %",-0.0348,1526050,0.0256,"Asia",5969212481,2024,1.0977,"$1.53M",0.42,"#BA8989","Turkiye",1526050,2024
"549","United States","Ukraine","Coal",64,230454383117,139026492,"0.0603 %","0 %",-0.0603,64,2.4129e-06,"North America",2652438917,2024,0,"$0.06k",0,"darkred","United States",64,2024
"550","Uzbekistan","Ukraine","Coal",534796,230454383117,139026492,"0.0603 %","0.2103 %",0.1499,534796,0.2103,"Asia",254332755,2024,0.3847,"$534.8k",3.49,"#388138","Uzbekistan",534796,2024
"551","Algeria","Ukraine","DefenseTech",60336,157473966732,167428119,"0.1063 %","0.058 %",-0.0483,60336,0.058,"Africa",104056535,2024,0.036,"$60.34k",0.55,"#C09C9C","Algeria",60336,2024
"552","Argentina","Ukraine","DefenseTech",88788,157473966732,167428119,"0.1063 %","0.086 %",-0.0203,88788,0.086,"South America",103206489,2024,0.053,"$88.79k",0.81,"#CCBEBE","Argentina",88788,2024
"553","Armenia","Ukraine","DefenseTech",19122,157473966732,167428119,"0.1063 %","0.0338 %",-0.0725,19122,0.0338,"Asia",56505374,2024,0.0114,"$19.12k",0.32,"#B47777","Armenia",19122,2024
"554","Australia","Ukraine","DefenseTech",94983,157473966732,167428119,"0.1063 %","0.0036 %",-0.1027,94983,0.0036,"Oceania",2638432088,2024,0.0567,"$94.98k",0.03,"#972525","Australia",94983,2024
"555","Austria","Ukraine","DefenseTech",2795,157473966732,167428119,"0.1063 %","4e-04 %",-0.106,2795,4e-04,"Europe",760419577,2024,0.0017,"$2.8k",0,"darkred","Austria",2795,2024
"556","Azerbaijan","Ukraine","DefenseTech",70366,157473966732,167428119,"0.1063 %","0.031 %",-0.0753,70366,0.031,"Asia",226929343,2024,0.042,"$70.37k",0.29,"#B27272","Azerbaijan",70366,2024
"557","Bahrain","Ukraine","DefenseTech",34,157473966732,167428119,"0.1063 %","0 %",-0.1063,34,0,"Asia",186473075,2024,0,"$0.03k",0,"darkred","Bahrain",34,2024
"558","Bangladesh","Ukraine","DefenseTech",7680,157473966732,167428119,"0.1063 %","0.0096 %",-0.0967,7680,0.0096,"Asia",80195312,2024,0.0046,"$7.68k",0.09,"#A13F3F","Bangladesh",7680,2024
"559","Belgium","Ukraine","DefenseTech",1477,157473966732,167428119,"0.1063 %","1e-04 %",-0.1062,1477,1e-04,"Europe",1283031044,2024,9e-04,"$1.48k",0,"darkred","Belgium",1477,2024
"560","Brazil","Ukraine","DefenseTech",9252,157473966732,167428119,"0.1063 %","5e-04 %",-0.1059,9252,5e-04,"South America",2053298837,2024,0.0055,"$9.25k",0,"darkred","Brazil",9252,2024
"561","Bulgaria","Ukraine","DefenseTech",23265448,157473966732,167428119,"0.1063 %","5.2224 %",5.1161,23265448,5.2224,"Europe",445495490,2024,13.8958,"$23.27M",49.12,"#006400","Bulgaria",23265448,2024
"562","Cambodia","Ukraine","DefenseTech",30,157473966732,167428119,"0.1063 %","2e-04 %",-0.1061,30,2e-04,"Asia",16734093,2024,0,"$0.03k",0,"darkred","Cambodia",30,2024
"563","Canada","Ukraine","DefenseTech",76687,157473966732,167428119,"0.1063 %","0.0012 %",-0.1051,76687,0.0012,"North America",6501363043,2024,0.0458,"$76.69k",0.01,"#921515","Canada",76687,2024
"564","Central African Republic","Ukraine","DefenseTech",13704,157473966732,167428119,"0.1063 %","0.0639 %",-0.0425,13704,0.0639,"Africa",21462195,2024,0.0082,"$13.7k",0.6,"#C3A3A3","Central African Republic",13704,2024
"565","Chile","Ukraine","DefenseTech",2667,157473966732,167428119,"0.1063 %","0.0013 %",-0.1051,2667,0.0013,"South America",210125247,2024,0.0016,"$2.67k",0.01,"#921515","Chile",2667,2024
"566","China","Ukraine","DefenseTech",181997,157473966732,167428119,"0.1063 %","0.0043 %",-0.102,181997,0.0043,"Asia",4222797222,2024,0.1087,"$182k",0.04,"#992A2A","China",181997,2024
"567","Colombia","Ukraine","DefenseTech",12578,157473966732,167428119,"0.1063 %","0.0041 %",-0.1022,12578,0.0041,"South America",304859340,2024,0.0075,"$12.58k",0.04,"#992A2A","Colombia",12578,2024
"568","Costa Rica","Ukraine","DefenseTech",937,157473966732,167428119,"0.1063 %","0.0036 %",-0.1027,937,0.0036,"North America",26047640,2024,6e-04,"$0.94k",0.03,"#972525","Costa Rica",937,2024
"569","Croatia","Ukraine","DefenseTech",259943,157473966732,167428119,"0.1063 %","0.0736 %",-0.0327,259943,0.0736,"Europe",352965766,2024,0.1553,"$259.94k",0.69,"#C7AFAF","Croatia",259943,2024
"570","Cyprus","Ukraine","DefenseTech",9,157473966732,167428119,"0.1063 %","0 %",-0.1063,9,0,"Europe",31854494,2024,5.3754e-06,"$0.01k",0,"darkred","Cyprus",9,2024
"571","Czechia","Ukraine","DefenseTech",865577,157473966732,167428119,"0.1063 %","0.0782 %",-0.0281,865577,0.0782,"Europe",1106425188,2024,0.517,"$865.58k",0.74,"#C9B6B6","Czechia",865577,2024
"572","Denmark","Ukraine","DefenseTech",213759,157473966732,167428119,"0.1063 %","0.034 %",-0.0724,213759,0.034,"Europe",629602372,2024,0.1277,"$213.76k",0.32,"#B47777","Denmark",213759,2024
"573","DR Congo","Ukraine","DefenseTech",27523,157473966732,167428119,"0.1063 %","0.0536 %",-0.0527,27523,0.0536,"Africa",51373275,2024,0.0164,"$27.52k",0.5,"#BE9595","DR Congo",27523,2024
"574","Ecuador","Ukraine","DefenseTech",1151,157473966732,167428119,"0.1063 %","0.0012 %",-0.1051,1151,0.0012,"South America",93005612,2024,7e-04,"$1.15k",0.01,"#921515","Ecuador",1151,2024
"575","Egypt","Ukraine","DefenseTech",16815,157473966732,167428119,"0.1063 %","0.0018 %",-0.1045,16815,0.0018,"Africa",917747252,2024,0.01,"$16.82k",0.02,"#951E1E","Egypt",16815,2024
"576","Estonia","Ukraine","DefenseTech",100745,157473966732,167428119,"0.1063 %","0.0399 %",-0.0664,100745,0.0399,"Europe",252298385,2024,0.0602,"$100.75k",0.38,"#B78282","Estonia",100745,2024
"577","Finland","Ukraine","DefenseTech",14086,157473966732,167428119,"0.1063 %","0.0033 %",-0.103,14086,0.0033,"Europe",426512594,2024,0.0084,"$14.09k",0.03,"#972525","Finland",14086,2024
"578","France","Ukraine","DefenseTech",178755,157473966732,167428119,"0.1063 %","0.0012 %",-0.1051,178755,0.0012,"Europe",14320813680,2024,0.1068,"$178.76k",0.01,"#921515","France",178755,2024
"579","Georgia","Ukraine","DefenseTech",5870,157473966732,167428119,"0.1063 %","0.014 %",-0.0923,5870,0.014,"Asia",41981073,2024,0.0035,"$5.87k",0.13,"#A54C4C","Georgia",5870,2024
"580","Germany","Ukraine","DefenseTech",713888,157473966732,167428119,"0.1063 %","0.0048 %",-0.1015,713888,0.0048,"Europe",14910656848,2024,0.4264,"$713.89k",0.05,"#9B2F2F","Germany",713888,2024
"581","Greece","Ukraine","DefenseTech",112128,157473966732,167428119,"0.1063 %","0.035 %",-0.0713,112128,0.035,"Europe",320093334,2024,0.067,"$112.13k",0.33,"#B47979","Greece",112128,2024
"582","Guatemala","Ukraine","DefenseTech",10899,157473966732,167428119,"0.1063 %","0.0132 %",-0.0931,10899,0.0132,"North America",82627276,2024,0.0065,"$10.9k",0.12,"#A44949","Guatemala",10899,2024
"583","Hong Kong","Ukraine","DefenseTech",67837,157473966732,167428119,"0.1063 %","0.0039 %",-0.1024,67837,0.0039,"Asia",1730616651,2024,0.0405,"$67.84k",0.04,"#992A2A","Hong Kong",67837,2024
