Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Digital Iron,https://www.crunchbase.com/funding_round/digital-iron-pre-seed--eebb996c,Digital Iron,https://www.crunchbase.com/organization/digital-iron,Pre-Seed,2000000,USD,2000000,2024-06-23,Seed,,,,Yes,Gen AI for Materials Machinery Customer Services & Parts Platform,"Artificial Intelligence (AI), Machine Learning, SaaS",,"Belfast, Belfast, United Kingdom, Europe",https://www.digitaliron.com,,2150000,USD,2150000,Seed,2,Seedcamp,"Concept Ventures, FJ Labs, RTP Global, Seedcamp",4,,"5,753"
Pre Seed Round - Upword,https://www.crunchbase.com/funding_round/erudite-9535-pre-seed--c7b75371,Upword,https://www.crunchbase.com/organization/erudite-9535,Pre-Seed,3000000,USD,3000000,2024-06-25,Seed,,,,Yes,Upword is an AI-based reading platform for college students and learners.,"Artificial Intelligence (AI), E-Learning, Education",Women Founded,"Santa Monica, California, United States, North America",https://www.upword.ai,$1M to $10M,3000000,USD,3000000,Seed,3,,"GoAhead Ventures, Goodwater Capital, Telefonica",3,,"5,801"
Venture Round - RavenPack,https://www.crunchbase.com/funding_round/ravenpack-series-unknown--54374a70,RavenPack,https://www.crunchbase.com/organization/ravenpack,Venture - Series Unknown,18500000,EUR,19901332,2024-07-01,,,,,Yes,RavenPack designs big data analytics services that conducts financial analysis.,"Analytics, Banking, Finance, Financial Services, Natural Language Processing, News, Social Media, Software, Text Analytics, Venture Capital",,"Marbella, Andalucia, Spain, Europe",http://ravenpack.com/,$10M to $50M,34901332,USD,34901332,,4,GP Bullhound,GP Bullhound,1,1,"5,807"
Funding Round - Jugemu.ai,https://www.crunchbase.com/funding_round/jugemu-ai-undisclosed--2ceacd09,Jugemu.ai,https://www.crunchbase.com/organization/jugemu-ai,Funding Round,1000000,USD,1000000,2024-07-16,,,,,Yes,Jugemu.ai is a developer of an AI platform that automates the customer acquisition process.,"Artificial Intelligence (AI), Web3",,"Saratoga, California, United States, North America",https://www.jugemu.ai/,,1000000,USD,1000000,,1,,,,,"5,816"
Seed Round - Kavaken,https://www.crunchbase.com/funding_round/kavaken-seed--a2d1e9f7,Kavaken,https://www.crunchbase.com/organization/kavaken,Seed,1100000,USD,1100000,2024-06-26,Seed,,,,Yes,Smart virtual assistant revolutionizing the renewables O&M industry,"Artificial Intelligence (AI), Renewable Energy, Software, Sustainability",,"Istanbul, Istanbul, Turkey, Europe",https://www.kavaken.com/,Less than $1M,1600000,USD,1600000,Seed,2,,"2040 Ventures, Boğaziçi Ventures, Founder One, Norrsken Accelerator, Olcayto Yigit, Re-Pie Asset Management, Rockstart, Samuel Jaudel, Vestel Ventures, Yetik Kadri Mert",10,2,"5,819"
Venture Round - Juxie Intelligent,https://www.crunchbase.com/funding_round/juxie-intelligent-series-unknown--ff292e4c,Juxie Intelligent,https://www.crunchbase.com/organization/juxie-intelligent,Venture - Series Unknown,,,,2024-07-09,,,,,Yes,Juxie Intelligent is an intelligent technology company that specializes in the development and production of harmonic reducers.,"Intelligent Systems, Manufacturing, Mechanical Engineering",,"Wuxi Shi, Jiangsu, China, Asia",https://juxiedrive.com,,,,,,1,Nanjing Innovation Capital Group,"Hexi Group, Nanjing Innovation Capital Group",2,1,"5,842"
Seed Round - Liminal,https://www.crunchbase.com/funding_round/liminal-96c3-seed--07289a92,Liminal,https://www.crunchbase.com/organization/liminal-96c3,Seed,5000000,USD,5000000,2024-06-05,Seed,,,,Yes,Liminal develops a security platform for regulated enterprises.,"Artificial Intelligence (AI), Cloud Security, Machine Learning, Network Security",,"Indianapolis, Indiana, United States, North America",https://www.liminal.ai/,,5000000,USD,5000000,Seed,1,Fin Capital,"Craft Ventures, Edmund F. Murphy III, Fin Capital, High Alpha, Matchstick Ventures",5,1,"5,865"
Pre Seed Round - Longform.ai,https://www.crunchbase.com/funding_round/longform-ai-pre-seed--5288f64e,Longform.ai,https://www.crunchbase.com/organization/longform-ai,Pre-Seed,300000,EUR,323565,2024-07-04,Seed,,,,Yes,"Longform.ai generates business insights from vast quantities of audio, such as podcasts and webinars.","Artificial Intelligence (AI), Media and Entertainment, Publishing",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://longform.ai/,,300000,EUR,323565,Seed,1,Innovatiefonds Noord-Holland,Innovatiefonds Noord-Holland,1,1,"5,867"
Seed Round - Thoughtly,https://www.crunchbase.com/funding_round/thoughtly-6e4f-seed--ae258c07,Thoughtly,https://www.crunchbase.com/organization/thoughtly-6e4f,Seed,3000000,USD,3000000,2024-06-04,Seed,,,,Yes,Thoughtly is a tool that manages your phone calls wonderfully.,"Artificial Intelligence (AI), Software",,"New York, New York, United States, North America",https://thought.ly,,3000000,USD,3000000,Seed,1,,"Afore Capital, Andrew Ofstad, Expansion Venture Capital, Greycroft, Ohio Angel Collective, Pioneer, Rico Mallozzi, Shift Left Ventures",8,,"5,897"
Series B - Klarity,https://www.crunchbase.com/funding_round/klarity-series-b--5e7c9411,Klarity,https://www.crunchbase.com/organization/klarity,Series B,70000000,USD,70000000,2024-06-24,Early Stage Venture,,,,Yes,"Klarity is an online documentation platform that provides manual document processing, reviewing, and management services.","Accounting, Artificial Intelligence (AI), Document Management, Document Preparation, Machine Learning, SaaS, Software",,"San Francisco, California, United States, North America",https://www.klarity.ai/,$10M to $50M,90375000,USD,90375000,Early Stage Venture,6,"Nat Friedman, NFDG Ventures","Invus, Nat Friedman, NFDG Ventures, Picus Capital, Scale Venture Partners, Tola Capital, Y Combinator",7,5,"5,912"
Pre Seed Round - VoiceMed,https://www.crunchbase.com/funding_round/voicemed-pre-seed--a7d4e68c,VoiceMed,https://www.crunchbase.com/organization/voicemed,Pre-Seed,225000,EUR,244152,2024-07-25,Seed,,,,Yes,AI and vocal biomarkers for providiny health check directly on the smartphone. Lung and cardiorespiratory health.,"Artificial Intelligence (AI), Health Care",,"Luxembourg, Luxembourg, Luxembourg, Europe",https://www.voicemed.io,,475000,EUR,529439,Seed,2,,"EIT Digital, Padda Health",2,,"5,931"
Series D - Qure AI,https://www.crunchbase.com/funding_round/qure-ai-series-d--e31e9218,Qure AI,https://www.crunchbase.com/organization/qure-ai,Series D,,,,2024-06-25,Late Stage Venture,,,,Yes,Qure AI is a healthcare technology company that provides automated interpretation of radiology exams and ultrasounds scans.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical Device",,"Andheri, Maharashtra, India, Asia",https://qure.ai,$100M to $500M,60331847,USD,60331847,Late Stage Venture,4,Merck Global Health Innovation Fund,Merck Global Health Innovation Fund,1,1,"5,937"
Seed Round - Wave Photonics,https://www.crunchbase.com/funding_round/wave-photonics-seed--bc574158,Wave Photonics,https://www.crunchbase.com/organization/wave-photonics,Seed,4500000,GBP,5692592,2024-06-21,Seed,,,,Yes,Wave Photonics utilizes computational techniques to accelerate integrated photonics product designs.,"Data Integration, Predictive Analytics, Software",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.wavephotonics.com/,,5742592,USD,5742592,Seed,4,"UK Innovation & Science Seed Fund, University of Cambridge Enterprise","Deeptech Labs, Kyra Ventures, Redstone, The Quantum Fund, UK Innovation & Science Seed Fund, University of Cambridge Enterprise",6,4,"5,943"
Seed Round - Daydream,https://www.crunchbase.com/funding_round/daydream-562f-seed--54cb951b,Daydream,https://www.crunchbase.com/organization/daydream-562f,Seed,50000000,USD,50000000,2024-06-20,Seed,,,,Yes,"Daydream focuses on providing personalized shopping results through generative AI, machine learning, and computer vision.","Fashion, Generative AI, Shopping",,"San Francisco, California, United States, North America",https://daydream.ing,,50000000,USD,50000000,Seed,1,"Forerunner, Index Ventures","Forerunner, Google Ventures, Index Ventures, True Ventures",4,6,"5,950"
Series A - Materia,https://www.crunchbase.com/funding_round/materia-15a8-series-a--c9a32528,Materia,https://www.crunchbase.com/organization/materia-15a8,Series A,6300000,USD,6300000,2024-06-20,Early Stage Venture,,,,Yes,"Materia is an AI co-pilot streamlines audits, enhances accuracy, and boosts efficiency for firms.","Artificial Intelligence (AI), Information Technology, Internet",,"New York, New York, United States, North America",https://www.trymateria.ai,,6300000,USD,6300000,Early Stage Venture,1,Spark Capital,"Allen Institute for Artificial Intelligence, Exponent Founders Capital, Haystack, Spark Capital, Thomson Reuters Ventures",5,1,"5,959"
Seed Round - Deemea,https://www.crunchbase.com/funding_round/deemea-seed--cd867549,Deemea,https://www.crunchbase.com/organization/deemea,Seed,4000000,EUR,4349585,2024-06-05,Seed,,,,Yes,Re-imaging biomedical research,"Artificial Intelligence (AI), Database, Health Care, Software",,"Paris, Ile-de-France, France, Europe",https://deemea.com,,5762000,EUR,6395967,Seed,5,,"Karista, YZR Capital",2,,"5,982"
Series B - Sewer AI,https://www.crunchbase.com/funding_round/sewer-ai-series-b--52eaa796,Sewer AI,https://www.crunchbase.com/organization/sewer-ai,Series B,15000000,USD,15000000,2024-06-18,Early Stage Venture,,,,Yes,SewerAI is a software development firm that develops AI tools to improve sewer condition assessment and inspection data management.,"Artificial Intelligence (AI), Infrastructure, Machine Learning, Software",,"Walnut Creek, California, United States, North America",http://www.sewerai.com,$1M to $10M,18500000,USD,18500000,Early Stage Venture,5,Innovius Capital,"Bentley Systems, Burnt Island Ventures, Emerald Venture Capital, EPIC Ventures, Innovius Capital, Suffolk Ventures, Zac Bookman",7,1,"5,989"
Series A - Finaloop,https://www.crunchbase.com/funding_round/finaloop-series-a--12980086,Finaloop,https://www.crunchbase.com/organization/finaloop,Series A,35000000,USD,35000000,2024-06-17,Early Stage Venture,,,,Yes,"Finaloop offers real-time ecommerce accounting software and bookkeeping services for DTC, multichannel & wholesale.","Accounting, Artificial Intelligence (AI), Bookkeeping and Payroll, E-Commerce, SaaS",,"Brooklyn, New York, United States, North America",https://www.finaloop.com,$1M to $10M,52000000,USD,52000000,Early Stage Venture,3,Lightspeed Venture Partners,"Accel, Aleph, Commerce Ventures, Lightspeed Venture Partners, Vesey Ventures",5,3,"5,999"
Pre Seed Round - Ethermind,https://www.crunchbase.com/funding_round/ethermind-pre-seed--99ef91e0,Ethermind,https://www.crunchbase.com/organization/ethermind,Pre-Seed,500000,GBP,646183,2024-07-11,Seed,,,,Yes,Ethermind is transforming Professional Upskilling with AI and provides knowledge at your fingertips.,"Artificial Intelligence (AI), Information Technology, Internet",,"Covent Garden, Essex, United Kingdom, Europe",https://www.ethermind.ai/,,500000,GBP,646183,Seed,1,Sofia Angels Ventures,Sofia Angels Ventures,1,1,"6,017"
Post-IPO Equity - Odysight.AI,https://www.crunchbase.com/funding_round/odysight-ai-post-ipo-equity--b1fc0636,Odysight.AI,https://www.crunchbase.com/organization/odysight-ai,Post-IPO Equity,10000000,USD,10000000,2024-07-15,,,,,Yes,"Odysight.AI is an AI platform that specializes in visualizing, analyzing, predictive maintenance, and monitoring solutions.","Artificial Intelligence (AI), Information Technology, Machine Learning",,"Ömer, Sinop, Turkey, Europe",https://www.odysight.ai,$1M to $10M,12000000,USD,12000000,IPO,2,,,,,"6,044"
Series A - FirmPilot,https://www.crunchbase.com/funding_round/firmpilot-series-a--a15dd698,FirmPilot,https://www.crunchbase.com/organization/firmpilot,Series A,7000000,USD,7000000,2024-06-10,Early Stage Venture,,,,Yes,FirmPilot develops an AI-driven marketing engine designed for law firms.,"Artificial Intelligence (AI), Legal, Legal Tech, Marketing Automation, SEO",,"Miami, Florida, United States, North America",https://firmpilot.com/,$1M to $10M,12000001,USD,12000001,Early Stage Venture,2,"Blumberg Capital, DoubleVerify","Blumberg Capital, Connexa Capital, DoubleVerify, FJ Labs, SaaS Ventures, Valor Ventures",6,1,"6,073"
Series B - Skysys,https://www.crunchbase.com/funding_round/skysys-series-b--4cf8f58f,Skysys,https://www.crunchbase.com/organization/skysys,Series B,100000000,CNY,13802051,2024-06-06,Early Stage Venture,,,,Yes,Skysys is a company that focuses on data acquisition and analysis services for drones.,"Aerospace, Analytics, Artificial Intelligence (AI), Drones, Hardware, Software",,"Suzhou, Jiangsu, China, Asia",http://www.skysys.cn/,,25312051,USD,25312051,Early Stage Venture,4,"Guangdong Technology Financial Group, Lingang Frontier","CM Venture Capital, Guangdong Technology Financial Group, Ivy Capital, Lighthouse Capital Management, Lingang Frontier, Ningbo Norden Venture Capital, Suzhou Industrial Park Science and Technology Fund",7,4,"6,087"
Venture Round - Brisk Teaching,https://www.crunchbase.com/funding_round/brisk-teaching-series-unknown--b3af01ef,Brisk Teaching,https://www.crunchbase.com/organization/brisk-teaching,Venture - Series Unknown,6899995,USD,6899995,2024-08-09,,,,,Yes,Brisk Teaching provides AI-powered tools for educators to enhance teaching with digital resources.,"Artificial Intelligence (AI), EdTech, Education",,"Los Altos, California, United States, North America",http://www.briskteaching.com,,6899995,USD,6899995,,1,,,,,"6,092"
Series A - Rising Team,https://www.crunchbase.com/funding_round/rising-team-series-a--b1897af9,Rising Team,https://www.crunchbase.com/organization/rising-team,Series A,8000000,USD,8000000,2024-06-06,Early Stage Venture,,,,Yes,Rising Team is a software development company that offers tools to help increase employee engagement and scale talent development,"Artificial Intelligence (AI), Training, Web Development","Women Founded, Women Led","Palo Alto, California, United States, North America",https://risingteam.com,$1M to $10M,11100000,USD,11100000,Early Stage Venture,3,Zeal Capital Partners,"Burst Capital, Female Founders Fund, Peterson Ventures, Roble Ventures, Supernode Ventures, Zeal Capital Partners",6,1,"6,107"
Grant - Sydney Neuroimaging Analysis Centre,https://www.crunchbase.com/funding_round/sydney-neuroimaging-analysis-centre-grant--d9bec619,Sydney Neuroimaging Analysis Centre,https://www.crunchbase.com/organization/sydney-neuroimaging-analysis-centre,Grant,,,,2024-07-01,,,,,No,SNAC is a cutting edge brain imaging analysis platform that utilizes advanced AI technology to perform quantitative analysis of brain.,"Artificial Intelligence (AI), Health Care, Medical",,"Camperdown, Victoria, Australia, Oceania",https://www.snac.com.au,,,,,,1,Medical Research Future Fund (MRFF),Medical Research Future Fund (MRFF),1,,"6,118"
Series A - ORA,https://www.crunchbase.com/funding_round/hyperoracle-series-a--29d05560,ORA,https://www.crunchbase.com/organization/hyperoracle,Series A,20000000,USD,20000000,2024-06-26,Early Stage Venture,,,,Yes,ORA is a protocol designed to enable decentralized artificial intelligence and computing on the Ethereum blockchain,"Apps, Artificial Intelligence (AI), Blockchain, Network Security",,"Sunnyvale, California, United States, North America",https://www.ora.io,,20000000,USD,20000000,Early Stage Venture,2,,"HashKey Capital, HFO, Polychain, SevenX Ventures",4,,"6,129"
Seed Round - Medront,https://www.crunchbase.com/funding_round/medront-seed--b7f15eb9,Medront,https://www.crunchbase.com/organization/medront,Seed,8000000,USD,8000000,2024-07-11,Seed,,,,Yes,We Apply Math on Data,"Big Data, Machine Learning",,"Mumbai, Maharashtra, India, Asia",https://www.medront.com,,8000000,USD,8000000,Seed,1,Inflection Point Ventures,Inflection Point Ventures,1,1,"6,138"
Seed Round - Factiverse,https://www.crunchbase.com/funding_round/factiverse-seed--53421d4f,Factiverse,https://www.crunchbase.com/organization/factiverse,Seed,1000000,EUR,1070632,2024-06-20,Seed,,,,Yes,We enable companies to establish credibility in a world of uncertainty and mistrust.,"Artificial Intelligence (AI), CMS, Content, Digital Media, Generative AI, Machine Learning, Natural Language Processing, Text Analytics",,"Stavanger, Rogaland, Norway, Europe",https://www.factiverse.no/,Less than $1M,1570632,USD,1570632,Seed,2,,"Herfo, Johann Koss, Murshid M. Ali, Validé, Yasmin Namini",5,,"6,165"
Series B - Sensi.Ai,https://www.crunchbase.com/funding_round/clanz-technologies-series-b--d956c897,Sensi.Ai,https://www.crunchbase.com/organization/clanz-technologies,Series B,31000000,USD,31000000,2024-06-26,Early Stage Venture,,,,Yes,Sensi.Ai is a software development company that designs and develops AI-based solutions for home care agencies.,"Artificial Intelligence (AI), Elder Care, Health Care, Machine Learning, Natural Language Processing, Physical Security, Security, Speech Recognition",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.sensi.ai,$1M to $10M,48650000,USD,48650000,Early Stage Venture,5,"Insight Partners, Zeev Ventures","Entrée Capital, Flint Capital, Insight Partners, Jibe Ventures, Secret Chord Ventures, Zeev Ventures",6,2,"6,172"
"Seed Round - Field Materials, Inc.",https://www.crunchbase.com/funding_round/field-materials-inc-seed--027df892,"Field Materials, Inc.",https://www.crunchbase.com/organization/field-materials-inc,Seed,3500000,USD,3500000,2024-06-04,Seed,,,,Yes,Field Materials digitizes material procurement for construction contractors and vendors through its AI-powered mobile and web apps.,"Apps, Artificial Intelligence (AI), Construction, Procurement, Software",,"San Jose, California, United States, North America",https://fieldmaterials.com,$1M to $10M,8150000,USD,8150000,Seed,3,"DivcoWest, Flyer One Ventures, Navitas Capital, Zelda Ventures","Blumberg Capital, DivcoWest, Flyer One Ventures, Navitas Capital, s16vc, Zacua Ventures, Zelda Ventures",7,1,"6,175"
Series A - Cloudphysician,https://www.crunchbase.com/funding_round/cloudphysician-series-a--804cd747,Cloudphysician,https://www.crunchbase.com/organization/cloudphysician,Series A,877000000,INR,10510030,2024-06-25,Early Stage Venture,,,,Yes,Cloudphysician is a healthcare technology company that leverages cloud-based solutions to provide critical care services.,"Artificial Intelligence (AI), Emergency Medicine, Health Care, Internet of Things, Medical",,"Bangalore, Karnataka, India, Asia",https://cloudphysician.net,$10M to $50M,1177000000,INR,14520857,Early Stage Venture,4,Peak XV Partners,"Elevar Equity, Panthera Peak Ventures, Peak XV Partners",3,2,"6,201"
Grant - Arbor,https://www.crunchbase.com/funding_round/arbor-15a3-grant--6e74acb7,Arbor,https://www.crunchbase.com/organization/arbor-15a3,Grant,,,,2024-07-23,,,,,No,Arbor is an AI-powered storytelling platform that works with NGOs to produce and disseminate impact stories in video and beyond.,"Artificial Intelligence (AI), Information Services, Information Technology",,"New York, New York, United States, North America",https://www.arborplatform.com,,,,,,1,Blackbaud’s Social Good Startup Accelerator,Blackbaud’s Social Good Startup Accelerator,1,,"6,224"
Seed Round - Strada,https://www.crunchbase.com/funding_round/strada-dffc-seed--f2a46501,Strada,https://www.crunchbase.com/organization/strada-dffc,Seed,1875013,USD,1875013,2024-08-07,Seed,,,,Yes,Strada is a marketplace and workflow builder to empower creative professional to deliver higher quality content faster.,"Artificial Intelligence (AI), Content, Digital Entertainment, Digital Media",,"Riverside, California, United States, North America",https://strada.tech,,3775013,USD,3775013,Seed,2,,,,,"6,255"
Venture Round - Bryte,https://www.crunchbase.com/funding_round/bryte-series-unknown--17203261,Bryte,https://www.crunchbase.com/organization/bryte,Venture - Series Unknown,1000000,USD,1000000,2024-08-08,,,,,Yes,Bryte is a sleep technology company that designs and sells restorative intelligence products and services.,"Artificial Intelligence (AI), Consumer Electronics, Machine Learning, Product Design",,"Los Altos, California, United States, North America",https://bryte.com,,46487163,USD,46487163,,5,,,,,"6,257"
Venture Round - Granola,https://www.crunchbase.com/funding_round/granola-series-unknown--535695f3,Granola,https://www.crunchbase.com/organization/granola,Venture - Series Unknown,18999994,USD,18999994,2024-08-08,,,,,Yes,Granola is a SAAS company that offers AI driven note-taking services.,"Artificial Intelligence (AI), Meeting Software, SaaS, Software",,"Dover, Delaware, United States, North America",https://www.granola.so,,23249994,USD,23249994,,2,,,,,"6,250"
Seed Round - DeepJudge,https://www.crunchbase.com/funding_round/deepjudge-seed--4fa20a6c,DeepJudge,https://www.crunchbase.com/organization/deepjudge,Seed,9500000,CHF,10751301,2024-06-19,Seed,,,,Yes,DeepJudge is supported by distinguished advisors from academia and industry.,"Artificial Intelligence (AI), Machine Learning, Software",,"Zürich, Zurich, Switzerland, Europe",https://deepjudge.ai,,11068972,USD,11068972,Seed,3,Coatue,"Coatue, Daniel Sauter, Felix R. Ehrat, Gokul Rajaram, Michele Catasta, Thomas Dübendorfer",6,1,"6,274"
Pre Seed Round - Prismos,https://www.crunchbase.com/funding_round/prismos-pre-seed--381df5e6,Prismos,https://www.crunchbase.com/organization/prismos,Pre-Seed,150000,EUR,162461,2024-07-08,Seed,,,,Yes,"Prismos provides real-time, personalized insights into policy making to public affairs professionals across Europe","Artificial Intelligence (AI), GovTech, Software, Web Development",,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",https://www.prismos.co/,,150000,EUR,162461,Seed,1,imec.istart,"imec.istart, Vlaams Gewest",2,,"6,305"
Series A - GPTZero,https://www.crunchbase.com/funding_round/gptzero-series-a--4b36655c,GPTZero,https://www.crunchbase.com/organization/gptzero,Series A,10000000,USD,10000000,2024-06-13,Early Stage Venture,,,,Yes,GPTZero develops an AI detection platform that discerns the generated content as AI produced or human written.,"Artificial Intelligence (AI), Information Technology, Natural Language Processing",,"New York, New York, United States, North America",https://gptzero.me,$1M to $10M,13500000,USD,13500000,Early Stage Venture,2,Footwork,"Altman Capital, Footwork, Neo, Reach Capital, Uncork Capital",5,3,"6,357"
Venture Round - AiFi,https://www.crunchbase.com/funding_round/aifi-c8f8-series-unknown--22f31c5f,AiFi,https://www.crunchbase.com/organization/aifi-c8f8,Venture - Series Unknown,6700302,USD,6700302,2024-08-07,,,,,Yes,AiFi is an AI retail platform using computer vision for autonomous shopping solutions.,"Artificial Intelligence (AI), Computer Vision, Retail Technology, Shopping, Software","Women Founded, Women Led","Santa Clara, California, United States, North America",https://www.aifi.com,$1M to $10M,87100302,USD,87100302,,5,,,,,"6,383"
Seed Round - Alpha Design AI,https://www.crunchbase.com/funding_round/alpha-design-ai-seed--ed49f79d,Alpha Design AI,https://www.crunchbase.com/organization/alpha-design-ai,Seed,3089998,USD,3089998,2024-08-07,Seed,,,,Yes,Alpha Design AI is an AI technology company.,"Artificial Intelligence (AI), SaaS, Software",,"Goleta, California, United States, North America",https://alphadesign.ai/,,3089998,USD,3089998,Seed,1,,,,,"6,381"
Seed Round - BlinqIO,https://www.crunchbase.com/funding_round/blinqio-seed--02712b07,BlinqIO,https://www.crunchbase.com/organization/blinqio,Seed,5000000,USD,5000000,2024-06-12,Seed,,,,Yes,BlinqIO leverages Generative AI into the software testing world.,"Artificial Intelligence (AI), Generative AI, Software",Women Founded,"Wilmington, Delaware, United States, North America",https://blinq.io/,$1M to $10M,5000000,USD,5000000,Seed,2,Flint Capital,"Flint Capital, Inovia Capital, SeedIL Ventures, Tal Ventures",4,1,"6,393"
Seed Round - MUSE,https://www.crunchbase.com/funding_round/muse-c670-seed--80d16d4f,MUSE,https://www.crunchbase.com/organization/muse-c670,Seed,570000000,JPY,3624179,2024-06-11,Seed,,,,Yes,MUSE is a robotics company that provides robotic solutions for retail stores to support in-store operations.,"Intelligent Systems, Robotics",,"Tokyo, Tokyo, Japan, Asia",https://www.muse-gr.com,,670000000,JPY,4315078,Seed,3,Global Brain Corporation,"Canal Ventures, Global Brain Corporation, Incubate Fund, Mitsubishi HC Capital, Mizuho Capital, Spiral Capital, TOSHIBA TEC CORPORATION, XTech Ventures, Yamaguchi Capital",9,10,"6,424"
Seed Round - Loti,https://www.crunchbase.com/funding_round/loti-seed--b2a061e9,Loti,https://www.crunchbase.com/organization/loti,Seed,5150000,USD,5150000,2024-06-26,Seed,,,,Yes,"Safeguarding online identities with facial recognition. Protecting against deep fakes, unauthorized use of faces, and privacy infringements.","Adult, Artificial Intelligence (AI), Facial Recognition, Machine Learning, Public Relations, Public Safety",Women Founded,"Seattle, Washington, United States, North America",https://goloti.com,,5150000,USD,5150000,Seed,1,FUSE,"Alpha Edison, Bling Capital, Ensemble VC, FUSE, K5 Global, KapVista Ventures",6,1,"6,452"
Pre Seed Round - Portal AI,https://www.crunchbase.com/funding_round/portal-ai-5b19-pre-seed--29869a4e,Portal AI,https://www.crunchbase.com/organization/portal-ai-5b19,Pre-Seed,4500000,USD,4500000,2024-06-06,Seed,50000000,USD,50000000,Yes,Portal AI provides customized AI application for small and medium-sized enterprises.,"Artificial Intelligence (AI), Business Intelligence",,"Redwood City, California, United States, North America",https://portal.ai,,5000000,USD,5000000,Seed,2,,"AGI House Ventures, Amanda Schloss family office, BBQ Capital, Broocknell Ventures, Patel family office, StratMinds",6,2,"6,472"
Seed Round - Sloyd,https://www.crunchbase.com/funding_round/sloyd-seed--fecaff81,Sloyd,https://www.crunchbase.com/organization/sloyd,Seed,3000000,EUR,3264336,2024-06-06,Seed,,,,Yes,Sloyd is enabling creators to make 3D assets really fast and really easy.,"3D Technology, Machine Learning, Video Games",,"Oslo, Oslo, Norway, Europe",https://sloyd.ai,,6064336,USD,6064336,Seed,4,,"A16Z GAMES Speedrun, Acequia Capital (AceCap), Antler, Autodesk, fresh.fund, Hartmann Capital, Skyfall Ventures",7,1,"6,491"
Venture Round - Fy!,https://www.crunchbase.com/funding_round/fy-series-unknown--ee4f3bd6,Fy!,https://www.crunchbase.com/organization/fy,Venture - Series Unknown,3000000,GBP,3823585,2024-07-04,,,,,Yes,"Fy! is an AI-powered art, home, and living marketplace developing an online shopping platform to offer home accessories.","Artificial Intelligence (AI), E-Commerce, Marketplace, Retail, Shopping",,"London, England, United Kingdom, Europe",https://www.iamfy.co/,$1M to $10M,11274983,GBP,14800976,,8,Channel 4 Ventures,Channel 4 Ventures,1,1,"6,501"
Venture Round - Descartes & Mauss,https://www.crunchbase.com/funding_round/descartes-mauss-series-unknown--e99138d1,Descartes & Mauss,https://www.crunchbase.com/organization/descartes-mauss,Venture - Series Unknown,5500000,EUR,5984935,2024-06-04,,,,,Yes,Descartes & Mauss is an AI-powered growth consulting firm that combines advanced data modeling capabilities with a creative methodology.,"Artificial Intelligence (AI), Consulting, Information Technology",,"New York, New York, United States, North America",https://descartesmauss.ai,Less than $1M,5500000,EUR,5984935,,1,"Elaia, Polytechnique Ventures","Elaia, Polytechnique Ventures",2,2,"6,529"
Series A - Sixfold AI,https://www.crunchbase.com/funding_round/sixfold-ai-series-a--1ca8255c,Sixfold AI,https://www.crunchbase.com/organization/sixfold-ai,Series A,15000000,USD,15000000,2024-06-05,Early Stage Venture,,,,Yes,Sixfold AI is an insurtech startup that leverages generative AI to improve insurance underwriting processes.,"Artificial Intelligence (AI), Generative AI, InsurTech, Productivity Tools",Women Founded,"New York, New York, United States, North America",https://www.sixfold.ai,,21500000,USD,21500000,Early Stage Venture,2,Salesforce Ventures,"Bessemer Venture Partners, Crystal Venture Partners, Salesforce Ventures, Scale Venture Partners",4,5,"6,594"
Pre Seed Round - Bounce Watch,https://www.crunchbase.com/funding_round/bounce-watch-pre-seed--056dea35,Bounce Watch,https://www.crunchbase.com/organization/bounce-watch,Pre-Seed,,,,2024-06-27,Seed,,,,Yes,"Bounce Watch is an AI platform for gaining startup insights, optimizing scouting, and facilitating transactions.","Artificial Intelligence (AI), Information Services",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.bouncewatch.com,,,,,Seed,1,,"Aylin Kosova Bilgin, Can Üzel, Deniz Güvenen, Dora Güçsav, Gülin Yücel, Süha Güçsav",6,,"6,543"
Venture Round - Promaxo,https://www.crunchbase.com/funding_round/promaxo-series-unknown--5341b7bf,Promaxo,https://www.crunchbase.com/organization/promaxo,Venture - Series Unknown,41939728,USD,41939728,2024-06-18,,,,,Yes,Promaxo is commercializing customer-centric MRI systems and robotic guidance tools for live diagnosis and treatment in a physician's office.,"Health Care, Health Diagnostics, Machine Learning, Medical Device, Therapeutics",,"Oakland, California, United States, North America",http://www.promaxo.com,$1M to $10M,102387986,USD,102387986,,10,,Zynext Ventures,1,1,"6,572"
