Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Saba Software,https://www.crunchbase.com/funding_round/saba-series-unknown--cf1e3bb2,Saba Software,https://www.crunchbase.com/organization/saba,Venture - Series Unknown,,,,2019-01-01,,Yes,,,,We want to help transform your talent management processes to help you drive better business results and gain competitive advantage.,"Career Planning, Digital Media, Enterprise Software, Information Technology, Machine Learning, Robotics, Software, Training",,"Dublin, California, United States, North America",http://www.saba.com/,$100M to $500M,M&A,3,30000000,USD,30000000,,HarbourVest Partners,1,,"377,491"
Pre Seed Round - Markopolo ai,https://www.crunchbase.com/funding_round/markopolo-pre-seed--3d6682d2,Markopolo ai,https://www.crunchbase.com/organization/markopolo,Pre-Seed,100000,USD,100000,2022-05-05,Seed,Yes,2800000,USD,2800000,An AI Co-pilot that allows CMOs tailor individual journeys for every customer based on their previous behavior and preferences.,"Artificial Intelligence (AI), Generative AI, Machine Learning, SaaS",,"Sheridan, Wyoming, United States, North America",https://markopolo.ai/,$1M to $10M,Seed,5,3500000,USD,3500000,Accelerating Asia,Accelerating Asia,1,,"378,130"
Seed Round - mode.ai,https://www.crunchbase.com/funding_round/mode-ai-seed--dc4282a6,mode.ai,https://www.crunchbase.com/organization/mode-ai,Seed,,,,2016-01-01,Seed,Yes,,,,"mode.ai builds AI-powered B2B2C visual virtual stylist bots for retailers and publishers, designed to drive customer engagement and sales.","Artificial Intelligence (AI), B2B, Machine Learning, Retail",,"Palo Alto, California, United States, North America",http://mode.ai,$1M to $10M,Seed,1,,,,,"10X Capital, CSC Upshot, UpHonest Capital, Wei Guo",4,,"379,358"
Series A - Orum.io,https://www.crunchbase.com/funding_round/orum-io-series-a--a4f771f7,Orum.io,https://www.crunchbase.com/organization/orum-io,Series A,21000000,USD,21000000,2021-04-09,Early Stage Venture,Yes,,,,"One solution to access RTP, FedNow, Same Day ACH, ACH, Wires — and now instant bank account verification.","Financial Services, FinTech, Infrastructure, Payments","Women Founded, Women Led","New York, New York, United States, North America",https://orum.io,$1M to $10M,Early Stage Venture,3,82200000,USD,82200000,Bain Capital Ventures,"Acrew Capital, American Express Ventures, Bain Capital Ventures, BoxGroup, Clocktower Technology Ventures, Homebrew, Inspired Capital Partners, Primary Venture Partners, SVB Capital",9,3,"493,560"
Series A - GoLinks,https://www.crunchbase.com/funding_round/golinks-series-a--76573a04,GoLinks,https://www.crunchbase.com/organization/golinks,Series A,27000000,USD,27000000,2022-02-01,Early Stage Venture,Yes,,,,"Generative AI enterprise productivity suite that transforms knowledge accessibility & discovery, including enterprise & people data search.","Enterprise Software, Productivity Tools, SaaS, Software",Hispanic / Latine Founded,"San Jose, California, United States, North America",https://www.golinks.io,$1M to $10M,Early Stage Venture,2,27000000,USD,27000000,Anthos Capital,"Anthos Capital, FundersClub, Mayfield Fund",3,,"497,343"
Pre Seed Round - Aimerce,https://www.crunchbase.com/funding_round/aimerce-pre-seed--ade1f595,Aimerce,https://www.crunchbase.com/organization/aimerce,Pre-Seed,,,,2023-05-17,Seed,Yes,,,,Aimerce is an AI-powered customer intelligence platform designed for ecommerce brands to market smartly and drive more revenue.,"Digital Marketing, E-Commerce, Predictive Analytics",Women Founded,"San Francisco, California, United States, North America",https://aimerce.ai,,Seed,2,5170002,USD,5170002,,,,,"499,371"
Post-IPO Equity - ServiceNow,https://www.crunchbase.com/funding_round/service-now-com-post-ipo-equity--48b447a5,ServiceNow,https://www.crunchbase.com/organization/service-now-com,Post-IPO Equity,,,,2022-12-09,,Yes,,,,"ServiceNow is an AI platform that delivers IT operations, field service management, and app engine solutions.","Business Process Automation (BPA), Cloud Management, Enterprise Software, InsurTech, Robotic Process Automation (RPA), SaaS, Software",,"Santa Clara, California, United States, North America",http://www.servicenow.com,$1B to $10B,IPO,7,83703892,USD,83703892,,KB Securities,1,,"131,533"
Pre Seed Round - PVML,https://www.crunchbase.com/funding_round/pvml-pre-seed--31a0b1de,PVML,https://www.crunchbase.com/organization/pvml,Pre-Seed,,,,2023-03-09,Seed,Yes,,,,PVML is a data access platform that enables companies to unlock fast and secure access for dev teams.,"Machine Learning, Productivity Tools, Software, Web Development",,"Tel Aviv-yafo, Tel Aviv, Israel, Asia",https://pvml.com/,,Seed,3,8000000,USD,8000000,,FJ Labs,1,,"249,296"
Convertible Note - Send AI,https://www.crunchbase.com/funding_round/auto-pilot-convertible-note--f498eba4,Send AI,https://www.crunchbase.com/organization/auto-pilot,Convertible Note,,,,2022-01-10,,No,,,,Document Processing Infrastructure,"Information Technology, Machine Learning, Natural Language Processing, SaaS, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://send.ai,,Seed,2,2500000,USD,2500000,Graduate Entrepreneur Fund,Graduate Entrepreneur Fund,1,,"212,893"
Non Equity Assistance - PVML,https://www.crunchbase.com/funding_round/pvml-non-equity-assistance--c6e06fc6,PVML,https://www.crunchbase.com/organization/pvml,Non-equity Assistance,,,,2023-05-18,,No,,,,PVML is a data access platform that enables companies to unlock fast and secure access for dev teams.,"Machine Learning, Productivity Tools, Software, Web Development",,"Tel Aviv-yafo, Tel Aviv, Israel, Asia",https://pvml.com/,,Seed,3,8000000,USD,8000000,Intel Ignite,Intel Ignite,1,,"214,623"
Non Equity Assistance - Powr of You,https://www.crunchbase.com/funding_round/powr-of-you-non-equity-assistance--c2ca4012,Powr of You,https://www.crunchbase.com/organization/powr-of-you,Non-equity Assistance,,,,2016-01-01,,No,,,,Powr of You is Changing the personal data economy.,"Analytics, Artificial Intelligence (AI), Big Data, Internet",,"London, England, United Kingdom, Europe",https://user.powrofyou.com/,Less than $1M,Seed,4,140388,USD,140388,,MassChallenge,1,,"218,204"
Non Equity Assistance - DataRPM,https://www.crunchbase.com/funding_round/datarpm-non-equity-assistance--2c85f8d8,DataRPM,https://www.crunchbase.com/organization/datarpm,Non-equity Assistance,,,,2016-12-16,,No,,,,DataRPM is a Cognitive Data Science Platform for enterprises to build Predictive Analytics and Recommender Systems.,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Predictive Analytics, Software",,"Redwood City, California, United States, North America",http://www.DataRPM.com,$10M to $50M,M&A,3,5900000,USD,5900000,,Microsoft Accelerator Seattle,1,,"588,940"
Seed Round - Orum.io,https://www.crunchbase.com/funding_round/orum-io-seed--f13df00c,Orum.io,https://www.crunchbase.com/organization/orum-io,Seed,5200000,USD,5200000,2020-08-06,Seed,Yes,,,,"One solution to access RTP, FedNow, Same Day ACH, ACH, Wires — and now instant bank account verification.","Financial Services, FinTech, Infrastructure, Payments","Women Founded, Women Led","New York, New York, United States, North America",https://orum.io,$1M to $10M,Early Stage Venture,3,82200000,USD,82200000,Homebrew,"Acrew Capital, Bain Capital Ventures, Bobby Mehta, BoxGroup, Charley Ma, Clocktower Technology Ventures, Homebrew, Inspired Capital Partners, Justin Overdorff, Marc Bhargava, Michael Vaughan, Omri Dahan, Roli Saxena",13,1,"629,453"
Series C - LILT,https://www.crunchbase.com/funding_round/lilt-series-c--f3bbc909,LILT,https://www.crunchbase.com/organization/lilt,Series C,55000000,USD,55000000,2022-04-07,Late Stage Venture,Yes,,,,LILT is the complete enterprise AI platform for content translation and creation,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, Translation Service",,"Emeryville, California, United States, North America",https://lilt.com/,$1M to $10M,Late Stage Venture,5,92500000,USD,92500000,Four Rivers Group,"Clear Ventures, Four Rivers Group, Intel Capital, Redpoint, Sequoia Capital, Sorenson Capital, Wipro Ventures, XSeed Capital",8,4,"165,954"
Funding Round - Apple,https://www.crunchbase.com/funding_round/apple-undisclosed--b81d3aa0,Apple,https://www.crunchbase.com/organization/apple,Funding Round,5000000,USD,5000000,2017-09-06,,Yes,50000000,USD,50000000,"Apple is a corporation that designs, manufactures, and markets consumer electronics, personal computers, and software.","Artificial Intelligence (AI), Consumer Electronics, Hardware, Mobile Devices, Operating Systems, Wearables",,"Cupertino, California, United States, North America",http://www.apple.com,$10B+,IPO,7,1170230000,USD,1170230000,,,,,"166,699"
Seed Round - Partium,https://www.crunchbase.com/funding_round/partium-io-seed--f9621273,Partium,https://www.crunchbase.com/organization/partium-io,Seed,,,,2023-06-06,Seed,Yes,,,,Partium offers a solution for the fast identification of parts within industrial and retail environments.,"E-Commerce, Machine Learning, Product Search, Search Engine, Semantic Search, Software, Visual Search",,"Philadelphia, Pennsylvania, United States, North America",https://partium.io/,$10M to $50M,,3,10776050,USD,10776050,,"Bloomhaus Ventures, Trestle Partners",2,,"166,700"
Series A - Nfinite,https://www.crunchbase.com/funding_round/hubstairs-series-a--e5d7fd07,Nfinite,https://www.crunchbase.com/organization/hubstairs,Series A,15000000,USD,15000000,2022-02-03,Early Stage Venture,Yes,,,,Nfinite boosts sales with AI-driven CGI. Now offering AI training and fine-tuning with tailored synthetic data for better model performance.,"3D Technology, Artificial Intelligence (AI), E-Commerce, Generative AI, Retail Technology, SaaS, Software",,"New York, New York, United States, North America",https://www.nfinite.app,,Early Stage Venture,5,122240558,USD,122240558,U.S. Venture Partners,U.S. Venture Partners,1,1,"169,870"
Corporate Round - CloudMade,https://www.crunchbase.com/funding_round/cloudmade-corporate-round--6b8d5ff5,CloudMade,https://www.crunchbase.com/organization/cloudmade,Corporate Round,,,,2016-11-10,,Yes,,,,CloudMade delivers excitement through simplicity to automotive OEMs and Tier 1s,"Artificial Intelligence (AI), Automotive, Machine Learning",,"London, England, United Kingdom, Europe",http://www.cloudmade.com,$10M to $50M,M&A,5,12000000,EUR,16260236,,Valeo,1,,"276,256"
Seed Round - Cytegic,https://www.crunchbase.com/funding_round/cytegic-seed--9d13402a,Cytegic,https://www.crunchbase.com/organization/cytegic,Seed,,,,2019-10-03,Seed,Yes,,,,Cytegic- Automated Cyber Risk Officer,"Cyber Security, Intelligent Systems, Risk Management, Security",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.cytegic.com/,$1M to $10M,M&A,2,9415000,USD,9415000,Plug and Play Insurtech,Plug and Play Insurtech,1,,"279,483"
Pre Seed Round - Loop AI - Delivery Intelligence Platform,https://www.crunchbase.com/funding_round/loop-delivery-intelligence-platform-pre-seed--716ca379,Loop AI - Delivery Intelligence Platform,https://www.crunchbase.com/organization/loop-delivery-intelligence-platform,Pre-Seed,,,,2022-06-13,Seed,Yes,,,,A co-pilot for modern food brands,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS",,"San Francisco, California, United States, North America",https://tryloop.ai/,,Seed,2,6000000,USD,6000000,,,,,"280,905"
Secondary Market - Open Energi,https://www.crunchbase.com/funding_round/open-energi-secondary-market--49d83dce,Open Energi,https://www.crunchbase.com/organization/open-energi,Secondary Market,,,,2020-12-14,,No,,,,"Open Energi enables public and private sector to commercialize their energy loads, improve their energy management and support their goals.","Artificial Intelligence (AI), Energy, Renewable Energy, Software",,"London, England, United Kingdom, Europe",http://www.openenergi.com,$1M to $10M,M&A,3,5300000,GBP,8481153,,Salica,1,,"418,104"
Seed Round - Butter Payments,https://www.crunchbase.com/funding_round/butter-6f77-seed--509ea03d,Butter Payments,https://www.crunchbase.com/organization/butter-6f77,Seed,2000000,USD,2000000,2020-08-15,Seed,Yes,10000000,USD,10000000,Butter provides a payments intelligence platform for resolving payment failures.,"Artificial Intelligence (AI), Finance, FinTech, Machine Learning, Payments, Real Time",,"San Francisco, California, United States, North America",https://www.butterpayments.com,$1M to $10M,,5,38750000,USD,38750000,,Atomic,1,,"508,455"
Series A - Flock Safety,https://www.crunchbase.com/funding_round/flock-safety-series-a--46068cc8,Flock Safety,https://www.crunchbase.com/organization/flock-safety,Series A,9591811,USD,9591811,2018-08-30,Early Stage Venture,Yes,,,,Flock Safety develops security solutions using automated license plate recognition (ALPR) cameras.,"Manufacturing, Public Safety, Security, Sensor",,"Atlanta, Georgia, United States, North America",https://www.flocksafety.com,$1M to $10M,Late Stage Venture,7,380584142,USD,380584142,Matrix,"Initialized Capital, Matrix",2,1,"508,540"
Private Equity Round - Simpli.fi,https://www.crunchbase.com/funding_round/simpli-fi-private-equity--50640eeb,Simpli.fi,https://www.crunchbase.com/organization/simpli-fi,Private Equity,,,,2021-06-28,Private Equity,Yes,,,,We are the leading advertising success platform–built to help thousands of brands and agencies succeed with their advertising efforts.,"Ad Retargeting, Ad Targeting, Advertising, Advertising Platforms, Digital Marketing, Machine Learning, Marketing, Mobile Advertising, Video Advertising",,"Fort Worth, Texas, United States, North America",http://www.simpli.fi,$50M to $100M,M&A,8,22837902,USD,22837902,Blackstone Group,Blackstone Group,1,2,"395,522"
Series A - Granica,https://www.crunchbase.com/funding_round/granica-series-a--44f5eced,Granica,https://www.crunchbase.com/organization/granica,Series A,45000000,USD,45000000,2023-06-08,Early Stage Venture,Yes,,,,"Granica is the world's first AI Efficiency Platform, creating cutting-edge and enterprise-ready AI infrastructure services.","Artificial Intelligence (AI), Information Technology, Software",,"Mountain View, California, United States, North America",https://granica.ai/,$1M to $10M,Early Stage Venture,1,45000000,USD,45000000,New Enterprise Associates,"Abstract Ventures, Bain Capital Ventures, Deepak Ahuja, Frederic Kerrest, Kevin Hartz, New Enterprise Associates",6,1,"398,969"
Series B - Flock Safety,https://www.crunchbase.com/funding_round/flock-safety-series-b--4edaf69f,Flock Safety,https://www.crunchbase.com/organization/flock-safety,Series B,15872332,USD,15872332,2020-03-20,Early Stage Venture,Yes,,,,Flock Safety develops security solutions using automated license plate recognition (ALPR) cameras.,"Manufacturing, Public Safety, Security, Sensor",,"Atlanta, Georgia, United States, North America",https://www.flocksafety.com,$1M to $10M,Late Stage Venture,7,380584142,USD,380584142,,"Initialized Capital, Matrix",2,1,"619,631"
