Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Venture Round - Single Technologies,https://www.crunchbase.com/funding_round/single-technologies-series-unknown--9fcd0213,Single Technologies,https://www.crunchbase.com/organization/single-technologies,Venture - Series Unknown,1500000,USD,1500000,2016-01-01,,,,,Yes,SINGLE TECHNOLOGIES develops a new type of (3-D) DNA sequencing system to improve Life.,"Big Data, Biotechnology, Genetics, Health Care, Health Diagnostics, Machine Learning, Medical Device",,"Stockholm, Stockholms Lan, Sweden, Europe",http://www.singletechnologies.com/,$1M to $10M,14085000,USD,14085000,7,Seed,KTH Holding,"Almi Invest, KTH Holding",,2,"76,801"
Seed Round - Buoy Health,https://www.crunchbase.com/funding_round/buoy-health-seed--98086f1c,Buoy Health,https://www.crunchbase.com/organization/buoy-health,Seed,1500000,USD,1500000,2016-01-01,Seed,,,,Yes,Buoy is a health technology company that helps patients self-diagnose and triage to the appropriate care.,"Apps, Health Care, Information Technology, Internet, Machine Learning",,"Boston, Massachusetts, United States, North America",https://www.buoyhealth.com,$10M to $50M,63221855,USD,63221855,7,Late Stage Venture,,TiE SoCal Angels,,1,"81,265"
Series A - PatternEx,https://www.crunchbase.com/funding_round/patternex-series-a--40ab6ed0,PatternEx,https://www.crunchbase.com/organization/patternex,Series A,7800000,USD,7800000,2016-07-26,Early Stage Venture,,,,Yes,PatternEx combines the power of humans and machines into an AI system that detects cyber threats at scale and in real time.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Security, Software","South Asian Founded, South Asian Led","San Jose, California, United States, North America",http://patternex.com/,$1M to $10M,7800000,USD,7800000,3,,Khosla Ventures,"Khosla Ventures, Scott Banister, TriplePoint Ventures",,3,"81,737"
Seed Round - Octane AI,https://www.crunchbase.com/funding_round/octane-ai-seed--75d85a5a,Octane AI,https://www.crunchbase.com/organization/octane-ai,Seed,1500000,USD,1500000,2016-11-02,Seed,,,,Yes,"Octane AI provides an all-in-one platform for engaging quizzes, data collection, and personalized Facebook Messenger and SMS automation.","Artificial Intelligence (AI), Data Collection and Labeling, E-Commerce, Marketing Automation, SaaS, SMS",,"San Francisco, California, United States, North America",https://www.octaneai.com,$1M to $10M,10750000,USD,10750000,4,,General Catalyst,"Allan Grant, Boost VC, Brad Hunstable, Dimension 6, General Catalyst, Larry Braitman, TriplePoint Ventures",1,7,"82,121"
Series A - Neura,https://www.crunchbase.com/funding_round/neura-2-series-a--4f20b7e0,Neura,https://www.crunchbase.com/organization/neura-2,Series A,11000000,USD,11000000,2016-01-18,Early Stage Venture,,,,Yes,Empowering organizations to make strategic decisions by transforming anonymized data and activity signals into actionable insights.,"Artificial Intelligence (AI), CRM, Internet of Things, Machine Learning, Marketing Automation, Mobile, Mobile Apps, Software",Women Founded,"Palo Alto, California, United States, North America",http://www.theneura.com,$10M to $50M,29020000,USD,29020000,6,M&A,"AXA Venture Partners, Pitango VC","AXA Venture Partners, Lenovo, Liberty Israel Venture Fund, Ofir Azury, Pitango VC, Sood Ventures",,6,"83,842"
Series A - wrnch,https://www.crunchbase.com/funding_round/wrnch-series-a--7928ab79,wrnch,https://www.crunchbase.com/organization/wrnch,Series A,1800000,USD,1800000,2016-02-26,Early Stage Venture,,,,Yes,wrnchAI is a software platform to digitize human motion and behaviour from standard video.,"Artificial Intelligence (AI), Augmented Reality, Computer Vision, Image Recognition, Machine Learning, Software",,"Montreal, Quebec, Canada, North America",http://www.wrnch.AI,$1M to $10M,9761065,USD,9761065,4,M&A,Radical Investments,"Aligo Innovation, gr0k Technologies, Radical Investments, TandemLaunch",,4,"83,813"
Debt Financing - Borrowell,https://www.crunchbase.com/funding_round/borrowell-debt-financing--80fdc28a,Borrowell,https://www.crunchbase.com/organization/borrowell,Debt Financing,6400000,USD,6400000,2016-02-23,,,,,No,"Borrowell offers free credit scores, education, and weekly credit monitoring, as well as innovative financial digital tools.","Artificial Intelligence (AI), Credit, Finance, Financial Services, FinTech",,"Toronto, Ontario, Canada, North America",http://borrowell.com,$10M to $50M,92001286,USD,92001286,7,Late Stage Venture,,"Adam Felesky, Equitable Bank, Freycinet Ventures, Hedgewood, Oakwest Corporation, Power Financial Corporation",1,6,"84,345"
Series C - Hopper,https://www.crunchbase.com/funding_round/hopper-series-c--8ed268fc,Hopper,https://www.crunchbase.com/organization/hopper,Series C,82000000,CAD,61679549,2016-12-15,Late Stage Venture,,,,Yes,Hopper is a travel app that uses predictive analytics to make travel recommendations.,"Apps, Big Data, Mobile Apps, Predictive Analytics, Travel",,"Montréal, Quebec, Canada, North America",http://www.hopper.com,$1M to $10M,729679549,USD,729679549,12,,Caisse de Depot et Placement du Quebec,"Accomplice, BDC Venture Capital, Brightspark Ventures, Caisse de Depot et Placement du Quebec, Dream Maker Ventures (DMV), Investissement Quebec, OMERS Ventures",3,7,"85,371"
Series B - Osmo,https://www.crunchbase.com/funding_round/osmo-series-b--69cf7fcc,Osmo,https://www.crunchbase.com/organization/osmo,Series B,18000000,USD,18000000,2016-12-08,Early Stage Venture,,,,Yes,Osmo is an interactive play company bringing harmony between physical and digital.,"Artificial Intelligence (AI), Consumer Electronics, Gaming, Media and Entertainment, Software",,"Port Washington, New York, United States, North America",https://www.playosmo.com/,$10M to $50M,32500000,USD,32500000,3,M&A,Upfront Ventures,"Accel, Collaborative Fund, Employee Stock Option Fund, Houghton Mifflin Harcourt, K9 Ventures, Mattel, Sesame Workshop, Shea Ventures, StartX (Stanford-StartX Fund), Upfront Ventures",3,10,"85,521"
Series A - GrapixAI,https://www.crunchbase.com/funding_round/grapixai-series-a--1ad89839,GrapixAI,https://www.crunchbase.com/organization/grapixai,Series A,5000000,USD,5000000,2016-11-03,Early Stage Venture,30000000,USD,30000000,Yes,Artificial intelligence server solution provider.,"Artificial Intelligence (AI), Cloud Data Services, Software",,"Singapore, Central Region, Singapore, Asia",https://www.grapixai.com,,115000000,USD,115000000,3,Late Stage Venture,,,,,"86,427"
Pre Seed Round - Intuition,https://www.crunchbase.com/funding_round/intuition-64ab-pre-seed--b47bd38f,Intuition,https://www.crunchbase.com/organization/intuition-64ab,Pre-Seed,1500000,USD,1500000,2016-05-01,Seed,,,,Yes,Intuition is an AI-powered platform that offers employee engagement solutions.,"Artificial Intelligence (AI), E-Learning, Software",Women Founded,"Sarasota, Florida, United States, North America",https://intuition.us/,,9500000,USD,9500000,4,Early Stage Venture,Techstars,Techstars,,1,"86,881"
Seed Round - Ayyeka Technologies,https://www.crunchbase.com/funding_round/ayyeka-seed--9bbc39c2,Ayyeka Technologies,https://www.crunchbase.com/organization/ayyeka,Seed,2560000,USD,2560000,2016-03-02,Seed,10000000,USD,10000000,Yes,"Ayyeka offers a combined hardware/software solution to collect data from utility assets in several industries such as water, oil, and gas.","Artificial Intelligence (AI), Cyber Security, Enterprise Software, Industrial Automation, Information Technology, Internet of Things, Machine Learning, Smart Cities, Software",,"New York, New York, United States, North America",http://www.ayyeka.com/,$1M to $10M,6790000,USD,6790000,2,Early Stage Venture,,"iArgento, Los Angeles Cleantech Incubator",,2,"87,884"
Seed Round - AppZen,https://www.crunchbase.com/funding_round/appzen-seed--e626454c,AppZen,https://www.crunchbase.com/organization/appzen,Seed,2900000,USD,2900000,2016-06-22,Seed,3690000,USD,3690000,Yes,AppZen is an artificial intelligence platform for modern finance teams.,"Accounting, Artificial Intelligence (AI), Big Data, Enterprise Software, FinTech, Machine Learning, SaaS",,"San Jose, California, United States, North America",http://www.appzen.com/,$1M to $10M,100600000,USD,100600000,7,,Resolute Ventures,"Amicus Capital, Arba Seed Investment Group, Bloomberg Beta, FundersClub, Mastercard, Resolute Ventures, Silicon Valley Bank",2,7,"88,655"
Venture Round - Deepgram,https://www.crunchbase.com/funding_round/deepgram-series-unknown--116e1f09,Deepgram,https://www.crunchbase.com/organization/deepgram,Venture - Series Unknown,1800000,USD,1800000,2016-09-27,,,,,Yes,Deepgram is an AI Speech Platform that provides developers with a simple to use Speech-to-Text API.,"Artificial Intelligence (AI), Data Collection and Labeling, Developer APIs, Natural Language Processing, Speech Recognition",,"San Francisco, California, United States, North America",https://deepgram.com/,$1M to $10M,85920000,USD,85920000,8,Early Stage Venture,"Compound, Y Combinator","1517 Fund, Compound, Fenox Venture Capital, Four Cities Capital, Louis Beryl, Ludlow Ventures, Y Combinator, Zillionize",,8,"89,353"
Private Equity Round - Conversica,https://www.crunchbase.com/funding_round/conversica-private-equity--3d1dd378,Conversica,https://www.crunchbase.com/organization/conversica,Private Equity,34000000,USD,34000000,2016-12-14,Private Equity,,,,Yes,Conversica creates intelligent virtual assistants to serve as virtual team members.,"Artificial Intelligence (AI), Machine Learning, SaaS, Sales Automation, Virtual Assistant",,"San Mateo, California, United States, North America",http://www.conversica.com,$10M to $50M,132000000,USD,132000000,7,Late Stage Venture,PSG Equity,"Alumni Ventures, Ben Brigham, Kennet Partners, PSG Equity, Recruit Strategic Partners, Toba Capital, Wellington Financial",7,7,"88,784"
Pre Seed Round - Betterview,https://www.crunchbase.com/funding_round/betterview-pre-seed--f12c3064,Betterview,https://www.crunchbase.com/organization/betterview,Pre-Seed,1550000,USD,1550000,2016-02-23,Seed,,,,Yes,"Betterview is a property intelligence platform that assists property insurers in analyzing, scoring, managing, and monitoring property risk.","Computer Vision, Insurance, Predictive Analytics, Property Management, Risk Management",,"San Francisco, California, United States, North America",https://www.betterview.com,$10M to $50M,15550000,USD,15550000,11,M&A,,"500 Global, 645 Ventures, Alumni Ventures, Brady Brim-DeForest, Compound, Daniel Curran, Edward Lando, Haystack, Hone Capital, MetaProp, Outlander Fund I Archimedes, Router Ventures, Winklevoss Capital",,13,"89,666"
Series A - Absci,https://www.crunchbase.com/funding_round/absci-series-a--3aa1d846,Absci,https://www.crunchbase.com/organization/absci,Series A,5100000,USD,5100000,2016-02-02,Early Stage Venture,,,,Yes,Absci is the drug & target discovery company harnessing deep learning AI & synthetic biology to expand the therapeutic potential of proteins,"Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science",,"Vancouver, Washington, United States, North America",https://www.absci.com,$1M to $10M,324259989,USD,324259989,11,IPO,Phoenix Venture Partners,"Oregon Venture Fund, Phoenix Venture Partners, The R-Group",2,3,"90,332"
Seed Round - MachineMetrics,https://www.crunchbase.com/funding_round/machinemetrics-seed--4c523500,MachineMetrics,https://www.crunchbase.com/organization/machinemetrics,Seed,4000000,USD,4000000,2016-12-22,Seed,4000000,USD,4000000,Yes,MachineMetrics is an Industrial IoT analytics and machine monitoring platform that empowers customers through real-time data.,"Analytics, Industrial Automation, Internet, Manufacturing, Predictive Analytics, SaaS, Software",,"Northampton, Massachusetts, United States, North America",http://www.machinemetrics.com/,$1M to $10M,37654263,USD,37654263,6,Early Stage Venture,,"Bolt, Fastenal Company, Hub Angels Investment Group, Hyperplane, LRVHealth, MassVentures",,6,"90,316"
Seed Round - SafeToNet,https://www.crunchbase.com/funding_round/safetonet-seed--0b6272e1,SafeToNet,https://www.crunchbase.com/organization/safetonet,Seed,3000000,USD,3000000,2016-02-12,Seed,,,,Yes,SafeToNet makes the digital world safer for children to explore and enjoy.,"Apps, Artificial Intelligence (AI), Child Care, Children, Cyber Security, Information Technology, Machine Learning, Mobile Apps, Security",,"Reading, Reading, United Kingdom, Europe",http://safetonet.com/,$1M to $10M,18277719,USD,18277719,6,Early Stage Venture,,"DuKlaw Ventures, Wayra UK",,2,"93,037"
Private Equity Round - Duuzra,https://www.crunchbase.com/funding_round/duuzra-private-equity--58451c47,Duuzra,https://www.crunchbase.com/organization/duuzra,Private Equity,2300000,GBP,2856937,2016-11-22,Private Equity,,,,Yes,"Easily create and transfer material, engage audiences, and track analytics in a variety of business areas.","Content Delivery Network, Predictive Analytics, Software",,"Manchester, Manchester, United Kingdom, Europe",http://www.duuzra.com,Less than $1M,2300000,GBP,2856937,1,Private Equity,IW Capital,IW Capital,,1,"94,644"
Series A - Hungryroot,https://www.crunchbase.com/funding_round/reimagined-series-a--b29e4395,Hungryroot,https://www.crunchbase.com/organization/reimagined,Series A,3700000,USD,3700000,2016-03-01,Early Stage Venture,,,,Yes,Hungryroot is a provider of an artificial intelligence-powered personalized grocery service.,"Artificial Intelligence (AI), Consumer Goods, E-Commerce, Food and Beverage, Retail, Software",,"New York, New York, United States, North America",http://www.hungryroot.com,$10M to $50M,75400000,USD,75400000,5,Late Stage Venture,Lightspeed Venture Partners,"Crosslink Capital, Great Oaks Venture Capital, Junction Venture Partners, KarpReilly, Lerer Hippeau, Lightspeed Venture Partners",2,6,"94,239"
Seed Round - Healx,https://www.crunchbase.com/funding_round/healx-seed--25681e38,Healx,https://www.crunchbase.com/organization/healx,Seed,1500000,GBP,1909855,2016-10-04,Seed,,,,Yes,Healx is a rare disease biotechnology company that uses generative AI for drug discovery.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Health Care, Life Science, Medical",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://healx.ai,$10M to $50M,114909855,USD,114909855,7,Late Stage Venture,"Amadeus Capital Partners, Jonathan Milner","Amadeus Capital Partners, Cambridge Angels group, Campden Hill Capital, Jonathan Milner",,4,"95,847"
Series B - Accompany,https://www.crunchbase.com/funding_round/accompany-series-b--4a45ab2b,Accompany,https://www.crunchbase.com/organization/accompany,Series B,20000000,USD,20000000,2016-12-05,Early Stage Venture,,,,Yes,Accompany designs and develops a relationship intelligence platform.,"Artificial Intelligence (AI), Contact Management, Mobile Apps, Professional Networking, Sales, Social Network, Software",Women Founded,"Los Altos, California, United States, North America",https://www.accompany.com/,$10M to $50M,40600000,USD,40600000,3,M&A,Ignition Partners,"CRV, Ignition Partners, KG Investments, Vista Venture Partners",2,4,"95,884"
Seed Round - Spectral Edge,https://www.crunchbase.com/funding_round/spectral-edge-seed--48b9c72c,Spectral Edge,https://www.crunchbase.com/organization/spectral-edge,Seed,1500000,GBP,2132178,2016-03-22,Seed,,,,Yes,"Spectral Edge combines patented Image Fusion tech with Deep Learning to reveal more of the color, detail and clarity in any image.","Artificial Intelligence (AI), Machine Learning, Software, Software Engineering",,"Cambridge, Cambridgeshire, United Kingdom, Europe",http://spectraledge.co.uk,$1M to $10M,8093475,USD,8093475,6,M&A,IQ Capital,"Cambridge Angels group, Cambridge Capital Group, IQ Capital, Martlet Capital, Parkwalk Advisors, Wren Capital",1,6,"96,185"
Series A - Troops,https://www.crunchbase.com/funding_round/troops-inc-series-a--195e8011,Troops,https://www.crunchbase.com/organization/troops-inc,Series A,7000000,USD,7000000,2016-09-12,Early Stage Venture,,,,Yes,"Troops provides a Salesforce automation platform used to improve sales velocity, forecast, visibility, and collaboration.","Artificial Intelligence (AI), Messaging, SaaS, Sales, Software",,"New York, New York, United States, North America",http://troops.ai,$1M to $10M,19350000,USD,19350000,4,M&A,Felicis,"Aspect Ventures, Chicago Ventures, CSC Upshot, Felicis, First Round Capital, Flight Ventures, Founder Collective, Great Oaks Venture Capital, Jason Finger, NextView Ventures, Slack, Susa Ventures, Vast Ventures",5,13,"98,977"
"Seed Round - ByteGain, Inc.",https://www.crunchbase.com/funding_round/bytegain-inc-seed--e115db53,"ByteGain, Inc.",https://www.crunchbase.com/organization/bytegain-inc,Seed,2500000,USD,2500000,2016-10-15,Seed,,,,Yes,Predict What Your Customers Will Do With Machine Intelligence,"Advertising, Artificial Intelligence (AI), Digital Marketing, Machine Learning, Predictive Analytics, SaaS",,"Los Altos, California, United States, North America",https://bytegain.com,Less than $1M,2500000,USD,2500000,2,,,"Bloomberg Beta, CSC Upshot, Draft Ventures, Lowercase Capital, Matrix, ZhenFund",,6,"99,367"
Series A - MessageYes (formerly ReplyYes),https://www.crunchbase.com/funding_round/replyyes-series-a--c8bae096,MessageYes (formerly ReplyYes),https://www.crunchbase.com/organization/replyyes,Series A,6500000,USD,6500000,2016-12-16,Early Stage Venture,,,,Yes,MessageYes is the leader in ecommerce over mobile messaging,"Artificial Intelligence (AI), B2B, Digital Marketing, E-Commerce, Messaging, Mobile, Software","Black Founded, Black Led","Seattle, Washington, United States, North America",http://messageyes.com/,$1M to $10M,6500000,USD,6500000,3,M&A,Madrona,"Arnold Venture Group, CASSIUS, Kombo Ventures, Lowercase Capital, MaC Venture Capital, Madrona, Muse Capital",2,7,"98,836"
Seed Round - People Data Labs,https://www.crunchbase.com/funding_round/talentiq-seed--e82f38e1,People Data Labs,https://www.crunchbase.com/organization/talentiq,Seed,2200000,USD,2200000,2016-08-01,Seed,,,,Yes,Enabling all companies to build compliant b2b data solutions,"Analytics, Artificial Intelligence (AI), B2B, Database, Developer APIs, Machine Learning, Software",,"San Francisco, California, United States, North America",https://www.peopledatalabs.com,$10M to $50M,55250000,USD,55250000,7,Early Stage Venture,Susa Ventures,"CSC Upshot, Forum Ventures, Haystack, Hone Capital, Joel Englander, Landscape Capital, Mandra Capital, Right Side Capital Management, Sandy Kory, Susa Ventures, Susan Kimberlin",1,11,"99,347"
Series A - Ripcord,https://www.crunchbase.com/funding_round/ripcord-2-series-a--44b38b58,Ripcord,https://www.crunchbase.com/organization/ripcord-2,Series A,7400000,USD,7400000,2016-05-16,Early Stage Venture,,,,Yes,Ripcord offers a comprehensive suite of services for digitizing and organizing paper-based and digital documents.,"Artificial Intelligence (AI), Document Management, Enterprise Software, Robotics, SaaS",Women Founded,"Hayward, California, United States, North America",https://www.ripcord.com,$1M to $10M,149400000,USD,149400000,6,Late Stage Venture,Kleiner Perkins,"Comet Labs, CSC Upshot, KittyHawk, Kleiner Perkins, Legend Star, Lux Capital, Steve Wozniak",1,7,"99,796"
Series A - Tenfold,https://www.crunchbase.com/funding_round/tenfold-series-a--ff88852c,Tenfold,https://www.crunchbase.com/organization/tenfold,Series A,11750000,USD,11750000,2016-12-27,Early Stage Venture,,,,Yes,Tenfold helps companies have better customer conversations by putting customer information into action on the phone.,"CRM, Data Integration, Data Management, Predictive Analytics, SaaS, Software, Telecommunications",,"Austin, Texas, United States, North America",https://www.tenfold.com,$10M to $50M,34600000,USD,34600000,9,M&A,Andreessen Horowitz,"Andreessen Horowitz, CSC Upshot, Geekdom Fund, Pat Condon",1,4,"99,662"
Seed Round - Markable Creators(Markable AI),https://www.crunchbase.com/funding_round/markable-seed--983b5430,Markable Creators(Markable AI),https://www.crunchbase.com/organization/markable,Seed,1945000,USD,1945000,2016-07-28,Seed,10000000,USD,10000000,Yes,Markable Creators is the leading AI visual discovery shopping engine that empowers influencers with their own social shops.,"Artificial Intelligence (AI), Developer APIs, E-Commerce, Image Recognition, Internet, Visual Search","Women Founded, Women Led","New York, New York, United States, North America",https://markable.ai,Less than $1M,21718371,USD,21718371,7,,,"Cheetah Mobile, FounderPartners, FoundersX Ventures, Foxcroft Enterprises, LLC, Helen Liang, MassChallenge",,6,"101,984"
