Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - HUUB,https://www.crunchbase.com/funding_round/huub-pre-seed--6fad4afc,HUUB,https://www.crunchbase.com/organization/huub,Pre-Seed,350000,EUR,391482,2016-06-01,Seed,,,,Yes,HUUB is democratising Supply Chain through Technology by allowing Fashion Brands to manage its physical and data flow in a unified ecosystem,,"Artificial Intelligence (AI), Business Intelligence, E-Commerce, Logistics, Machine Learning, Shipping, Supply Chain Management","Maia, Porto, Portugal, Europe",http://thehuub.co/,Less than $1M,8700000,EUR,9836376,M&A,4,,,,,"517,750"
Angel Round - Remesh,https://www.crunchbase.com/funding_round/remesh-angel--877f7ec3,Remesh,https://www.crunchbase.com/organization/remesh,Angel,522000,USD,522000,2016-11-01,Seed,,,,Yes,Remesh offers an AI-powered platform that enables users to have live conversations with their customers at scale.,,"Analytics, Artificial Intelligence (AI), Business Intelligence, Market Research, Project Management, Social Media","New York, New York, United States, North America",http://remesh.ai,$10M to $50M,39007000,USD,39007000,Early Stage Venture,9,Techstars,Techstars,1,,"518,074"
Angel Round - glint,https://www.crunchbase.com/funding_round/glint-3-angel--1f0660d6,glint,https://www.crunchbase.com/organization/glint-3,Angel,150000,USD,150000,2016-02-19,Seed,,,,Yes,glint is the first platform to provide user-tailored context about the people around us.,,"Artificial Intelligence (AI), Internet, Mobile Apps, Software","Boston, Massachusetts, United States, North America",http://glintme.com/,Less than $1M,150000,USD,150000,Seed,1,,,,,"296,270"
Angel Round - Yunke.ai,https://www.crunchbase.com/funding_round/yunke-ai-angel--2c6e0165,Yunke.ai,https://www.crunchbase.com/organization/yunke-ai,Angel,4000000,CNY,617378,2016-04-02,Seed,,,,Yes,Yunke.ai is an internal data-driven enterprise sales management and external sales enabling platform.,,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Management, Machine Learning, Software","Beijing, Beijing, China, Asia",http://www.yunke.ai,,64000000,CNY,9494995,,3,,"Grains Valley Venture Capital, LongLing Capital",2,,"297,083"
Seed Round - Fun Share,https://www.crunchbase.com/funding_round/fun-share-seed--d73c2820,Fun Share,https://www.crunchbase.com/organization/fun-share,Seed,1000000,CNY,152653,2016-03-01,Seed,,,,Yes,Fun Share is a car-sharing travel platform that provides users with instant short- and medium-distance travel services.,,"Artificial Intelligence (AI), Mobile Apps, Travel","Haidian, Beijing, China, Asia",http://www.ifengniao.net/,,1000000,CNY,152653,Seed,1,,Xincheng Investment,1,,"260,601"
Convertible Note - PassiveLogic,https://www.crunchbase.com/funding_round/passivelogic-convertible-note--89e72c2d,PassiveLogic,https://www.crunchbase.com/organization/passivelogic,Convertible Note,250000,USD,250000,2016-08-18,,,,,No,"The first platform for generalized autonomy: powered by Quantum, PassiveLogic empowers people to solve the largest climate challenges.",Women Founded,"Artificial Intelligence (AI), Green Building, GreenTech, Hardware, Real Estate, Smart Building, Software","Salt Lake City, Utah, United States, North America",https://passivelogic.com,$1M to $10M,80150000,USD,80150000,Early Stage Venture,13,,,,,"329,969"
Seed Round - Owl Insights,https://www.crunchbase.com/funding_round/owl-outcomes-seed--226b7882,Owl Insights,https://www.crunchbase.com/organization/owl-outcomes,Seed,333333,USD,333333,2016-05-11,Seed,,,,Yes,Owl Insights is a SaaS platform which enables measurement based care in the treatment of behavioral health disorders.,Women Founded,"Education, Health Care, Predictive Analytics, Psychology, SaaS","Seattle, Washington, United States, North America",https://www.owl.health,$1M to $10M,16366333,USD,16366333,M&A,4,,Portland Seed Fund,1,,"330,235"
Seed Round - Guru,https://www.crunchbase.com/funding_round/guru-technologies-seed--9cef5783,Guru,https://www.crunchbase.com/organization/guru-technologies,Seed,1000000,USD,1000000,2016-06-06,Seed,,,,Yes,"Guru is an Enterprise AI Search, Intranet, and Wiki platform allowing you to find and share information from anywhere to anywhere.",,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, IT Infrastructure, Knowledge Management, Natural Language Processing, SaaS, Search Engine, Semantic Search","Philadelphia, Pennsylvania, United States, North America",http://www.getguru.com,$1M to $10M,70700000,USD,70700000,Late Stage Venture,6,FirstMark,FirstMark,1,1,"542,418"
Angel Round - WOOM,https://www.crunchbase.com/funding_round/woom-fertility-angel--1ba8d1de,WOOM,https://www.crunchbase.com/organization/woom-fertility,Angel,160000,EUR,177717,2016-03-15,Seed,,,,Yes,WOOM is Data science for Women's and Reproductive Health,,"Apps, Artificial Intelligence (AI), Health Care, Lifestyle, mHealth, Wellness","Madrid, Madrid, Spain, Europe",https://woomhealth.com,Less than $1M,4400703,USD,4400703,M&A,11,Jesus Monleon,"Beatriz Gonzalez, Diego Ballesteros, Gerard Olive, Gustavo Burnier, Jesus Monleon, Jose Luis Valdivielso, Lánzame Capital SL",7,,"330,698"
Angel Round - MoodMe,https://www.crunchbase.com/funding_round/mach-3d-angel--a8ecb5d8,MoodMe,https://www.crunchbase.com/organization/mach-3d,Angel,120000,EUR,124835,2016-12-19,Seed,7000000,EUR,7282033,Yes,MoodMe provides unique insights and experiences for the emotion economy with unbiased face AI & AR.,,"Analytics, Artificial Intelligence (AI), Big Data, CRM, Developer APIs, Digital Media, Facial Recognition, Information Technology, Mobile","Luxembourg, Luxembourg, Luxembourg, Europe",http://www.mood-me.com,$1M to $10M,1904896,USD,1904896,Seed,8,,Guido Peters,1,,"331,264"
Seed Round - Piavita,https://www.crunchbase.com/funding_round/piavita-ag-seed--5719a69a,Piavita,https://www.crunchbase.com/organization/piavita-ag,Seed,1000000,CHF,1031825,2016-06-24,Seed,,,,Yes,Piavita is a hardware-enabled SaaS vettech company that brings the veterinary industry into the digitized age.,,"B2B, Equestrian, Health Care, Pet, Predictive Analytics, SaaS, Sensor, Software, Veterinary, Wireless","Zürich, Zurich, Switzerland, Europe",http://www.piavita.com,$1M to $10M,14264106,USD,14264106,Early Stage Venture,6,,"Business Angels Switzerland (BAS), Verve Ventures, Zürcher Kantonal Bank",3,,"543,710"
Grant - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-grant--38049458,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Grant,583000,EUR,636925,2016-01-08,,,,,No,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics","Berlin, Berlin, Germany, Europe",http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,,,,,"543,952"
Product Crowdfunding - Ingen Dynamics,https://www.crunchbase.com/funding_round/ingen-dynamics-aido-robot-product-crowdfunding--585f9f26,Ingen Dynamics,https://www.crunchbase.com/organization/ingen-dynamics-aido-robot,Product Crowdfunding,890000,USD,890000,2016-08-10,,,,,No,Ingen Dynamics is an interactive personal home robot.,,"Artificial Intelligence (AI), Robotics","Palo Alto, California, United States, North America",http://aidorobot.com/,$1M to $10M,1372431,USD,1372431,,4,,,,,"544,249"
Seed Round - 2021.AI,https://www.crunchbase.com/funding_round/2021-ai-seed--7249644c,2021.AI,https://www.crunchbase.com/organization/2021-ai,Seed,4300000,DKK,615864,2016-12-01,Seed,,,,Yes,2021.AI serves the growing enterprise need for full management and oversight of applied AI.,,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning","Copenhagen, Hovedstaden, Denmark, Europe",https://2021.ai,$1M to $10M,6293707,USD,6293707,Seed,4,Mikael Munck,Mikael Munck,1,,"290,386"
Venture Round - Kuona,https://www.crunchbase.com/funding_round/kuona-series-unknown--461bc221,Kuona,https://www.crunchbase.com/organization/kuona,Venture - Series Unknown,450000,USD,450000,2016-10-01,,,,,Yes,Kuona is an Enterprise SaaS that use AI to help consumer brands and retailers to automatically optimize trade promotions,,"Analytics, Artificial Intelligence (AI), Consumer Goods, E-Commerce, Machine Learning","Monterrey, Nuevo Leon, Mexico, North America",https://kuona.ai,,6650000,USD,6650000,Seed,7,Stage Venture Partners,Stage Venture Partners,1,1,"138,343"
Seed Round - Compass News,https://www.crunchbase.com/funding_round/compass-news-seed--8f2bbe54,Compass News,https://www.crunchbase.com/organization/compass-news,Seed,600000,USD,600000,2016-11-01,Seed,,,,Yes,"Compass News is a subscription-based journalism platform powered by an AI editor that makes you smarter, quicker.",,"Artificial Intelligence (AI), Journalism, Media and Entertainment, Social Media","London, England, United Kingdom, Europe",https://compassnews.co.uk/,$1M to $10M,1600000,USD,1600000,Seed,2,Salica,Salica,1,1,"308,375"
Angel Round - Pin People,https://www.crunchbase.com/funding_round/pin-people-angel--ccfcbc73,Pin People,https://www.crunchbase.com/organization/pin-people,Angel,600000,BRL,152095,2016-03-01,Seed,,,,Yes,Pin People is the 1st Employee Experience (EX) management platform in Brazil.,,"Big Data, Human Resources, Predictive Analytics","São Paulo, Sao Paulo, Brazil, South America",https://www.pinpeople.com.br,$1M to $10M,2730000,BRL,565170,Seed,3,,,,,"436,939"
Seed Round - Inpris,https://www.crunchbase.com/funding_round/inpris-seed--82fda69b,Inpris,https://www.crunchbase.com/organization/inpris,Seed,1200000,USD,1200000,2016-12-15,Seed,,,,Yes,Humains - AI Workforce Revolution.,,"Artificial Intelligence (AI), Automotive, Big Data, Call Center, Machine Learning, Software","Jerusalem, Yerushalayim, Israel, Asia",https://www.humains.com/,$1M to $10M,2800000,USD,2800000,Seed,2,,,,,"438,502"
Angel Round - FitBliss,https://www.crunchbase.com/funding_round/fitbliss-angel--6515e7f9,FitBliss,https://www.crunchbase.com/organization/fitbliss,Angel,180000,USD,180000,2016-06-06,Seed,,,,Yes,FitBliss is an employee well-being and productivity platform that offers employees health recommendations and wellness services.,,"Apps, Artificial Intelligence (AI), CRM, Customer Service, Gamification, Health Care, InsurTech, Productivity Tools, SaaS, Sales","San Jose, California, United States, North America",http://www.fitbliss.com,Less than $1M,380000,USD,380000,Seed,4,,Jumpstart Foundry,1,,"654,701"
Pre Seed Round - Coozyn,https://www.crunchbase.com/funding_round/coozyn-pre-seed--4c0f84dc,Coozyn,https://www.crunchbase.com/organization/coozyn,Pre-Seed,300000,USD,300000,2016-03-01,Seed,,,,Yes,"CooZyn is the one stop one needs to make to learn all about Sharing economy: Food & logistic, Instant grocery delivery, earring money.",,"Artificial Intelligence (AI), Delivery Service, E-Commerce, Food and Beverage, Logistics, Social Media, Software","San Francisco, California, United States, North America",http://www.coozyn.com,Less than $1M,565000,USD,565000,Seed,3,,,,,"438,932"
Convertible Note - Onward,https://www.crunchbase.com/funding_round/agent-q-convertible-note--8ad91d65,Onward,https://www.crunchbase.com/organization/agent-q,Convertible Note,120000,USD,120000,2016-08-01,,,,,No,Onward is a customer service automation platform that creates a range of automated customer service and sales tools for business usage.,,"Artificial Intelligence (AI), Customer Service, Internet","San Francisco, California, United States, North America",https://onward.ai/,$1M to $10M,120000,USD,120000,M&A,3,,"Edward Lando, Pareto Holdings, R/GA Accelerator",3,,"354,822"
Seed Round - E-contenta,https://www.crunchbase.com/funding_round/e-contenta-seed--9dcc65f1,E-contenta,https://www.crunchbase.com/organization/e-contenta,Seed,130000,USD,130000,2016-08-09,Seed,,,,Yes,AI driven platform that help brands to distribute their editorials in the format of native advertising,,"Advertising, Advertising Platforms, Analytics, Content, Content Marketing, Digital Marketing, Marketing, Native Advertising, Predictive Analytics","Warsaw, Mazowieckie, Poland, Europe",https://e-contenta.com/en/,,505000,USD,505000,Seed,5,,"Starta Accelerator, Starta VC",2,,"439,031"
Venture Round - Quividi,https://www.crunchbase.com/funding_round/quividi-series-unknown--47054658,Quividi,https://www.crunchbase.com/organization/quividi,Venture - Series Unknown,1000000,EUR,1118369,2016-03-23,,,,,Yes,Quividi is the leading audience & campaign intelligence platform.,,"Advertising, Analytics, Digital Signage, Machine Learning, Marketing, Outdoor Advertising, Retail, Software","Paris, Ile-de-France, France, Europe",http://www.quividi.com,$1M to $10M,1418369,USD,1418369,,2,,,,,"376,345"
Seed Round - KDAN,https://www.crunchbase.com/funding_round/kdan-mobile-software-seed--75f73d17,KDAN,https://www.crunchbase.com/organization/kdan-mobile-software,Seed,1200000,USD,1200000,2016-04-19,Seed,,,,Yes,KDAN is committed to providing a diverse range of AI-driven workflow and data solutions.,,"Artificial Intelligence (AI), Internet, Market Research, SaaS, Software","Tainan, T'ai-wan, Taiwan, Asia",http://www.kdan.com/,$10M to $50M,22198879,USD,22198879,Early Stage Venture,5,Ventek Ventures,"Ian Kung, Paul Wu, Ventek Ventures",3,,"376,700"
Seed Round - Hummingbird AI PTY Ltd.,https://www.crunchbase.com/funding_round/hummingbird-ai-pty-ltd-seed--040a9555,Hummingbird AI PTY Ltd.,https://www.crunchbase.com/organization/hummingbird-ai-pty-ltd,Seed,300000,USD,300000,2016-11-30,Seed,,,,Yes,Hummingbird AI is a personal assistant chatbot powered by artificial intelligence.,,"Artificial Intelligence (AI), Chatbot, Information Services, Information Technology, Internet, Machine Learning, Software","Melbourne, Victoria, Australia, Oceania",https://hummingbird.ai/,,300000,USD,300000,Seed,1,,,,,"548,980"
Debt Financing - Functionize,https://www.crunchbase.com/funding_round/functionize-debt-financing--d378256a,Functionize,https://www.crunchbase.com/organization/functionize,Debt Financing,687500,USD,687500,2016-08-22,,,,,No, Functionize delivers an autonomous testing platform that incorporates AI and machine learning technologies to automate software dev.,,"Artificial Intelligence (AI), Enterprise Software, Internet, Machine Learning, Software","Walnut Creek, California, United States, North America",http://www.functionize.com,$10M to $50M,19187500,USD,19187500,,4,,,,,"454,909"
Pre Seed Round - TypingDNA,https://www.crunchbase.com/funding_round/typingdna-pre-seed--3a3a0b75,TypingDNA,https://www.crunchbase.com/organization/typingdna,Pre-Seed,200000,USD,200000,2016-10-31,Seed,,,,Yes,TypingDNA is a cybersecurity SaaS platform that offers authentication and fraud detection services.,,"Artificial Intelligence (AI), Cyber Security, Developer APIs, Fraud Detection, Identity Management, SaaS, Software","Brooklyn, New York, United States, North America",https://www.typingdna.com,$1M to $10M,8920000,USD,8920000,Early Stage Venture,5,Gecad Ventures,Gecad Ventures,1,2,"455,129"
Grant - MoQuality,https://www.crunchbase.com/funding_round/moquality-grant--ce394b29,MoQuality,https://www.crunchbase.com/organization/moquality,Grant,275000,USD,275000,2016-07-01,,,,,No,MoQuality provides AI driven mobile testing solutions to help app developers accelerate testing towards a better user experience,,"Artificial Intelligence (AI), Computer, Mobile Apps, Software","Atlanta, Georgia, United States, North America",https://moquality.com,$1M to $10M,2810000,USD,2810000,Seed,3,National Science Foundation,"Georgia Research Alliance, National Science Foundation",2,,"550,335"
Angel Round - Xesol Innovation,https://www.crunchbase.com/funding_round/xesolinnovation-angel--7620ca29,Xesol Innovation,https://www.crunchbase.com/organization/xesolinnovation,Angel,400000,EUR,445534,2016-07-01,Seed,,,,Yes,Xesol Innovation delivers solutions for autonomous vehicles.,,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Image Recognition, Internet of Things, Machine Learning, Software","Vigo, Galicia, Spain, Europe",http://www.xesolinnovation.com,Less than $1M,2258500,EUR,2638466,Seed,4,,,,,"456,447"
Pre Seed Round - Mize,https://www.crunchbase.com/funding_round/hotelmize-pre-seed--7f9e5716,Mize,https://www.crunchbase.com/organization/hotelmize,Pre-Seed,300000,USD,300000,2016-01-05,Seed,,,,Yes,Mize is the leading AI-driven optimization platform for all travel intermediaries.,,"Analytics, Artificial Intelligence (AI), Machine Learning, Software, Tourism, Travel","London, England, United Kingdom, Europe",https://mize.tech,$1M to $10M,16400000,USD,16400000,Early Stage Venture,5,,,,,"456,706"
Angel Round - E42,https://www.crunchbase.com/funding_round/light-2-angel--abcf04fd,E42,https://www.crunchbase.com/organization/light-2,Angel,200000,USD,200000,2016-09-01,Seed,6500000,USD,6500000,Yes,E42 is a no-code Cognitive Process Automation platform to build AI co-workers that automate enterprise processes across functions at scale.,,"Artificial Intelligence (AI), Enterprise Software, Information Services, Information Technology, Machine Learning, Natural Language Processing, Software","Pune, Maharashtra, India, Asia",https://e42.ai/,$10M to $50M,7660000,USD,7660000,Early Stage Venture,6,,Alwin Thankachen,1,,"456,952"
Angel Round - Tie Technologies,https://www.crunchbase.com/funding_round/tie-2-angel--ed003293,Tie Technologies,https://www.crunchbase.com/organization/tie-2,Angel,200000,USD,200000,2016-08-01,Seed,,,,Yes,Tie Technologies is a predictive analytics platform for sales & marketing in the mobile ecosystem.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Marketing, Mobile, Predictive Analytics, Sales","Ramat Gan, Tel Aviv, Israel, Asia",http://thetie.co/,,200000,USD,200000,Seed,1,,,,,"220,543"
Angel Round - Ixty,https://www.crunchbase.com/funding_round/ixty-angel--cd638174,Ixty,https://www.crunchbase.com/organization/ixty,Angel,152000,GBP,187610,2016-12-31,Seed,,,,Yes,Ixty is an innovative monetization platform that opens up the power of machine learning and intelligent analytics to everyone.,,"E-Learning, Innovation Management, Lifestyle, Machine Learning","London, England, United Kingdom, Europe",https://ixty.io/,$1M to $10M,152000,GBP,187610,Seed,4,,Stephen Lindsay,1,,"328,824"
Convertible Note - BetterTaxi (BetterTec GmbH),https://www.crunchbase.com/funding_round/bettertaxi-convertible-note--1cfeb96f,BetterTaxi (BetterTec GmbH),https://www.crunchbase.com/organization/bettertaxi,Convertible Note,200000,EUR,229133,2016-05-01,,,,,No,The meta-booking platform for taxis and airport transfers.,,"B2B, Machine Learning, Ride Sharing, Taxi Service, Transportation, Travel","München, Bayern, Germany, Europe",https://www.bettertaxi.com,Less than $1M,500000,EUR,628661,Seed,3,,,,,"349,031"
Angel Round - Medicus AI,https://www.crunchbase.com/funding_round/medicus-angel--6fd766ab,Medicus AI,https://www.crunchbase.com/organization/medicus,Angel,600000,EUR,682571,2016-05-12,Seed,,,,Yes,Medicus AI designs and develops an artificial intelligence (AI) based enterprise and app platform that bring meaning to health data.,,"Analytics, Artificial Intelligence (AI), Health Diagnostics, Intelligent Systems, Medical, Predictive Analytics","Vienna, Wien, Austria, Europe",http://medicus.ai,$1M to $10M,6600000,EUR,7601227,Early Stage Venture,3,,"Digihealth Ltd., Medicus Ltd, Nadine Nehme, Speedinvest",4,,"330,373"
Convertible Note - Mainstay,https://www.crunchbase.com/funding_round/admithub-convertible-note--728075bc,Mainstay,https://www.crunchbase.com/organization/admithub,Convertible Note,728000,USD,728000,2016-08-14,,,,,No,"Mainstay is a developer of a chatbot platform that increases student engagement, enrollment, and success.",,"Artificial Intelligence (AI), Chatbot, Education, Information Services, Machine Learning, Mobile Apps, Natural Language Processing, Virtual Assistant","Boston, Massachusetts, United States, North America",https://www.mainstay.com,$1M to $10M,30158000,USD,30158000,,10,,"Alumni Ventures, Antoine Hatoun, Jere Doyle, NXT Ventures, Raymond Magliozzi, Right Side Capital Management, Samuel Hwang, Techstars, Walter Winshall",9,,"330,530"
Venture Round - Fx Lambda,https://www.crunchbase.com/funding_round/fx-lambda-series-unknown--36e5e704,Fx Lambda,https://www.crunchbase.com/organization/fx-lambda,Venture - Series Unknown,1200000,USD,1200000,2016-10-22,,10000000,USD,10000000,Yes,Smart Agriculture technology company.,,"Agriculture, Internet of Things, Predictive Analytics, Robotics, Software, Wearables","Wilmington, Delaware, United States, North America",http://www.fx-lambda.xyz,,2100000,USD,2100000,,3,,New England Football Club,1,,"330,848"
Convertible Note - GeoZilla,https://www.crunchbase.com/funding_round/geozilla-family-locator-convertible-note--fffcb961,GeoZilla,https://www.crunchbase.com/organization/geozilla-family-locator,Convertible Note,200000,USD,200000,2016-12-15,,,,,No,GeoZilla - Connected Family Platform that enables users and their family members to connect IoT devices via their smartphone.,,"Android, Artificial Intelligence (AI), Family, GPS, Internet of Things, iOS, Location Based Services, Mobile, Mobile Apps, Unified Communications","Palo Alto, California, United States, North America",https://geozilla.com/,$1M to $10M,1100000,USD,1100000,Seed,3,,,,,"406,635"
Seed Round - Contextors,https://www.crunchbase.com/funding_round/contextors-seed--290cef87,Contextors,https://www.crunchbase.com/organization/contextors,Seed,500000,USD,500000,2016-05-16,Seed,,,,Yes,Contextors is engaged in the development of a novel natural language processing technology.,,"Knowledge Management, Natural Language Processing, Software, Web Browsers","Tel Aviv-yafo, Tel Aviv, Israel, Asia",http://contextors.com,Less than $1M,1400000,USD,1400000,Seed,3,,,,,"331,946"
Series A - Nuro,https://www.crunchbase.com/funding_round/nuro-2-series-a--c1af6d14,Nuro,https://www.crunchbase.com/organization/nuro-2,Series A,1000000,CNY,148855,2016-10-12,Early Stage Venture,,,,Yes,Nuro develops and operates a fleet of electric and autonomous vehicles.,,"Artificial Intelligence (AI), Autonomous Vehicles, Robotics, Transportation","Mountain View, California, United States, North America",https://nuro.ai,$100M to $500M,2132148855,USD,2132148855,Late Stage Venture,8,,ZhenFund,1,,"331,995"
Seed Round - Jellynote,https://www.crunchbase.com/funding_round/jellynote-seed--62230853,Jellynote,https://www.crunchbase.com/organization/jellynote,Seed,750000,USD,750000,2016-07-01,Seed,,,,Yes,Jellynote is an EdTech startup offering an innovative way to learn music through its proprietary AI-technology,,"Artificial Intelligence (AI), Education, Machine Learning, Music","Paris, Ile-de-France, France, Europe",http://www.jellynote.com,$1M to $10M,3170000,USD,3170000,Seed,6,,"Partech, Wellington Partners",2,1,"386,078"
Seed Round - BioMindR,https://www.crunchbase.com/funding_round/biomindr-seed--b053d797,BioMindR,https://www.crunchbase.com/organization/biomindr,Seed,500000,CAD,372035,2016-03-01,Seed,,,,Yes,A complete system to provide personalized bio-feedback enabled by new non-invasive and highly accurate wearable sensors.,,"Artificial Intelligence (AI), Consumer Electronics, Electronics, Hardware, Machine Learning, Software","Montréal, Quebec, Canada, North America",http://www.biomindr.com,,500000,CAD,372035,Seed,1,,,,,"386,543"
Angel Round - ABAKA Holdings,https://www.crunchbase.com/funding_round/abaka-holdings-angel--7017ce5f,ABAKA Holdings,https://www.crunchbase.com/organization/abaka-holdings,Angel,920000,USD,920000,2016-12-08,Seed,,,,Yes,ABAKA is the Enterprise platform powered by Artificial Intelligence enabling institutions to build digital  retirement solutions,,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Information Technology, Machine Learning, Retirement, SaaS, Software","London, England, United Kingdom, Europe",http://www.abaka.me/,$1M to $10M,14820000,USD,14820000,M&A,9,Anthemis Exponential Ventures,Anthemis Exponential Ventures,1,,"282,983"
Seed Round - Zentron Labs,https://www.crunchbase.com/funding_round/zentron-labs-seed--dd989435,Zentron Labs,https://www.crunchbase.com/organization/zentron-labs,Seed,516000,USD,516000,2016-12-20,Seed,,,,Yes,ZentronLabs provides custom machine-vision solutions for automated visual inspection.,,"Artificial Intelligence (AI), Automotive, Computer, Industrial Automation","Bengaluru, Karnataka, India, Asia",http://zentronlabs.com/,$1M to $10M,2742129,USD,2742129,Seed,7,Zoho,Zoho,1,,"283,430"
Angel Round - ec2ce,https://www.crunchbase.com/funding_round/ec2ce-easy-too-see-angel--7af52c96,ec2ce,https://www.crunchbase.com/organization/ec2ce-easy-too-see,Angel,585000,EUR,652428,2016-09-20,Seed,,,,Yes,ec2ce is a predictive analytics company providing saas to boost productivity and sustainability in agriculture.,,"Agriculture, Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, SaaS, Software","Sevilla, Andalucia, Spain, Europe",http://www.ec2ce.com,$1M to $10M,1605000,EUR,1789928,Seed,3,,,,,"387,766"
Seed Round - Kopano,https://www.crunchbase.com/funding_round/kopano-seed--4008768c,Kopano,https://www.crunchbase.com/organization/kopano,Seed,700000,USD,700000,2016-09-10,Seed,,,,Yes,Delivering insurance to emerging markets.,,"FinTech, Insurance, InsurTech, Machine Learning","Johannesburg, NA - South Africa, South Africa, Africa",http://www.kopano.ai,$1M to $10M,1700000,USD,1700000,Seed,3,Concatenate Capital,"Concatenate Capital, Cypher Holdings, Laikabot Ventures, MC2",4,,"284,543"
Angel Round - Wuxiangyun,https://www.crunchbase.com/funding_round/wuxiangyun-angel--fec06ddd,Wuxiangyun,https://www.crunchbase.com/organization/wuxiangyun,Angel,3000000,CNY,457595,2016-05-24,Seed,,,,Yes,Wuxiangyun provides AI marketing and intelligent marketing services.,,"Advertising, Artificial Intelligence (AI), Network Security","Shanghai, Shanghai, China, Asia",http://www.bigaka.com,,23000000,CNY,3482376,Seed,2,,Shenze Chuangy,1,,"519,949"
Seed Round - WaterView,https://www.crunchbase.com/funding_round/waterview-2-seed--3aa25b9a,WaterView,https://www.crunchbase.com/organization/waterview-2,Seed,475000,EUR,517091,2016-10-21,Seed,,,,Yes,WaterView leverages surveillance camera networks to bring true weather intelligence in control rooms.,,"Artificial Intelligence (AI), Autonomous Vehicles, Big Data, Computer, Computer Vision","Torino, Piemonte, Italy, Europe",https://www.waterview.ai,$10M to $50M,1638685,EUR,1815092,Early Stage Venture,4,Club degli Investitori,Club degli Investitori,1,,"284,617"
Debt Financing - LoopMe,https://www.crunchbase.com/funding_round/loopme-debt-financing--e3176239,LoopMe,https://www.crunchbase.com/organization/loopme,Debt Financing,1000000,USD,1000000,2016-09-06,,,,,No,"LoopMe is focused on brand advertising, using AI, attribution, and analytics to deliver measurable outcomes.",,"Advertising, Advertising Platforms, Analytics, Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom, Europe",https://loopme.com,$10M to $50M,39700000,USD,39700000,M&A,8,,,,,"284,923"
Angel Round - AI inside,https://www.crunchbase.com/funding_round/ai-inside-angel--185ff806,AI inside,https://www.crunchbase.com/organization/ai-inside,Angel,60000000,JPY,581728,2016-08-31,Seed,,,,Yes,AI inside specializes in software development and artificial intelligence business.,,"Artificial Intelligence (AI), Information Technology, Software","Tokyo, Tokyo, Japan, Asia",https://inside.ai/,$10M to $50M,1379500000,JPY,12351212,IPO,8,Nakaoki Katsuaki,Nakaoki Katsuaki,1,,"285,277"
Angel Round - TrinityVR,https://www.crunchbase.com/funding_round/trinityvr-angel--308b5646,TrinityVR,https://www.crunchbase.com/organization/trinityvr,Angel,460000,USD,460000,2016-08-09,Seed,,,,Yes,"TrinityVR builds high-fidelity, data-driven virtual simulations to train, evaluate and identify human performance.",,"Artificial Intelligence (AI), Big Data, Broadcasting, eSports, Sports, Virtual Reality","New York, New York, United States, North America",http://www.trinityvr.com,$1M to $10M,1875000,USD,1875000,Seed,3,,,,,"286,000"
Seed Round - Taechyon Robotics Corporation,https://www.crunchbase.com/funding_round/taechyon-robotics-corporation-seed--6301243c,Taechyon Robotics Corporation,https://www.crunchbase.com/organization/taechyon-robotics-corporation,Seed,1000000,USD,1000000,2016-11-14,Seed,,,,Yes,"AI, Robotics, Smart-Speakers, Smart-Displays, and Chatbots",,"Artificial Intelligence (AI), Chatbot, Consumer Electronics, Human Computer Interaction, Robotics, Smart Home, Software","Sacramento, California, United States, North America",https://Taechyon.com,Less than $1M,1000000,USD,1000000,Seed,1,,,,,"464,118"
Angel Round - GeoZilla,https://www.crunchbase.com/funding_round/geozilla-family-locator-angel--05ccc6f0,GeoZilla,https://www.crunchbase.com/organization/geozilla-family-locator,Angel,500000,USD,500000,2016-05-01,Seed,,,,Yes,GeoZilla - Connected Family Platform that enables users and their family members to connect IoT devices via their smartphone.,,"Android, Artificial Intelligence (AI), Family, GPS, Internet of Things, iOS, Location Based Services, Mobile, Mobile Apps, Unified Communications","Palo Alto, California, United States, North America",https://geozilla.com/,$1M to $10M,1100000,USD,1100000,Seed,3,Dmitri Lipnitsky,Dmitri Lipnitsky,1,,"300,831"
