Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Graph Story,https://www.crunchbase.com/funding_round/graph-story-seed--6002e576,Graph Story,https://www.crunchbase.com/organization/graph-story,Seed,150000,USD,150000,2016-05-04,Seed,,,,Yes,"Graph Story provides graph databases, applications and solutions as a service.",,"Big Data, Cloud Computing, Internet of Things, Predictive Analytics, SaaS, Software","Memphis, Tennessee, United States, North America",https://www.graphstory.com,Less than $1M,1465000,USD,1465000,,4,,,,,"241,736"
Convertible Note - Quadrant,https://www.crunchbase.com/funding_round/quadrant-convertible-note--e05973c8,Quadrant,https://www.crunchbase.com/organization/quadrant,Convertible Note,450000,USD,450000,2016-12-05,,,,,No,Quadrant provides an online platform that helps users to find charts and share economic data in a faster and more convenient way.,,"Artificial Intelligence (AI), Big Data, Blockchain, Compliance, Enterprise Applications, Geospatial, Information Technology, Location Based Services, Real Time, Software","Singapore, Central Region, Singapore, Asia",https://quadrant.io/,$1M to $10M,1716300,USD,1716300,M&A,6,,Wavemaker Partners,1,,"390,839"
Seed Round - Qlue,https://www.crunchbase.com/funding_round/qlue-2-seed--4916ed2a,Qlue,https://www.crunchbase.com/organization/qlue-2,Seed,500000,USD,500000,2016-05-05,Seed,,,,Yes,Qlue is a smart city ecosystem company that is based on artificial intelligence and IoT technology.,,"Analytics, Artificial Intelligence (AI), Data Visualization, Internet of Things, Software","Jakarta, Jakarta Raya, Indonesia, Asia",http://qlue.co.id,$10M to $50M,550000,USD,550000,Early Stage Venture,8,Prasetia Dwidharma,Prasetia Dwidharma,1,1,"390,993"
Angel Round - Flame Technology,https://www.crunchbase.com/funding_round/flame-technology-angel--21b4ce0e,Flame Technology,https://www.crunchbase.com/organization/flame-technology,Angel,2000000,CNY,303999,2016-06-01,Seed,,,,Yes,Flame Technology is a language-based human-computer interaction solution provider.,,"Computer, Natural Language Processing","Guangzhou, Guangdong, China, Asia",http://www.birdbot.cn/,,2000000,CNY,303999,Seed,1,,Yicong Chuang Tou,1,,"339,978"
Angel Round - uiedu.cn,https://www.crunchbase.com/funding_round/uiedu-cn-angel--4c8d9835,uiedu.cn,https://www.crunchbase.com/organization/uiedu-cn,Angel,3000000,CNY,434719,2016-12-09,Seed,,,,Yes,"uiEdu.cn provides educational services in IT areas such as big data, artificial intelligence, and IoT.",,"Artificial Intelligence (AI), Big Data, Education, Internet of Things","Haidian, Beijing, China, Asia",http://www.uicctech.com/,,3000000,CNY,434719,Seed,1,,Lanxum,1,,"230,443"
Pre Seed Round - Equals 3,https://www.crunchbase.com/funding_round/equals-3-pre-seed--41a8e503,Equals 3,https://www.crunchbase.com/organization/equals-3,Pre-Seed,1000000,USD,1000000,2016-01-22,Seed,10000000,USD,10000000,Yes,"Lucy, the AI Marketing Assistant for Fortune 1000 Marketing teams, Creative and Media Agencies.  An Enterprise Knowledge Management platform",,"Artificial Intelligence (AI), Customer Service, Digital Media, Marketing","Minneapolis, Minnesota, United States, North America",http://www.equals3.ai/,$1M to $10M,1000000,USD,1000000,Seed,1,,,,,"392,388"
Seed Round - AceBot.ai,https://www.crunchbase.com/funding_round/acebot-ai-seed--3a7bbd9d,AceBot.ai,https://www.crunchbase.com/organization/acebot-ai,Seed,650000,USD,650000,2016-08-10,Seed,,,,Yes,AceBot.ai specializes in the fields of the online conversational survey and advanced integration capabilities.,Women Founded,"Artificial Intelligence (AI), Information Services, Information Technology, Mobile Apps","San Jose, California, United States, North America",http://acebot.ai/,$1M to $10M,650000,USD,650000,,3,Accel,Accel,1,,"392,434"
Angel Round - Intento,https://www.crunchbase.com/funding_round/intento-angel--e978549d,Intento,https://www.crunchbase.com/organization/intento,Angel,210000,USD,210000,2016-09-19,Seed,,,,Yes,Intento is a machine translation and multilingual generative AI platform for global companies.,Women Founded,"Artificial Intelligence (AI), Developer APIs, Enterprise Software, Information Technology, SaaS, Translation Service","San Francisco, California, United States, North America",http://inten.to,$10M to $50M,11911000,USD,11911000,Early Stage Venture,9,,,,,"392,438"
Angel Round - Dolphin.ai,https://www.crunchbase.com/funding_round/dolphin-ai-angel--72385c31,Dolphin.ai,https://www.crunchbase.com/organization/dolphin-ai,Angel,3000000,CNY,463209,2016-04-05,Seed,,,,Yes,Dolphin.ai is a natural language processing technology company.,,"Artificial Intelligence (AI), Natural Language Processing, Software","Guangzhou, Guangdong, China, Asia",https://www.dolphin.ai,,3000000,CNY,463209,Seed,1,,Shanhua Touzi,1,,"392,465"
Seed Round - IMNA Solutions,https://www.crunchbase.com/funding_round/imna-solutions-seed--91a5fa97,IMNA Solutions,https://www.crunchbase.com/organization/imna-solutions,Seed,1000000,USD,1000000,2016-10-10,Seed,,,,Yes,IMNA Solutions is a privacy and security phone based communications through critical and immediate real-time alerts.,,"Call Center, Health Care, Mobile, Predictive Analytics, Security, Telecommunications","Ra'anana, HaMerkaz, Israel, Asia",https://alonetone.com,$1M to $10M,1600000,USD,1600000,Seed,3,,,,,"392,768"
Angel Round - Witmos,https://www.crunchbase.com/funding_round/witmos-angel--ed765005,Witmos,https://www.crunchbase.com/organization/witmos,Angel,3000000,CNY,460573,2016-03-24,Seed,,,,Yes,Witmos is an artificial intelligent education system.,,"Artificial Intelligence (AI), Education, Software","Shenzhen, Guangdong, China, Asia",http://www.witmos.com,,3000000,CNY,460573,Seed,1,,CSC Group,1,,"392,870"
Grant - Deeper Insights,https://www.crunchbase.com/funding_round/skim-technologies-grant--8039a204,Deeper Insights,https://www.crunchbase.com/organization/skim-technologies,Grant,350000,GBP,488469,2016-03-01,,,,,No,Deeper Insights solve the toughest human problems through the transformative power of AI.,,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Natural Language Processing","Canterbury, Kent, United Kingdom, Europe",https://www.deeperinsights.com,$1M to $10M,5670074,USD,5670074,Seed,7,,,,,"393,849"
Angel Round - Yearn,https://www.crunchbase.com/funding_round/yearn-angel--945016b0,Yearn,https://www.crunchbase.com/organization/yearn,Angel,200000,EUR,218277,2016-01-16,Seed,,,,Yes,TURNING THE WORLD OF RECRUITMENT UPSIDE DOWN.,,"Human Resources, Internet, Machine Learning, Recruiting, Software, Staffing Agency","Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.yearn.com/,$1M to $10M,600000,EUR,664651,Seed,3,,,,,"449,579"
Seed Round - Reason8,https://www.crunchbase.com/funding_round/reason8-seed--7eb52862,Reason8,https://www.crunchbase.com/organization/reason8,Seed,1200000,USD,1200000,2016-11-01,Seed,,,,Yes,Reason8 - an AI-powered service for automated note-taking and preparation of summaries for in-person business meetings.,,"Apps, Artificial Intelligence (AI), Productivity Tools, Software","Boston, Massachusetts, United States, North America",https://reason8.ai,$1M to $10M,1200000,USD,1200000,Seed,2,,,,,"570,785"
Seed Round - C2RO,https://www.crunchbase.com/funding_round/c2ro-seed--8de8a78c,C2RO,https://www.crunchbase.com/organization/c2ro,Seed,800000,CAD,609297,2016-10-01,Seed,,,,Yes,"Privacy-aware video analytics using proprietary edge-cloud AI for Physical Retail, Mall, Smart City and Enterprise Market.",,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Computing, Computer Vision, Machine Learning, Retail Technology, SaaS, Software","Montréal, Quebec, Canada, North America",https://www.c2ro.com,$1M to $10M,6434829,USD,6434829,,8,TandemLaunch,TandemLaunch,1,,"571,780"
Seed Round - OMNIOUS.AI,https://www.crunchbase.com/funding_round/omnious-seed--657b166f,OMNIOUS.AI,https://www.crunchbase.com/organization/omnious,Seed,300000000,KRW,261861,2016-03-31,Seed,,,,Yes,OMNIOUS.AI provides AI solutions for e-commerce businesses.,,"Artificial Intelligence (AI), E-Commerce, Information Technology, Internet, Machine Learning","Yeoksamdong, Seoul-t'ukpyolsi, South Korea, Asia",https://www.omnious.com,$1M to $10M,14300000000,KRW,12120652,Early Stage Venture,4,,"Big Basin Capital, MashUp Angels",2,1,"432,378"
Seed Round - TempoQuest,https://www.crunchbase.com/funding_round/tempoquest-seed--47f4795b,TempoQuest,https://www.crunchbase.com/organization/tempoquest,Seed,1000000,USD,1000000,2016-10-26,Seed,,,,Yes,TempoQuest is a development phase company created to develop SaaS software for advanced weather forecasting using GPU processors.,,"Predictive Analytics, SaaS, Software","Boulder, Colorado, United States, North America",http://TempoQuest.com,$1M to $10M,3500000,USD,3500000,Seed,2,,"Bob Glandfield, Edward Keible, Gene Pache, Harvey Jones, Rob Wiltbank, Victor Schnee",6,,"572,394"
Angel Round - getwell,https://www.crunchbase.com/funding_round/getwell-ad48-angel--249baea4,getwell,https://www.crunchbase.com/organization/getwell-ad48,Angel,3000000,CNY,451035,2016-08-05,Seed,,,,Yes,getwell focuses on the research and application of artificial intelligence technology in the field of health care.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical","Nanshanqu, Guangdong, China, Asia",http://www.igetwell.cn,,27000000,CNY,4053953,Early Stage Venture,4,,Wuhu Xinyuan Keji Chuangye Touzi,1,,"572,711"
Seed Round - Cooper Human Systems,https://www.crunchbase.com/funding_round/cooper-human-systems-seed--78004bfb,Cooper Human Systems,https://www.crunchbase.com/organization/cooper-human-systems,Seed,290926,USD,290926,2016-04-04,Seed,,,,Yes,Cooper Human Systems is a collaborative team of immunologists and system dynamics modelers that augment research and discovery.,,"Information Technology, Innovation Management, Intelligent Systems","Nashua, New Hampshire, United States, North America",http://www.cooperhumansystems.com/,,1505456,USD,1505456,Seed,2,,,,,"344,468"
Angel Round - DreamWld Tech,https://www.crunchbase.com/funding_round/dreamwld-tech-angel--95c72c2f,DreamWld Tech,https://www.crunchbase.com/organization/dreamwld-tech,Angel,3000000,CNY,431978,2016-12-30,Seed,,,,Yes,DreamWld Tech is engaged in the research and development of computer vision and artificial intelligence technology.,,"3D Technology, Artificial Intelligence (AI), Information Technology, Software","Beijing, Beijing, China, Asia",http://www.12dms.com,$1M to $10M,13000000,CNY,1986269,Early Stage Venture,2,,PPTV,1,,"341,944"
Convertible Note - CloudNC,https://www.crunchbase.com/funding_round/cloudnc-convertible-note--52aaf37c,CloudNC,https://www.crunchbase.com/organization/cloudnc,Convertible Note,150000,GBP,212328,2016-03-15,,,,,No,CloudNC develops advanced software that enables factories to autonomously manufacture precision parts.,,"Artificial Intelligence (AI), Computer, Industrial, Manufacturing, Mechanical Engineering, Software","London, England, United Kingdom, Europe",http://cloudnc.com,$10M to $50M,77781174,USD,77781174,Early Stage Venture,15,,"Chris Mairs, Entrepreneur First, Joe White, Wendy Tan White",4,,"433,654"
Venture Round - MindAptiv,https://www.crunchbase.com/funding_round/mindaptiv-centennial-colorado-series-unknown--1ce1e499,MindAptiv,https://www.crunchbase.com/organization/mindaptiv-centennial-colorado,Venture - Series Unknown,1220000,USD,1220000,2016-02-05,,,,,Yes,MindAptiv is a developer of interactive adaptive software products that generate code at runtime.,,"Artificial Intelligence (AI), Computer, Enterprise Software, Software Engineering, Web Development","Greenwood Village, Colorado, United States, North America",https://mindaptiv.com/,$1M to $10M,1220000,USD,1220000,,1,,,,,"433,898"
Angel Round - Kono,https://www.crunchbase.com/funding_round/konolabs-inc--angel--534c7a33,Kono,https://www.crunchbase.com/organization/konolabs-inc-,Angel,500000,USD,500000,2016-07-31,Seed,,,,Yes,Kono is an AI driven scheduling assistant for enterprises.,"Women Founded, Women Led","Artificial Intelligence (AI), Machine Learning, Productivity Tools","San Francisco, California, United States, North America",https://kono.ai,$1M to $10M,880000,USD,880000,Seed,4,,"Lotte Accelerator, Thinkers Capital",2,,"573,540"
Seed Round - Storyzy,https://www.crunchbase.com/funding_round/trooclick-seed--68f359bb,Storyzy,https://www.crunchbase.com/organization/trooclick,Seed,900000,USD,900000,2016-08-30,Seed,,,,Yes,Storyzy is an ad tech company that offers a solution for brands to exclude their ads from fake news and inappropriate context.,,"Advertising, Advertising Platforms, Journalism, Machine Learning, Marketing, Natural Language Processing, News, Search Engine, Semantic Search, Software","Paris, Ile-de-France, France, Europe",http://storyzy.com,Less than $1M,900000,USD,900000,Seed,1,,,,,"574,316"
Seed Round - ROBOT++,https://www.crunchbase.com/funding_round/robot-ace5-seed--006b0ec2,ROBOT++,https://www.crunchbase.com/organization/robot-ace5,Seed,1000000,CNY,152035,2016-02-03,Seed,,,,Yes,RobotPlusPlus is a technology company developing robots for working at height.,,"Artificial Intelligence (AI), Industrial, Robotics","Beijing, Beijing, China, Asia",http://en.robotplusplus.com/,$10M to $50M,24529402,USD,24529402,Early Stage Venture,5,,"Taiyou Fund, Tus Seed",2,,"620,167"
Seed Round - 720 Degrees,https://www.crunchbase.com/funding_round/720-degrees-seed--5c45789e,720 Degrees,https://www.crunchbase.com/organization/720-degrees,Seed,950000,EUR,1054501,2016-06-30,Seed,,,,Yes,720° is a cloud based analytics solution for indoor environmental quality monitoring.,,"Analytics, Commercial Real Estate, Environmental Consulting, Internet of Things, Predictive Analytics","New York, New York, United States, North America",https://720.io/en/,$1M to $10M,5985000,EUR,6865981,M&A,4,J&T Ventures,"Business Finland, J&T Ventures, Pi Labs",3,,"620,433"
Non Equity Assistance - CrystalsFirst,https://www.crunchbase.com/funding_round/crystalsfirst-non-equity-assistance--f28a0747,CrystalsFirst,https://www.crunchbase.com/organization/crystalsfirst,Non-equity Assistance,156600,EUR,176014,2016-10-01,,,,,No,Overcoming current limitations of small molecule drug discovery using proprietary structural biology technology and generative AI.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Marburg, Hessen, Germany, Europe",https://www.crystalsfirst.com/,$1M to $10M,756600,EUR,918505,Seed,4,EXIST,EXIST,1,,"620,531"
Grant - Caption Health,https://www.crunchbase.com/funding_round/bay-labs-inc-grant--5691d760,Caption Health,https://www.crunchbase.com/organization/bay-labs-inc,Grant,1376062,USD,1376062,2016-04-13,,,,,No,Caption Health is a medical company that uses artificial intelligence (AI) to interpret ultrasound exams.,,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Medical Device","Brisbane, California, United States, North America",http://www.captionhealth.com,,62427539,USD,62427539,M&A,7,National Science Foundation,National Science Foundation,1,,"449,280"
Seed Round - SENSE AI,https://www.crunchbase.com/funding_round/sense-ai-seed--d8613bf8,SENSE AI,https://www.crunchbase.com/organization/sense-ai,Seed,366512,USD,366512,2016-04-11,Seed,,,,Yes,SENSE AI is an all-in-one measurement and sensor fusion platform for mobile and IoT.,,"Artificial Intelligence (AI), Big Data, Internet of Things, Mobile, Software","Minnesota City, Minnesota, United States, North America",https://senseai.io,Less than $1M,1548786,USD,1548786,Seed,4,,,,,"621,700"
Angel Round - Shanggao Keji,https://www.crunchbase.com/funding_round/shanggao-keji-angel--01e3b0db,Shanggao Keji,https://www.crunchbase.com/organization/shanggao-keji,Angel,3000000,CNY,452641,2016-08-16,Seed,,,,Yes,ShangGaoAI is an artificial intelligence technology company that develops new drugs and materials.,,"Apps, Artificial Intelligence (AI), Machine Learning, Mobile Apps","Fengtai, Beijing, China, Asia",https://www.sg-ai.com/,,3000000,CNY,452641,Seed,1,Dazi Dingcheng Ziben,Dazi Dingcheng Ziben,1,,"381,358"
