Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,CB Rank (Funding Round),Organization Industries,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,Diversity Spotlight
Seed Round - Les Nouvelles Fermes,https://www.crunchbase.com/funding_round/les-nouvelles-fermes-seed--ad8f4bb8,Les Nouvelles Fermes,https://www.crunchbase.com/organization/les-nouvelles-fermes,Seed,2000000,EUR,2393982,2021-04-15,"142,527","Agriculture, B2B, Farming",Seed,,,,Yes,"Les Nouvelles Fermes is a producer of healthy, local, and tasty fish and vegetables.","Bordeaux, Aquitaine, France, Europe",http://www.lesnouvellesfermes.com/,$1M to $10M,2000000,EUR,2393982,Seed,1,IRDI,"Banque des Territoires, Crédit Agricole, Crédit Industriel et Commercial, IRDI, Région Nouvelle-Aquitaine",,5,
Venture Round - Agenium,https://www.crunchbase.com/funding_round/agenium-series-unknown--2b0cd3b8,Agenium,https://www.crunchbase.com/organization/agenium,Venture - Series Unknown,2200000,EUR,2383369,2023-01-19,"52,474","Information Technology, Software, Web Development",,,,,Yes,"Agenium provides simulation solutions for space industry, aeronautics, defense and security.","Toulouse, Midi-Pyrenees, France, Europe",https://www.agenium.group/,$1M to $10M,2200000,EUR,2383369,,1,,"Axio Capital, Bpifrance, Caisse d'Epargne Ile-de-France, Galia Gestion",6,4,
Venture Round - Ouidrop,https://www.crunchbase.com/funding_round/ouidrop-series-unknown--bb0bdec0,Ouidrop,https://www.crunchbase.com/organization/ouidrop,Venture - Series Unknown,2000000,EUR,2193800,2023-07-07,"42,975",Machinery Manufacturing,,,,,Yes,Ouidrop designed the self-service parcel drop-off/pick-up system.,"Bordeaux, Aquitaine, France, Europe",http://www.ouidrop.eu/,,2000000,EUR,2193800,,1,Spring Invest,"Better Angle, Spring Invest",1,2,
Seed Round - Viti-Tunnel,https://www.crunchbase.com/funding_round/viti-tunnel-seed--2d49e902,Viti-Tunnel,https://www.crunchbase.com/organization/viti-tunnel,Seed,2000000,EUR,2181451,2024-06-03,"48,767","AgTech, Manufacturing",Seed,,,,Yes,"Viti-Tunnel is a company that provides retractable tunnel device for vines to protect against rain, hail, frost and weather damage.","Le Haillan, Aquitaine, France, Europe",https://viti-tunnel.com,,2000000,EUR,2181451,Seed,1,Demeter,Demeter,1,1,
Seed Round - WaltR,https://www.crunchbase.com/funding_round/waltr-e1c5-seed--f3f77358,WaltR,https://www.crunchbase.com/organization/waltr-e1c5,Seed,2000000,EUR,2171671,2024-03-22,"33,108","Environmental Consulting, Pollution Control",Seed,,,,Yes,WaltR solution monitoring polluting emissions through space and ground imaging.,"Toulouse, Midi-Pyrenees, France, Europe",https://waltr.fr/home.html,,2000000,EUR,2171671,Seed,2,,"Central Innovation, Expansion Ventures, Groupe ADP, Pays de la Loire Participations, SpaceFounders",,5,
Seed Round - Blue Water Intelligence,https://www.crunchbase.com/funding_round/blue-water-intelligence-seed--9a0bd43f,Blue Water Intelligence,https://www.crunchbase.com/organization/blue-water-intelligence,Seed,2000000,EUR,2170829,2024-05-21,"72,975",Environmental Consulting,Seed,,,,Yes,BWI is a company that specialized in the monitoring of inland surface water reserves around the globe.,"Toulouse, Midi-Pyrenees, France, Europe",https://bwi.earth,,2000000,EUR,2170829,Seed,1,,,,,
Funding Round - Nanomade,https://www.crunchbase.com/funding_round/nanomade-undisclosed--f20813fe,Nanomade,https://www.crunchbase.com/organization/nanomade,Funding Round,2000000,EUR,2164917,2024-05-22,"53,270","Consumer Electronics, CRM, Hardware, Information Technology, Robotics, Software",,,,,Yes,"Nanomade delivers a patented technology which makes any surface (rigid, curved, flexible) sensitive to touch and force.","Toulouse, Midi-Pyrenees, France, Europe",https://www.nanomade.com,$1B to $10B,2000000,EUR,2164917,,2,,,,,
Seed Round - FreemiumPlay,https://www.crunchbase.com/funding_round/freemiumplay-seed--c07ca028,FreemiumPlay,https://www.crunchbase.com/organization/freemiumplay,Seed,2000000,EUR,2157693,2023-09-03,"103,414","Digital Entertainment, Internet, Social Media",Seed,,,,Yes,"FreemiumPlay provides digital entertainment, but primarily giving users the option to share, explore, and enhance their experience.","Bordeaux, Aquitaine, France, Europe",http://www.freemiumplay.com,,2000000,EUR,2157693,Seed,1,Elevation Capital Partners,Elevation Capital Partners,1,1,
Seed Round - Evera,https://www.crunchbase.com/funding_round/riskee-seed--ba6a6d1a,Evera,https://www.crunchbase.com/organization/riskee,Seed,2200000,EUR,2153645,2022-10-06,"100,238","Financial Services, Insurance, Online Portals, Quality Assurance",Seed,,,,Yes,"Evera, making electric mobility (EV) evident and accessible for everyone.","Toulouse, Midi-Pyrenees, France, Europe",https://www.evera.co,Less than $1M,2200000,EUR,2153645,Seed,1,Newfund,"astorya.vc, M Capital Partners, Newfund",1,3,
Seed Round - Nimbl'bot,https://www.crunchbase.com/funding_round/nimbl-bot-seed--787bd265,Nimbl'bot,https://www.crunchbase.com/organization/nimbl-bot,Seed,2000000,EUR,2152505,2023-06-12,"503,103","Health Care, Robotics",Seed,,,,Yes,Nimbl'bot argues that robotics can help to protect the health of manual workers.,"Bordeaux, Aquitaine, France, Europe",https://nimbl-bot.com,$1M to $10M,2250000,EUR,2454275,Seed,2,,"IRDI SORIDEC Gestion, NACO, UI Investissement",,3,
Seed Round - Cognitive Design Systems,https://www.crunchbase.com/funding_round/cognitive-design-systems-seed--cdf8da63,Cognitive Design Systems,https://www.crunchbase.com/organization/cognitive-design-systems,Seed,2000000,EUR,2142270,2023-11-08,"96,674","Artificial Intelligence (AI), CAD, Product Design, Software",Seed,,,,Yes,B2B software company enabling designers and engineers to generate designs using AI,"Toulouse, Midi-Pyrenees, France, Europe",https://www.cognitive-design-systems.com/,,2000000,EUR,2142270,Seed,1,Iron Hands Capital,"DAA Capital Partners, Iron Hands Capital, SpaceFounders",,3,
Seed Round - Wineriz,https://www.crunchbase.com/funding_round/livemarket-seed--1360276a,Wineriz,https://www.crunchbase.com/organization/livemarket,Seed,2000000,EUR,2138399,2024-06-21,"29,140","CRM, Direct Sales, E-Commerce, E-Commerce Platforms, Logistics, SaaS, Software, Supply Chain Management, Wine And Spirits",Seed,,,,Yes,Wineriz is a software firm that develops direct-to-consumer platforms for wineries.,"Bordeaux, Aquitaine, France, Europe",https://www.wineriz.com,,2000000,EUR,2138399,Seed,1,,"Evolem Start, SideAngels",1,2,
Venture Round - Obvy,https://www.crunchbase.com/funding_round/obvy-series-unknown--f7e59201,Obvy,https://www.crunchbase.com/organization/obvy,Venture - Series Unknown,2000000,EUR,2116942,2023-02-24,"21,082","Internet, Online Portals, Payments",,,,,Yes,obvy is an online payment portal that manages payments and transactions.,"Bordeaux, Aquitaine, France, Europe",http://obvy-app.com,Less than $1M,2000000,EUR,2116942,,1,,"4Ventures, Cyril Marchi, Edouard Janssen, Mike Vandenhooft, Nicolas Debray, Quentin Adam",,6,
Series A - BuyBox,https://www.crunchbase.com/funding_round/buybox-series-a--dd4c1d76,BuyBox,https://www.crunchbase.com/organization/buybox,Series A,1700000,EUR,2084488,2020-12-17,"110,414","E-Commerce, Gift Card, Retail, Software",Early Stage Venture,,,,Yes,"BuyBox provides an omnichannel gift card solution, helping brands create a customer acquisition channel.","Toulouse, Midi-Pyrenees, France, Europe",http://www.buybox.net,Less than $1M,4384488,USD,4384488,Early Stage Venture,2,The Moon Venture,"Edenred Capital Partners, The Moon Venture",,2,
Seed Round - XPerience.immo,https://www.crunchbase.com/funding_round/xperience-immo-seed--f3cb5a6b,XPerience.immo,https://www.crunchbase.com/organization/xperience-immo,Seed,1900000,EUR,2079266,2024-03-08,"45,874","Financial Services, Real Estate",Seed,,,,Yes,XPerience.immo is designed for real estate developers to manage their projects effectively.,"Bègles, Aquitaine, France, Europe",https://xp.immo,,1900000,EUR,2079266,Seed,1,,"BNP Paribas, Bpifrance, Holnest, One Maker Nation Partners, Societe Generale",,5,
Pre Seed Round - Hycco,https://www.crunchbase.com/funding_round/hycco-pre-seed--dec36a0a,Hycco,https://www.crunchbase.com/organization/hycco,Pre-Seed,1700000,EUR,2066415,2021-01-01,"489,340","Fuel Cell, Manufacturing, Renewable Energy",Seed,,,,Yes,"Hycco is a manufacturer of bipolar plates that supports customers in the design, prototyping, production, and industrialization processes.","Toulouse, Midi-Pyrenees, France, Europe",https://hycco.fr/,,1700000,EUR,2066415,Seed,2,,,,,
Seed Round - Kotzilla,https://www.crunchbase.com/funding_round/kotzilla-seed--8de6d5ab,Kotzilla,https://www.crunchbase.com/organization/kotzilla,Seed,1900000,EUR,2063459,2024-05-20,"68,192",Software,Seed,,,,Yes,Mobile Architecture Technologies - open-source tools - SaaS Dev Platform,"Toulouse, Midi-Pyrenees, France, Europe",https://kotzilla.io/,,1900000,EUR,2063459,Seed,1,,Serena,,1,
Venture Round - Madeinvote,https://www.crunchbase.com/funding_round/madeinvote-series-unknown--fc094c4c,Madeinvote,https://www.crunchbase.com/organization/madeinvote,Venture - Series Unknown,1900000,EUR,2045615,2023-12-06,"191,538","Analytics, Consumer Research, Market Research, Marketing, Software",,,,,Yes,"With its ultra-targeted online consumer research solution, Madeinvote provides key insights that will help brands and organizations","Bordeaux, Aquitaine, France, Europe",https://madeinvote.com/,$1M to $10M,3700000,EUR,4141500,,4,GSO Innovation,"Cheuvreux, Credit Agricole Aquitaine Expansion, GSO Innovation",1,3,
Seed Round - Ejara,https://www.crunchbase.com/funding_round/ejara-seed--411e6da7,Ejara,https://www.crunchbase.com/organization/ejara,Seed,2000000,USD,2000000,2021-10-07,"43,875","Cryptocurrency, Financial Services",Seed,,,,Yes,"Ejara is an app for Africa and its diasporas to access various investment offers fractional shares, commodities, cryptocurrency, and more.","Bordeaux, Aquitaine, France, Europe",https://www.ejara.io/,$1M to $10M,10000000,USD,10000000,Early Stage Venture,4,"Anthemis, CoinShares","Anthemis, CoinShares, Jason Yanowitz, Lateral Frontiers, LoftyInc Capital, Mercy Corps Ventures, NetX Fund, Pascal Gauthier, Socially Financed",2,9,
Pre Seed Round - NuxtJS,https://www.crunchbase.com/funding_round/nuxtjs-pre-seed--25fa4574,NuxtJS,https://www.crunchbase.com/organization/nuxtjs,Pre-Seed,2000000,USD,2000000,2020-05-01,"391,656","Internet, Software",Seed,,,,Yes,We craft solutions to make Web development intuitive. Author of NuxtJS and Docus.,"Bordeaux, Aquitaine, France, Europe",https://nuxtlabs.com,$10M to $50M,2100000,USD,2100000,Seed,2,Firstminute Capital,"Eduardo Ronzano, Firstminute Capital, Kima Ventures, Nicolas Steegmann, Renaud Visage, Thibaud Elziere",,6,
Seed Round - Picsellia,https://www.crunchbase.com/funding_round/picsell-5494-seed--bf1385b4,Picsellia,https://www.crunchbase.com/organization/picsell-5494,Seed,2000000,EUR,1940139,2022-10-11,"210,645","Artificial Intelligence (AI), Computer Vision, Information Technology",Seed,,,,Yes,"Picsellia is an end-to-end, highly scalable, MLOps Platform, dedicated to Computer Vision.","Toulouse, Midi-Pyrenees, France, Europe",https://picsellia.com,$1M to $10M,2000000,EUR,1940139,Seed,2,Axeleo Capital,"Acequia Capital (AceCap), Axeleo Capital, Ludovic Le Moan",1,3,
Seed Round - Aviwell,https://www.crunchbase.com/funding_round/aviwell-seed--564cc62c,Aviwell,https://www.crunchbase.com/organization/aviwell,Seed,1600000,EUR,1882960,2021-09-16,"39,804","AgTech, Biotechnology, Health Care",Seed,,,,Yes,"Developing healthy, natural, sustainable solutions to improve animal growth and nourish the planet","Toulouse, Midi-Pyrenees, France, Europe",https://aviwell.fr/,$1M to $10M,13100000,EUR,14602964,Seed,4,,"3CC | Third Culture Capital, European Innovation Council",,2,
Seed Round - Touch Sensity,https://www.crunchbase.com/funding_round/touch-sensity-seed--3f75cecb,Touch Sensity,https://www.crunchbase.com/organization/touch-sensity,Seed,1750000,EUR,1877838,2024-05-02,"37,361","Information Technology, Internet of Things, Software",Seed,,,,Yes,Touch Sensity is an information technology company that specializes in the fields of IoT and sensors.,"Mérignac, Aquitaine, France, Europe",https://touchsensity.com/,Less than $1M,3050000,EUR,3272803,Seed,4,,"DAA Capital Partners, LIFTT, NACO, Newfund",3,4,
Venture Round - Jestocke.Com,https://www.crunchbase.com/funding_round/jestocke-com-series-unknown--c60d74f3,Jestocke.Com,https://www.crunchbase.com/organization/jestocke-com,Venture - Series Unknown,1700000,EUR,1849575,2020-02-25,"610,538","Furniture, Rental, Self-Storage",,,,,Yes,"Jestocke is the platform of costocking, the service of rental of personal care between individuals and with insurance","Bordeaux, Aquitaine, France, Europe",https://www.jestocke.com,$1M to $10M,3300000,EUR,3639985,,2,,"AB Box, Banque des Territoires, LeanSquare, MAIF Avenir",,4,
Seed Round - Meditect,https://www.crunchbase.com/funding_round/meditect-seed--b9f7ad87,Meditect,https://www.crunchbase.com/organization/meditect,Seed,1500000,EUR,1795487,2021-04-15,"486,690","Health Care, Medical, Pharmaceutical",Seed,,,,Yes,"Making quality medicines, available and affordable in Africa","Bordeaux, Aquitaine, France, Europe",https://www.meditect.com/,,1800000,EUR,2133456,,3,LBO France,LBO France,,1,
Seed Round - Akewatu,https://www.crunchbase.com/funding_round/akewatu-seed--3d00c96f,Akewatu,https://www.crunchbase.com/organization/akewatu,Seed,1500000,EUR,1737010,2021-11-02,"502,842","E-Commerce, Outdoors, Recreation, Sporting Goods",Seed,,,,Yes,"Akewatu offers a wide collection of sporting goods such as surfboard, skateboard, clothing and related accessories.","Lège, Aquitaine, France, Europe",https://www.akewatu.com/,,2276299,EUR,2511631,,3,TLF Ventures,TLF Ventures,,1,
Seed Round - Aerix Systems,https://www.crunchbase.com/funding_round/aerix-systems-seed--68fb3079,Aerix Systems,https://www.crunchbase.com/organization/aerix-systems,Seed,1600000,EUR,1732097,2024-02-22,"75,124","Aerospace, Drones",Seed,,,,Yes,Aerix Systems is a company that develops omnidirectional drones that can navigate in any direction and orientation in space.,"Mérignac, Aquitaine, France, Europe",https://www.aerix-systems.com,,1600000,EUR,1732097,Seed,1,,"BACS-Innov, Bpifrance, Defense Angels, INSEAD Business Angels Alumni France, Les Business Angels des Grandes Écoles, Région Nouvelle-Aquitaine, Starburst Accelerator, Techno'Start",,8,
Funding Round - Hemera,https://www.crunchbase.com/funding_round/hemera-undisclosed--8849706b,Hemera,https://www.crunchbase.com/organization/hemera,Funding Round,1500000,EUR,1666672,2024-09-05,"17,211",Communities,,,,,Yes,Hemera offers to support entrepreneurs who want to go far and change the world.,"Gironde, Aquitaine, France, Europe",http://www.hemera.camp/fr/,,1500000,EUR,1666672,,1,,"Caisse d'Epargne Aquitaine Poitou-Charentes, Crédit Mutuel Arkéa, Julien Parrou-Duboscq",,3,
Seed Round - getinside,https://www.crunchbase.com/funding_round/getinside-seed--a97999e2,getinside,https://www.crunchbase.com/organization/getinside,Seed,1600000,EUR,1662949,2022-11-16,"18,585","E-Commerce, Internet, Retail",Seed,,,,Yes,Getinside is an e-commerce company that provides retail services for e-merchants.,"Toulouse, Midi-Pyrenees, France, Europe",https://www.getinside.fr,,1600000,EUR,1662949,Seed,1,Founders Future,"Daniel Broche, Founders Future, Franck Da Silva, Frederic Montagnon, Gilles Moncaubeig, Julien Romanetto",,6,
Grant - Stellar,https://www.crunchbase.com/funding_round/stellar-58db-grant--f62d823d,Stellar,https://www.crunchbase.com/organization/stellar-58db,Grant,1500000,EUR,1655298,2024-10-03,"198,911","Automotive, Internet, Software, Telecommunications",,,,,No,Stellar is a telecommunications company that integrates multiple networks for connectivity.,"Bordeaux, Aquitaine, France, Europe",https://www.stellar.tc,,9300000,EUR,10137306,Seed,3,,European Union,,1,
Venture Round - Flovea,https://www.crunchbase.com/funding_round/flovea-series-unknown--a5045839,Flovea,https://www.crunchbase.com/organization/flovea,Venture - Series Unknown,1500000,EUR,1654740,2023-04-27,"10,075",Manufacturing,,,,,Yes,FLOVEA performs a constant technological watch on its core business and is committed to creating innovative technologies.,"Saint-paul-lès-dax, Aquitaine, France, Europe",https://www.flovea.fr/en/,,1500000,EUR,1654740,,1,Expanso Capital,"AQUITI Gestion, Expanso Capital",,2,
Seed Round - Aurore Market,https://www.crunchbase.com/funding_round/aurore-market-seed--7facdbf2,Aurore Market,https://www.crunchbase.com/organization/aurore-market,Seed,1500000,EUR,1654108,2020-02-28,"136,875","E-Commerce, Organic, Organic Food, Wellness",Seed,,,,Yes,"Produits écologiques, éthiques et sains sur Aurore Market.fr","Espalion, Midi-Pyrenees, France, Europe",https://auroremarket.fr/?utm_source=crunchbase,,1500000,EUR,1654108,Seed,1,,,,,
